연번,사업장명칭,주사육업종,등록축종,사업장소재지
228,동성농장,한우,한우,전라남도 영광군 홍농읍
229,은준농장,한우,한우,전라남도 영광군 홍농읍
230,삼차농장,한우,한우,전라남도 영광군 홍농읍
231,반월축산,한우,한우,전라남도 영광군 묘량면
232,정식농장,한우,한우,전라남도 영광군 묘량면
233,석구농장,한우,한우,전라남도 영광군 묘량면
234,월암태정,한우,한우,전라남도 영광군 묘량면
235,한우농장,한우,한우,전라남도 영광군 묘량면
236,모악축산,한우,한우,전라남도 영광군 불갑면
237,의주농장,한우,한우,전라남도 영광군 불갑면
238,가나농장,한우,한우,전라남도 영광군 불갑면
239,형제농장,한우,한우,전라남도 영광군 군서면
240,모레골 농장,한우,한우,전라남도 영광군 군서면
241,봉전농장,한우,한우,전라남도 영광군 염산면
242,진이농장,한우,한우,전라남도 영광군 염산면
243,춘수농장,한우,한우,전라남도 영광군 염산면
244,동례농장,한우,한우,전라남도 영광군 법성면
245,언도농장,한우,한우,전라남도 영광군 법성면
246,호장농장,한우,한우,전라남도 영광군 법성면
247,춘성농장,한우,한우,전라남도 영광군 법성면
248,삼수농장,한우,한우,전라남도 영광군 법성면
249,병주농장,한우,한우,전라남도 영광군 법성면
250,한우축산,한우,한우,전라남도 영광군 백수읍
251,우리농장,한우,한우,전라남도 영광군 대마면
252,송죽농장,한우,한우,전라남도 영광군 대마면
253,임례농장,한우,한우,전라남도 영광군 대마면
254,평금농장,한우,한우,전라남도 영광군 대마면
255,은환농장,한우,한우,전라남도 영광군 묘량면
256,신흥축산,한우,한우,전라남도 영광군 묘량면
257,봉성농장,한우,한우,전라남도 영광군 묘량면
258,병복농장,한우,한우,전라남도 영광군 묘량면
259,중앙축산,한우,한우,전라남도 영광군 군서면
260,온누리농장,한우,한우,전라남도 영광군 불갑면
261,재갑농장,한우,한우,전라남도 영광군 염산면
262,상우농장,한우,한우,전라남도 영광군 염산면
263,봉서농장,한우,한우,전라남도 영광군 염산면
264,칠성목장,한우,한우,전라남도 영광군 법성면
265,용진축산,한우,한우,전라남도 영광군 법성면
266,영교농장,한우,한우,전라남도 영광군 법성면
267,지장농장,한우,한우,전라남도 영광군 법성면
268,영성농장,한우,한우,전라남도 영광군 백수읍
269,백동농장,한우,한우,전라남도 영광군 백수읍
270,갑용농장,한우,한우,전라남도 영광군 군남면
271,어진농장,한우,한우,전라남도 영광군 영광읍
272,서현농장,한우,한우,전라남도 영광군 영광읍
273,현두농장,한우,한우,전라남도 영광군 묘량면
274,완신농장,한우,한우,전라남도 영광군 묘량면
275,재경농장,한우,한우,전라남도 영광군 불갑면
276,경남농장,한우,한우,전라남도 영광군 불갑면
277,도현이네 농장,한우,한우,전라남도 영광군 군서면
278,노진수농장,한우,한우,전라남도 영광군 군서면
279,원식농장,한우,한우,전라남도 영광군 백수읍
280,송철농장,한우,한우,전라남도 영광군 백수읍
281,한성농장,한우,한우,전라남도 영광군 백수읍
282,가곡한우농장,한우,한우,전라남도 영광군 홍농읍
283,정봉농장,한우,한우,전라남도 영광군 홍농읍
284,초원농장,한우,한우,전라남도 영광군 백수읍
285,광훈농장,한우,한우,전라남도 영광군 백수읍
286,혜은농장,육계,육계,전라남도 영광군 염산면
287,대창축산,한우,한우,전라남도 영광군 군남면
288,보기농장,한우,한우,전라남도 영광군 영광읍
289,김희태,한우,한우,전라남도 영광군 군남면
290,신장농장,한우,한우,전라남도 영광군 법성면
291,고법축산,한우,한우,전라남도 영광군 법성면
292,이흥섭,한우,한우,전라남도 영광군 법성면
293,시원농장,한우,한우,전라남도 영광군 대마면
294,현석농장,한우,한우,전라남도 영광군 불갑면
295,상노농장,한우,한우,전라남도 영광군 영광읍
296,정남축산,한우,한우,전라남도 영광군 군남면
297,안호농장,한우,한우,전라남도 영광군 영광읍
298,지산농장,한우,한우,전라남도 영광군 백수읍
299,연종농장,한우,한우,전라남도 영광군 백수읍
300,삼청농장,한우,한우,전라남도 영광군 군남면
301,선재농장,한우,한우,전라남도 영광군 군남면
302,아양농장,한우,한우,전라남도 영광군 군남면
303,정영섭농장,한우,한우,전라남도 영광군 군남면
304,신성농장,한우,한우,전라남도 영광군 염산면
305,판석농장,한우,한우,전라남도 영광군 영광읍
306,화연농장,한우,한우,전라남도 영광군 영광읍
307,백양농장,한우,한우,전라남도 영광군 군남면
308,청석농장,한우,한우,전라남도 영광군 군남면
309,대근농장,한우,한우,전라남도 영광군 염산면
310,백수농장,한우,한우,전라남도 영광군 영광읍
311,길수농장,한우,한우,전라남도 영광군 백수읍
312,우리농장,한우,한우,전라남도 영광군 군남면
313,은혜농장,한우,한우,전라남도 영광군 묘량면
314,훈재농장,한우,한우,전라남도 영광군 법성면
315,샘골한우농장,한우,한우,전라남도 영광군 군남면
316,월평농장,한우,한우,전라남도 영광군 염산면
317,삼진농장,한우,한우,전라남도 영광군 홍농읍
318,복주농장,한우,한우,전라남도 영광군 홍농읍
319,금주농장,한우,한우,전라남도 영광군 홍농읍
320,병철농장,한우,한우,전라남도 영광군 영광읍
321,희태농장,한우,한우,전라남도 영광군 백수읍
322,상기농장,한우,한우,전라남도 영광군 법성면
323,한성농장,한우,한우,전라남도 영광군 백수읍
324,종근농장,한우,한우,전라남도 영광군 홍농읍
325,만호농장,한우,한우,전라남도 영광군 군남면
326,전정호농장,한우,한우,전라남도 영광군 홍농읍
327,봉섭농장,한우,한우,전라남도 영광군 군남면
328,화복농장,한우,한우,전라남도 영광군 불갑면
329,중현농장,한우,한우,전라남도 영광군 영광읍
330,배암농장,한우,한우,전라남도 영광군 군남면
331,병관농장,한우,한우,전라남도 영광군 홍농읍
332,연암농장,한우,한우,전라남도 영광군 영광읍
333,상화농장,한우,한우,전라남도 영광군 대마면
334,신계농장,한우,한우,전라남도 영광군 법성면
335,경환농장,한우,한우,전라남도 영광군 백수읍
336,부자농장,한우,한우,전라남도 영광군 영광읍
337,종환농장,한우,한우,전라남도 영광군 대마면
338,평지농장,한우,한우,전라남도 영광군 백수읍
339,경주농장,한우,한우,전라남도 영광군 홍농읍
340,광기농장,한우,한우,전라남도 영광군 불갑면
341,기현농장,한우,한우,전라남도 영광군 불갑면
342,영준농장,한우,한우,전라남도 영광군 불갑면
343,부실농장,한우,한우,전라남도 영광군 불갑면
344,신흥농장,한우,한우,전라남도 영광군 염산면
345,축동농장,한우,한우,전라남도 영광군 염산면
346,고담농장,한우,한우,전라남도 영광군 불갑면
347,인성목장,젖소,젖소,전라남도 영광군 법성면
348,송암농장,한우,한우,전라남도 영광군 염산면
349,상일축산,한우,한우,전라남도 영광군 묘량면
350,월평농장,한우,한우,전라남도 영광군 백수읍
351,보라농장,한우,한우,전라남도 영광군 군서면
352,오성농장,한우,한우,전라남도 영광군 홍농읍
353,하영농장,젖소,젖소,전라남도 영광군 불갑면
354,부산농장,한우,한우,전라남도 영광군 불갑면
355,정열농장,한우,한우,전라남도 영광군 홍농읍
356,대성축산,한우,한우,전라남도 영광군 홍농읍
357,우미축산,한우,한우,전라남도 영광군 묘량면
358,순임축산,한우,한우,전라남도 영광군 묘량면
359,수진농장,한우,한우,전라남도 영광군 군서면
360,영동농장,한우,한우,전라남도 영광군 군서면
361,진표농장,한우,한우,전라남도 영광군 홍농읍
362,송산농장,한우,한우,전라남도 영광군 백수읍
363,용혁농장,한우,한우,전라남도 영광군 홍농읍
364,용석농장,한우,한우,전라남도 영광군 백수읍
365,인범농장,한우,한우,전라남도 영광군 군남면
366,신동농장,한우,한우,전라남도 영광군 염산면
367,태경농장,한우,한우,전라남도 영광군 법성면
368,박산농장,한우,한우,전라남도 영광군 불갑면
369,오동축산,한우,한우,전라남도 영광군 염산면
370,봉덕농장,한우,한우,전라남도 영광군 염산면
371,해숙농장,한우,한우,전라남도 영광군 불갑면
372,영희농장,한우,한우,전라남도 영광군 홍농읍
373,토송농장,한우,한우,전라남도 영광군 백수읍
374,묘동농장,한우,한우,전라남도 영광군 백수읍
375,에덴축산,한우,한우,전라남도 영광군 염산면
376,모악축사,한우,한우,전라남도 영광군 불갑면
377,우리농장,한우,한우,전라남도 영광군 불갑면
378,내방농장,한우,한우,전라남도 영광군 군서면
379,효동축사,한우,한우,전라남도 영광군 백수읍
380,홍곡농장,한우,한우,전라남도 영광군 백수읍
381,월곡농장,한우,한우,전라남도 영광군 영광읍
382,진균축산,한우,한우,전라남도 영광군 백수읍
383,지암축산,한우,한우,전라남도 영광군 백수읍
384,기수농장,한우,한우,전라남도 영광군 군서면
385,보나농장,한우,한우,전라남도 영광군 군서면
386,보라리농장,한우,한우,전라남도 영광군 군서면
387,치성농장,한우,한우,전라남도 영광군 염산면
388,형제농장,한우,한우,전라남도 영광군 염산면
389,태양농원,한우,한우,전라남도 영광군 법성면
390,서낙홍농장,한우,한우,전라남도 영광군 영광읍
391,와룡축산,한우,한우,전라남도 영광군 영광읍
392,월평농장,한우,한우,전라남도 영광군 영광읍
393,정훈농장,한우,한우,전라남도 영광군 백수읍
394,영숙농장,한우,한우,전라남도 영광군 대마면
395,김재찬농장,한우,한우,전라남도 영광군 불갑면
396,대성농장,한우,한우,전라남도 영광군 불갑면
397,유영태농장,한우,한우,전라남도 영광군 불갑면
398,오교농장,한우,한우,전라남도 영광군 염산면
399,남개동농장,한우,한우,전라남도 영광군 법성면
400,문휘경농장,한우,한우,전라남도 영광군 법성면
401,신덕농장,한우,한우,전라남도 영광군 법성면
402,창우축산,한우,한우,전라남도 영광군 염산면
403,가음축산,한우,한우,전라남도 영광군 염산면
404,와룡축산,한우,한우,전라남도 영광군 영광읍
405,영화목장,한우,한우,전라남도 영광군 묘량면
406,홍순기농장,한우,한우,전라남도 영광군 군서면
407,대덕한우,산양,산양,전라남도 영광군 법성면
408,성하축산,한우,한우,전라남도 영광군 염산면
409,미례농장,한우,한우,전라남도 영광군 영광읍
410,신흥농장,한우,한우,전라남도 영광군 영광읍
411,한우리 그린농장,육계,육계,전라남도 영광군 군서면
412,대양농장,한우,한우,전라남도 영광군 군서면
413,큰북축산,한우,한우,전라남도 영광군 염산면
414,삼축농장,한우,한우,전라남도 영광군 염산면
415,와우농장,한우,한우,전라남도 영광군 묘량면
416,평화농장,한우,한우,전라남도 영광군 백수읍
417,신희농장,한우,한우,전라남도 영광군 백수읍
418,유일농산,육계,육계,전라남도 영광군 백수읍
419,도원목장,한우,종계/산란계,전라남도 영광군 법성면
420,송림축산,한우,한우,전라남도 영광군 영광읍
421,강원순농장,한우,한우,전라남도 영광군 염산면
422,영광베드로농장,육계,육계,전라남도 영광군 홍농읍
423,순남축산,육계,육계,전라남도 영광군 군서면
424,오하농장,한우,한우,전라남도 영광군 영광읍
425,인건농장,한우,한우,전라남도 영광군 영광읍
426,지수농장,한우,한우,전라남도 영광군 염산면
427,푸른농장,한우,한우,전라남도 영광군 영광읍
428,토성농장,한우,한우,전라남도 영광군 백수읍
429,송촌축산,한우,한우,전라남도 영광군 군서면
430,박현농장,한우,한우,전라남도 영광군 묘량면
431,상철농장,한우,한우,전라남도 영광군 영광읍
432,두리농장,한우,한우,전라남도 영광군 불갑면
433,윤환농장,한우,한우,전라남도 영광군 홍농읍
434,정성농장,한우,한우,전라남도 영광군 군남면
435,양지목장,한우,한우,전라남도 영광군 군남면
436,자유농장,한우,한우,전라남도 영광군 영광읍
437,천마목장,한우,한우,전라남도 영광군 백수읍
438,만섭농장,한우,한우,전라남도 영광군 영광읍
439,삼소농장,한우,한우,전라남도 영광군 묘량면
440,영욱농장,한우,한우,전라남도 영광군 군남면
441,용복농장,한우,한우,전라남도 영광군 영광읍
442,용래농장,한우,한우,전라남도 영광군 법성면
443,신성농장,한우,한우,전라남도 영광군 백수읍
444,창열축산,한우,한우,전라남도 영광군 염산면
445,희망농축산,한우,한우,전라남도 영광군 묘량면
446,근수농장,한우,한우,전라남도 영광군 홍농읍
447,지호농장,한우,한우,전라남도 영광군 백수읍
448,월계농장,육계,육계,전라남도 영광군 법성면
449,은하수농장,한우,한우,전라남도 영광군 군서면
450,해오름 제2농장,한우,한우,전라남도 영광군 군남면
451,축동농장,한우,한우,전라남도 영광군 백수읍
452,영례농장,한우,한우,전라남도 영광군 백수읍
453,현성농장,한우,한우,전라남도 영광군 불갑면
454,한우사랑농장,한우,한우,전라남도 영광군 영광읍
455,은혜축산,한우,한우,전라남도 영광군 영광읍
456,신우축산,한우,한우,전라남도 영광군 영광읍
457,다움농장,한우,한우,전라남도 영광군 홍농읍
458,천마농장,오리,오리,전라남도 영광군 백수읍
459,김공임농장,한우,한우,전라남도 영광군 염산면
460,광현농장,한우,한우,전라남도 영광군 백수읍
461,청정한우,한우,한우,전라남도 영광군 법성면
462,박문기농장,한우,한우,전라남도 영광군 염산면
463,정동농장,한우,한우,전라남도 영광군 군남면
464,김주박농장,한우,한우,전라남도 영광군 영광읍
465,김덕수농장,한우,한우,전라남도 영광군 법성면
466,서삼주농장,한우,한우,전라남도 영광군 군서면
467,공룡목장,한우,한우,전라남도 영광군 백수읍
468,지암농장,한우,한우,전라남도 영광군 백수읍
469,영광농장,육계,육계,전라남도 영광군 영광읍
470,행복농장,한우,한우,전라남도 영광군 불갑면
471,황주농장,한우,한우,전라남도 영광군 백수읍
472,정경호농장,한우,한우,전라남도 영광군 군서면
473,이창환농장,한우,한우,전라남도 영광군 묘량면
474,월곡축산,한우,한우,전라남도 영광군 영광읍
475,이용풍농장,한우,한우,전라남도 영광군 대마면
476,양평농장,육계,육계,전라남도 영광군 영광읍
477,보원농장,육계,육계,전라남도 영광군 군서면
478,정상화농장,한우,한우,전라남도 영광군 영광읍
479,원주농장,한우,한우,전라남도 영광군 홍농읍
480,정천철농장,한우,한우,전라남도 영광군 염산면
481,근철농장,한우,한우,전라남도 영광군 홍농읍
482,광원농장,한우,한우,전라남도 영광군 묘량면
483,신계농장,한우,한우,전라남도 영광군 법성면
484,윤례농장,한우,한우,전라남도 영광군 홍농읍
485,여의주농장,한우,한우,전라남도 영광군 법성면
486,오종식농장,한우,한우,전라남도 영광군 백수읍
487,축동농장,한우,한우,전라남도 영광군 염산면
488,뜰위에농장,한우,한우,전라남도 영광군 군서면
489,이철우농장,한우,한우,전라남도 영광군 군남면
490,장수농장,한우,한우,전라남도 영광군 대마면
491,녹사리한우농장,한우,한우,전라남도 영광군 영광읍
492,이재숙농장,한우,한우,전라남도 영광군 군서면
493,불갑산체험농장,산양,산양,전라남도 영광군 불갑면
494,아름농장,육계,육계,전라남도 영광군 백수읍
495,청암농장,한우,한우,전라남도 영광군 묘량면
496,이석옥농장,한우,한우,전라남도 영광군 대마면
497,기원농장,한우,한우,전라남도 영광군 영광읍
498,이정호농장,한우,한우,전라남도 영광군 백수읍
499,해덕농장,오리,오리,전라남도 영광군 군남면
500,김만식농장,한우,한우,전라남도 영광군 군서면
501,군서축산,한우,한우,전라남도 영광군 군서면
502,범진농장,육계,육계,전라남도 영광군 영광읍
503,은경축산,한우,한우,전라남도 영광군 염산면
504,이국섭농장,한우,한우,전라남도 영광군 염산면
505,가나안목장,한우,한우,전라남도 영광군 불갑면
506,송학농장,한우,한우,전라남도 영광군 군서면
507,서동영농장,한우,한우,전라남도 영광군 군남면
508,홍순규농장,한우,한우,전라남도 영광군 군남면
509,소율농장,한우,한우,전라남도 영광군 백수읍
510,삼당농장,한우,한우,전라남도 영광군 법성면
511,클래식한우,한우,한우,전라남도 영광군 묘량면
512,현도목장,젖소,젖소,전라남도 영광군 영광읍
513,한길농장,한우,한우,전라남도 영광군 법성면
514,율곡농장,한우,한우,전라남도 영광군 군남면
515,삼호농장,한우,한우,전라남도 영광군 영광읍
516,강이원농장,한우,한우,전라남도 영광군 불갑면
517,유동명농장,한우,한우,전라남도 영광군 백수읍
518,광대월농장,육계,육계,전라남도 영광군 군남면
519,전재현농장,한우,한우,전라남도 영광군 백수읍
520,대성농장,한우,한우,전라남도 영광군 대마면
521,와룡축산,한우,한우,전라남도 영광군 영광읍
522,수진농장,한우,한우,전라남도 영광군 군서면
523,백동목장(2),젖소,젖소,전라남도 영광군 영광읍
524,박래옥농장,한우,한우,전라남도 영광군 홍농읍
525,선우농장,한우,한우,전라남도 영광군 군서면
526,김길환농장,한우,한우,전라남도 영광군 백수읍
527,문선명농장,한우,한우,전라남도 영광군 백수읍
528,정길남농장,한우,한우,전라남도 영광군 묘량면
529,이승언농장,한우,한우,전라남도 영광군 묘량면
530,지춘희농장,한우,한우,전라남도 영광군 군서면
531,조태형농장,한우,한우,전라남도 영광군 백수읍
532,박완기농장,한우,한우,전라남도 영광군 법성면
533,상호농장,한우,한우,전라남도 영광군 영광읍
534,강순례농장,한우,한우,전라남도 영광군 백수읍
535,만규농장,한우,한우,전라남도 영광군 백수읍
536,천마리농장,한우,한우,전라남도 영광군 백수읍
537,강귀선농장,한우,한우,전라남도 영광군 염산면
538,일신농장,한우,한우,전라남도 영광군 불갑면
539,봉암농장,한우,한우,
540,민숙농장,한우,한우,전라남도 영광군 대마면
541,홍연농장,한우,한우,전라남도 영광군 백수읍
542,신흥농장,한우,한우,전라남도 영광군 영광읍
543,삼우축사,한우,한우,전라남도 영광군 염산면
544,설매농장,한우,한우,전라남도 영광군 군남면
545,평지농장,한우,한우,전라남도 영광군 백수읍
546,문권영농장,한우,한우,전라남도 영광군 군남면
547,도원목장,한우,"한우, 육우",전라남도 영광군 법성면
548,가온농장,한우,한우,전라남도 영광군 군남면
549,월산농장,한우,한우,전라남도 영광군 대마면
550,우진축산,한우,한우,전라남도 영광군 법성면
551,도동농장,한우,한우,전라남도 영광군 영광읍
552,금계농장,한우,한우,전라남도 영광군 불갑면
553,갈마농장,한우,한우,전라남도 영광군 군남면
554,철수농장,한우,한우,전라남도 영광군 영광읍
555,이레농장,육계,육계,전라남도 영광군 군서면
556,승호농장,한우,한우,전라남도 영광군 영광읍
557,원당목장,한우,한우,전라남도 영광군 대마면
558,사계절농장,한우,한우,전라남도 영광군 군남면
559,우리농장,한우,한우,전라남도 영광군 염산면
560,이봉은농장,한우,한우,전라남도 영광군 묘량면
561,나경석농장,한우,한우,전라남도 영광군 묘량면
562,강보농장,한우,한우,전라남도 영광군 대마면
563,덕림농장,한우,한우,전라남도 영광군 홍농읍
564,구재홍농장,한우,한우,전라남도 영광군 불갑면
565,김기동농장,한우,한우,전라남도 영광군 불갑면
566,성우농장,한우,한우,전라남도 영광군 불갑면
567,종면농장,한우,한우,전라남도 영광군 불갑면
568,운암농장,한우,한우,전라남도 영광군 불갑면
569,정범열농장,한우,,전라남도 영광군 불갑면
570,박은영농장,한우,한우,전라남도 영광군 불갑면
571,불갑산흑염소,산양,산양,전라남도 영광군 불갑면
572,안숙농장,한우,한우,전라남도 영광군 묘량면
573,양재철농장,한우,한우,전라남도 영광군 백수읍
574,노건농장,한우,한우,전라남도 영광군 백수읍
575,슬우농장,한우,한우,
576,송림농장,육계,육계,전라남도 영광군 영광읍
577,흥부축산,한우,한우,전라남도 영광군 법성면
578,영광밤골흑염소농장,염소,산양,전라남도 영광군 묘량면
579,연성리농장,한우,한우,
580,상하반석목장,젖소,젖소,전라남도 영광군 불갑면
581,묘동농장,한우,한우,전라남도 영광군 백수읍
582,인수농장,한우,,전라남도 영광군 백수읍
583,백동농장,한우,한우,전라남도 영광군 군서면
584,화섭농장,한우,한우,전라남도 영광군 법성면
585,에스비팜 영광,돼지,돼지,전라남도 영광군 백수읍
586,영관농장,한우,한우,전라남도 영광군 홍농읍
587,태평농장,한우,한우,전라남도 영광군 영광읍
588,신흥동농장,한우,한우,전라남도 영광군 법성면
589,하성농장,한우,한우,전라남도 영광군 법성면
590,용길농장,한우,한우,전라남도 영광군 법성면
591,덕기농장,한우,한우,전라남도 영광군 법성면
592,주동식농장,한우,한우,전라남도 영광군 법성면
593,권원농장,한우,한우,전라남도 영광군 홍농읍
594,석종농장,한우,한우,전라남도 영광군 홍농읍
595,선인축산,한우,한우,전라남도 영광군 홍농읍
596,연우농장,한우,한우,전라남도 영광군 홍농읍
597,와전축사,한우,한우,전라남도 영광군 영광읍
598,용암축산,한우,한우,전라남도 영광군 영광읍
599,연성축산,한우,한우,전라남도 영광군 영광읍
600,미선농장,한우,한우,전라남도 영광군 영광읍
601,서광농장,한우,한우,전라남도 영광군 영광읍
602,남일축산,한우,한우,전라남도 영광군 군남면
603,장수농장,한우,한우,전라남도 영광군 염산면
604,석진관축산,한우,한우,전라남도 영광군 염산면
605,대경농장,한우,한우,전라남도 영광군 홍농읍
606,둥지농장,한우,한우,전라남도 영광군 영광읍
607,장문수농장,한우,한우,전라남도 영광군 군서면
608,은성농장,한우,한우,전라남도 영광군 군서면
609,삼포농장,한우,한우,전라남도 영광군 묘량면
610,부자농장,한우,한우,전라남도 영광군 불갑면
611,경희농장,한우,한우,전라남도 영광군 불갑면
612,순례농장,한우,,전라남도 영광군 불갑면
613,연봉농장,한우,한우,전라남도 영광군 불갑면
614,정균농장,한우,한우,전라남도 영광군 불갑면
615,득성농장,한우,한우,전라남도 영광군 불갑면
616,원주농장,한우,한우,전라남도 영광군 대마면
617,화평농장,한우,한우,전라남도 영광군 대마면
618,덕흥농장,한우,한우,전라남도 영광군 묘량면
619,권호농장,한우,한우,전라남도 영광군 묘량면
620,일남농장,한우,한우,전라남도 영광군 염산면
621,복실농장,한우,한우,전라남도 영광군 염산면
622,철주농장,한우,한우,전라남도 영광군 영광읍
623,한문수농장,한우,한우,전라남도 영광군 영광읍
624,도장농장,한우,한우,전라남도 영광군 군남면
625,다리목농장,한우,한우,전라남도 영광군 군남면
626,길금농장,한우,한우,전라남도 영광군 군남면
627,재숙농장,한우,한우,전라남도 영광군 염산면
628,종식축산,한우,한우,전라남도 영광군 염산면
629,재규농장,한우,한우,전라남도 영광군 군남면
630,영온농장,한우,한우,전라남도 영광군 염산면
631,상오축사,한우,한우,전라남도 영광군 염산면
632,정민농장,한우,한우,전라남도 영광군 불갑면
633,보은농장,한우,한우,전라남도 영광군 백수읍
634,정옥농장,한우,한우,전라남도 영광군 백수읍
635,성훈농장,한우,한우,전라남도 영광군 백수읍
636,미영농장,한우,한우,전라남도 영광군 백수읍
637,곽후득농장,한우,한우,전라남도 영광군 백수읍
638,논산농장,한우,한우,전라남도 영광군 백수읍
639,양성농장,한우,한우,전라남도 영광군 백수읍
640,선영농장,한우,한우,전라남도 영광군 백수읍
641,보람농장,한우,한우,전라남도 영광군 백수읍
642,성규농장,한우,한우,전라남도 영광군 백수읍
643,영길농장,한우,한우,전라남도 영광군 백수읍
644,권종농장,한우,한우,전라남도 영광군 군서면
645,신양농장,한우,한우,전라남도 영광군 군서면
646,덕섭농장,한우,한우,전라남도 영광군 군서면
647,종산축사,한우,한우,
648,남진농장,한우,한우,
649,형철농장,한우,한우,전라남도 영광군 묘량면
650,달순이농장,한우,한우,전라남도 영광군 묘량면
651,상중농장,한우,한우,전라남도 영광군 법성면
652,성안농장,한우,한우,전라남도 영광군 홍농읍
653,경태농장,한우,한우,전라남도 영광군 홍농읍
654,경원농장,한우,한우,전라남도 영광군 백수읍
655,덕흥축산,한우,한우,전라남도 영광군 법성면
656,명호축산,한우,한우,전라남도 영광군 백수읍
657,초원농장,한우,한우,전라남도 영광군 백수읍
658,한성축산,한우,한우,전라남도 영광군 백수읍
659,수호축사,한우,한우,전라남도 영광군 묘량면
660,자유란,종계/산란계,종계/산란계,전라남도 영광군 묘량면
661,봉덕축사,한우,한우,전라남도 영광군 염산면
662,용성농장,한우,한우,전라남도 영광군 법성면
663,은숙농장,한우,한우,전라남도 영광군 홍농읍
664,한길농장,한우,한우,전라남도 영광군 영광읍
665,신상농장,한우,한우,전라남도 영광군 백수읍
666,대성농장,한우,한우,전라남도 영광군 염산면
667,수중농장,한우,한우,전라남도 영광군 백수읍
668,양지농장(1),한우,한우,전라남도 영광군 군서면
669,정자농장,한우,한우,전라남도 영광군 불갑면
670,죽동농장,한우,한우,전라남도 영광군 대마면
671,우연농장,한우,한우,전라남도 영광군 군서면
672,창국농장,한우,한우,전라남도 영광군 군남면
673,부농농장,한우,한우,
674,연환농장,한우,한우,
675,삼실농장,한우,한우,
676,석기농장,한우,한우,전라남도 영광군 백수읍
677,진학농장,종계/산란계,종계/산란계,전라남도 영광군 군남면
678,기봉농장,한우,한우,전라남도 영광군 대마면
679,동헌농장,한우,한우,전라남도 영광군 대마면
680,행복농장,한우,,전라남도 영광군 묘량면
681,아양농장,한우,한우,전라남도 영광군 군남면
682,운곡농장,한우,한우,전라남도 영광군 염산면
683,축복농장,산양,산양,전라남도 영광군 군남면
