가축종,지번주소,도로명주소,사육두수,축산면적,데이터기준일자
한우,경상남도 남해군 남면 당항리 1929번지  ,경상남도 남해군 남면 두양로270번길 61,30 ,673 ,2022-11-07
한우,경상남도 남해군 남면 상가리 133번지  ,경상남도 남해군 남면 고실로42번길 37,2 ,40 ,2022-11-07
한우,경상남도 남해군 남면 선구리 553번지 2호  ,,7 ,90 ,2022-11-07
한우,경상남도 남해군 남면 선구리 547번지 7호  ,경상남도 남해군 남면 남면로1017번길 15,6 ,45 ,2022-11-07
한우,경상남도 남해군 남면 평산리 1212번지  ,경상남도 남해군 남면 남면로1577번길 15,4 ,28 ,2022-11-07
한우,경상남도 남해군 남면 평산리 2043번지  ,경상남도 남해군 남면 남면로1593번길 24-50,14 ,60 ,2022-11-07
한우,경상남도 남해군 남면 당항리 867번지 2호  ,경상남도 남해군 남면 두양로 152-24,13 ,300 ,2022-11-07
한우,경상남도 남해군 남면 당항리 853번지  ,경상남도 남해군 남면 두양로150번길 3,13 ,80 ,2022-11-07
한우,경상남도 남해군 남면 당항리 1860번지  ,경상남도 남해군 남면 두양로270번길 53-36,36 ,512 ,2022-11-07
한우,경상남도 남해군 남면 당항리 2037번지 3호  ,경상남도 남해군 남면 두양로 276-15,14 ,226 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 1579번지  ,,12 ,250 ,2022-11-07
한우,경상남도 남해군 남해읍 아산리 112번지 1호  ,경상남도 남해군 남해읍 오동로 22-23,11 ,224 ,2022-11-07
한우,경상남도 남해군 남면 평산리 2339번지  ,,19 ,312 ,2022-11-07
한우,경상남도 남해군 남면 평산리 1363번지 2호  ,경상남도 남해군 남면 남면로 1613-5,23 ,240 ,2022-11-07
한우,경상남도 남해군 고현면 도마리 1891번지 4호 A동 ,경상남도 남해군 고현면 남해대로 3264-67 (A동),16 ,32 ,2022-11-07
한우,경상남도 남해군 고현면 도마리 1686번지 1호  ,경상남도 남해군 고현면 질개로177번길 11,2 ,128 ,2022-11-07
한우,경상남도 남해군 설천면 남양리 601번지 1호  ,경상남도 남해군 설천면 창남로 264,36 ,414 ,2022-11-07
한우,경상남도 남해군 설천면 남양리 699번지  ,경상남도 남해군 설천면 창남로284번길 37-11,18 ,452 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 547번지  ,,7 ,70 ,2022-11-07
한우,경상남도 남해군 설천면 금음리 1383번지  ,경상남도 남해군 설천면 설천로617번길 40-6,11 ,128 ,2022-11-07
한우,경상남도 남해군 서면 대정리 1458번지 2호  ,경상남도 남해군 서면 스포츠로475번길 66,11 ,96 ,2022-11-07
한우,경상남도 남해군 남면 석교리 742번지 1호  ,경상남도 남해군 남면 남면로 88,6 ,48 ,2022-11-07
한우,경상남도 남해군 남면 당항리 1409번지 3호  ,경상남도 남해군 남면 남서대로748번길 19-4,12 ,96 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 1314번지  ,,7 ,37 ,2022-11-07
한우,경상남도 남해군 삼동면 동천리 820번지 2호  ,경상남도 남해군 삼동면 동부대로 1199,4 ,25 ,2022-11-07
한우,경상남도 남해군 삼동면 금송리 962번지  ,경상남도 남해군 삼동면 금송로 211,11 ,299 ,2022-11-07
한우,경상남도 남해군 창선면 부윤리 99번지 1호  ,,10 ,64 ,2022-11-07
한우,경상남도 남해군 창선면 동대리 703번지 2호  ,경상남도 남해군 창선면 한재로 38-63,9 ,46 ,2022-11-07
한우,경상남도 남해군 서면 대정리 1344번지  ,경상남도 남해군 서면 스포츠로475번길 48-27,15 ,240 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 640번지 11호  ,경상남도 남해군 고현면 남치로 205,7 ,154 ,2022-11-07
염소,경상남도 남해군 설천면 문의리 643번지  ,,5 ,15 ,2022-11-07
한우,경상남도 남해군 고현면 갈화리 377번지 3호  ,경상남도 남해군 고현면 남서대로3068번길 31,4 ,30 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 225번지  ,경상남도 남해군 고현면 남해대로3100번길 44-7,17 ,328 ,2022-11-07
한우,경상남도 남해군 남해읍 입현리 15번지 2호  ,경상남도 남해군 남해읍 강진만로 170-1,7 ,49 ,2022-11-07
한우,경상남도 남해군 설천면 금음리 1387번지  ,경상남도 남해군 설천면 설천로617번길 40-3,19 ,192 ,2022-11-07
한우,경상남도 남해군 설천면 금음리 1386번지  ,,8 ,98 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 1085번지 2호  ,,17 ,182 ,2022-11-07
한우,경상남도 남해군 창선면 진동리 793번지  ,경상남도 남해군 창선면 흥선로 1264-3,7 ,96 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 1637번지  ,경상남도 남해군 이동면 남해대로2513번길 86,15 ,147 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 529번지  ,경상남도 남해군 이동면 남해대로2385번길 22-83,60 ,513 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 556번지 외 1필지 ,경상남도 남해군 이동면 남해대로2385번길 22-106 (외 1필지),15 ,469 ,2022-11-07
한우,경상남도 남해군 이동면 난음리 119번지  ,경상남도 남해군 이동면 난음로 240-11,5 ,64 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 114번지 006통 001반  ,경상남도 남해군 고현면 남치로159번길 33-4,2 ,36 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 795번지 2호  ,경상남도 남해군 남해읍 평현로173번길 15-57,11 ,756 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 1074번지  ,경상남도 남해군 남면 남서대로1268번길 34-2,5 ,40 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 79번지 2호  ,경상남도 남해군 고현면 남치로159번길 62,14 ,100 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 81번지  ,경상남도 남해군 고현면 남해대로 3108-117,12 ,120 ,2022-11-07
한우,경상남도 남해군 고현면 포상리 1021번지  ,경상남도 남해군 고현면 삼봉로269번길 42-4,17 ,330 ,2022-11-07
한우,경상남도 남해군 이동면 난음리 1148번지  ,경상남도 남해군 이동면 난음로188번길 21-9,5 ,80 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 1543번지 1호  ,경상남도 남해군 설천면 남해대로 3973-30,6 ,95 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 1704번지 6호  ,경상남도 남해군 설천면 남해대로4033번길 52-93,5 ,160 ,2022-11-07
한우,경상남도 남해군 남면 석교리 1463번지  ,경상남도 남해군 남면 남면로 142-115,36 ,901 ,2022-11-07
한우,경상남도 남해군 남면 당항리 309번지  ,경상남도 남해군 남면 두양로52번길 9-34,25 ,336 ,2022-11-07
한우,경상남도 남해군 서면 정포리 597번지 외 1필지 ,,12 ,85 ,2022-11-07
"한우, 염소",경상남도 남해군 남면 석교리 472번지  ,경상남도 남해군 남면 남면로 194-6,11 ,128 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 111번지  ,경상남도 남해군 설천면 설천로712번길 30-3,5 ,1061 ,2022-11-07
한우,경상남도 남해군 설천면 남양리 661번지  ,경상남도 남해군 설천면 창남로284번길 37-7,20 ,216 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 1259번지  ,,4 ,144 ,2022-11-07
한우,경상남도 남해군 남면 상가리 93번지  ,경상남도 남해군 남면 고실로42번길 44,5 ,85 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 17번지  ,경상남도 남해군 설천면 강진로476번길 83,45 ,384 ,2022-11-07
한우,경상남도 남해군 남해읍 평현리 1828번지  ,경상남도 남해군 남해읍 스포츠로287번길 81-41,71 ,1212 ,2022-11-07
한우,경상남도 남해군 고현면 대곡리 991번지 2호 외 1필지 ,경상남도 남해군 고현면 화방로211번길 36 (외 1필지),50 ,384 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 70번지 1호  ,경상남도 남해군 고현면 남해대로 3108-85,26 ,392 ,2022-11-07
한우,경상남도 남해군 창선면 지족리 396번지  ,경상남도 남해군 창선면 서부로48번길 3-12,2 ,20 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 614번지 2호  ,경상남도 남해군 설천면 설천로712번길 45,8 ,160 ,2022-11-07
한우,경상남도 남해군 설천면 남양리 15번지 2호  ,경상남도 남해군 설천면 설천로712번길 30-6,21 ,98 ,2022-11-07
한우,경상남도 남해군 창선면 광천리 217번지 1호  ,경상남도 남해군 창선면 서부로 326-30,13 ,208 ,2022-11-07
한우,경상남도 남해군 이동면 무림리 193번지  ,경상남도 남해군 이동면 남해대로1970번길 81-17,9 ,80 ,2022-11-07
한우,경상남도 남해군 창선면 동대리 889번지  ,,9 ,256 ,2022-11-07
한우,경상남도 남해군 남면 석교리 1092번지  ,경상남도 남해군 남면 남서대로 684-7,31 ,840 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 549번지 4호 외1필지,경상남도 남해군 이동면 남해대로2385번길 22-182,31 ,1035 ,2022-11-07
한우,경상남도 남해군 남면 임포리 569번지  ,경상남도 남해군 남면 무지개로 355-13,15 ,330 ,2022-11-07
한우,경상남도 남해군 남해읍 차산리 312번지  ,,1 ,16 ,2022-11-07
한우,경상남도 남해군 창선면 동대리 767번지  ,,3 ,160 ,2022-11-07
한우,경상남도 남해군 이동면 화계리 223번지 7통 1반  ,경상남도 남해군 이동면 남서대로197번길 35-5,6 ,84 ,2022-11-07
한우,경상남도 남해군 설천면 문항리 781번지 외 1필지 ,경상남도 남해군 설천면 강진로70번길 82-8 (외 1필지),10 ,352 ,2022-11-07
한우,경상남도 남해군 고현면 갈화리 985번지  ,경상남도 남해군 고현면 남서대로 2956-106,6 ,192 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 13번지  ,,41 ,390 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 454번지 11호  ,경상남도 남해군 삼동면 봉화로192번길 5,7 ,32 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 549번지 2호  ,경상남도 남해군 남면 남서대로795번길 55-5,11 ,200 ,2022-11-07
한우,경상남도 남해군 창선면 진동리 425번지  ,경상남도 남해군 창선면 흥선로 1336-21,14 ,384 ,2022-11-07
한우,경상남도 남해군 서면 남상리 1305번지 1호  ,,186 ,3458 ,2022-11-07
산양,경상남도 남해군 이동면 난음리 294번지 19호  ,경상남도 남해군 이동면 난음로219번길 28-39,3 ,736 ,2022-11-07
한우,경상남도 남해군 창선면 당저리 75번지 4호  ,경상남도 남해군 창선면 창선로 43-7,2 ,92 ,2022-11-07
,경상남도 남해군 서면 작장리 693번지 1호  ,경상남도 남해군 서면 남서대로 1982,0 ,564 ,2022-11-07
한우,경상남도 남해군 서면 중현리 866번지  ,,31 ,492 ,2022-11-07
한우,경상남도 남해군 서면 서상리 578번지 1호  ,경상남도 남해군 서면 남서대로1668번길 37,12 ,153 ,2022-11-07
한우,경상남도 남해군 이동면 용소리 1286번지 1호  ,경상남도 남해군 이동면 남서대로 417-5,44 ,266 ,2022-11-07
한우,경상남도 남해군 이동면 초음리 682번지  ,경상남도 남해군 이동면 강진만로 294,30 ,399 ,2022-11-07
한우,경상남도 남해군 서면 노구리 127번지  ,경상남도 남해군 서면 남서대로2408번길 49-145,81 ,992 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 140번지 1호  ,경상남도 남해군 삼동면 봉화로311번길 7,3 ,27 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 454번지  ,경상남도 남해군 남면 남서대로 833-10,17 ,216 ,2022-11-07
젖소,경상남도 남해군 남해읍 평현리 2232번지  ,경상남도 남해군 남해읍 스포츠로287번길 39-27,70 ,1288 ,2022-11-07
한우,경상남도 남해군 남면 죽전리 444번지  ,경상남도 남해군 남면 남서대로 833-13,30 ,336 ,2022-11-07
한우,경상남도 남해군 상주면 상주리 810번지  ,경상남도 남해군 상주면 남해대로688번길 87,14 ,139 ,2022-11-07
산양,경상남도 남해군 상주면 상주리 692번지 1호  ,경상남도 남해군 상주면 남해대로678번길 18-30,120 ,238 ,2022-11-07
산양,경상남도 남해군 상주면 상주리 683번지  ,,80 ,160 ,2022-11-07
산양,경상남도 남해군 상주면 상주리 1744번지 17호  ,경상남도 남해군 상주면 양아로 77-24,40 ,122 ,2022-11-07
한우,경상남도 남해군 창선면 가인리 336번지  ,,10 ,203 ,2022-11-07
한우,경상남도 남해군 남면 상가리 659번지 2호  ,경상남도 남해군 남면 남서대로 1051,7 ,128 ,2022-11-07
한우,경상남도 남해군 고현면 남치리 361번지  ,경상남도 남해군 고현면 남치로159번길 16-42,45 ,500 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 582번지 1호  ,경상남도 남해군 삼동면 봉화로202번길 72,24 ,144 ,2022-11-07
한우,경상남도 남해군 서면 대정리 418번지  ,경상남도 남해군 서면 고실로386번길 7-4,11 ,288 ,2022-11-07
한우,경상남도 남해군 남해읍 아산리 852번지 1호  ,경상남도 남해군 남해읍 망운로79번길 35,4 ,13 ,2022-11-07
한우,경상남도 남해군 서면 작장리 1366번지  ,,55 ,1557 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 575번지 1호 3통 1반  ,경상남도 남해군 이동면 석평로 120-13,2 ,13 ,2022-11-07
산양,경상남도 남해군 삼동면 동천리 산 105번지 1호  ,,8 ,120 ,2022-11-07
한우,경상남도 남해군 서면 정포리 1062번지 6호  ,경상남도 남해군 서면 남서대로2733번길 70-1,1 ,64 ,2022-11-07
한우,경상남도 남해군 서면 정포리 899번지  ,경상남도 남해군 서면 남서대로 2828-17,23 ,496 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 459번지 6호  ,경상남도 남해군 삼동면 봉화로 201-4,10 ,84 ,2022-11-07
한우,경상남도 남해군 이동면 난음리 201번지 2호  ,경상남도 남해군 이동면 난음로 258,29 ,364 ,2022-11-07
한우,"경상남도 남해군 이동면 난음리 521번지 521,523번지 ",,146 ,1696 ,2022-11-07
한우,경상남도 남해군 서면 작장리 304번지  ,경상남도 남해군 서면 남서대로 1852,29 ,304 ,2022-11-07
한우,경상남도 남해군 이동면 다정리 403번지  ,경상남도 남해군 이동면 남해대로2385번길 22-58,50 ,568 ,2022-11-07
한우,경상남도 남해군 고현면 오곡리 1550번지 1호  ,경상남도 남해군 고현면 삼봉로73번길 13,12 ,98 ,2022-11-07
한우,경상남도 남해군 남면 상가리 840번지 1호  ,경상남도 남해군 남면 남서대로 1108-44,10 ,30 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 2225번지  ,,82 ,1248 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 759번지  ,경상남도 남해군 설천면 창남로72번길 49,23 ,224 ,2022-11-07
한우,경상남도 남해군 창선면 부윤리 215번지 1호  ,경상남도 남해군 창선면 흥선로 102-139,0 ,730 ,2022-11-07
"한우, 산양",경상남도 남해군 삼동면 영지리 2707번지 4호  ,경상남도 남해군 삼동면 삼이로442번나길 54,21 ,156 ,2022-11-07
한우,경상남도 남해군 서면 대정리 506번지  ,경상남도 남해군 서면 스포츠로 361-35,18 ,300 ,2022-11-07
한우,경상남도 남해군 서면 서상리 1439번지  ,경상남도 남해군 서면 남서대로1668번길 51-5,18 ,240 ,2022-11-07
한우,경상남도 남해군 서면 서상리 1572번지  ,,15 ,160 ,2022-11-07
한우,경상남도 남해군 고현면 이어리 527번지  ,경상남도 남해군 고현면 남해대로 3108-18,20 ,123 ,2022-11-07
한우,경상남도 남해군 창선면 부윤리 320번지  ,경상남도 남해군 창선면 흥선로 1930-54,95 ,1437 ,2022-11-07
염소,경상남도 남해군 상주면 상주리 794번지 3호  ,경상남도 남해군 상주면 남해대로742번길 120,60 ,188 ,2022-11-07
한우,경상남도 남해군 창선면 부윤리 230번지  ,경상남도 남해군 창선면 흥선로 102-113,8 ,108 ,2022-11-07
한우,경상남도 남해군 창선면 부윤리 91번지 1호  ,경상남도 남해군 창선면 흥선로 1858-46,32 ,320 ,2022-11-07
한우,경상남도 남해군 남면 당항리 1088번지 1호  ,경상남도 남해군 남면 두양로256번길 50,8 ,147 ,2022-11-07
한우,경상남도 남해군 남면 덕월리 433번지 1호  ,경상남도 남해군 남면 남서대로 1207-23,7 ,256 ,2022-11-07
한우,경상남도 남해군 서면 남상리 193번지 3호  ,경상남도 남해군 서면 남서대로 2156-27,34 ,455 ,2022-11-07
한우,경상남도 남해군 설천면 비란리 696번지  ,경상남도 남해군 설천면 고설로229번길 3-1,2 ,17 ,2022-11-07
산양,경상남도 남해군 상주면 상주리 814번지  ,,140 ,250 ,2022-11-07
한우,경상남도 남해군 남해읍 차산리 84번지  ,경상남도 남해군 남해읍 선소로76번길 54-1,17 ,97 ,2022-11-07
한우,경상남도 남해군 남해읍 차산리 74번지  ,,9 ,96 ,2022-11-07
한우,경상남도 남해군 이동면 석평리 332번지  ,경상남도 남해군 이동면 석평로95번길 25-17,16 ,112 ,2022-11-07
"한우, 산양",경상남도 남해군 이동면 석평리 665번지  ,경상남도 남해군 이동면 석평로58번길 4-142,14 ,89 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 2568번지  ,경상남도 남해군 삼동면 삼이로442번길 56-9,7 ,33 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 1417번지 1호  ,경상남도 남해군 삼동면 금암로 265-3,16 ,356 ,2022-11-07
한우,경상남도 남해군 서면 연죽리 787번지  ,경상남도 남해군 서면 스포츠로 388-16,4 ,512 ,2022-11-07
한우,경상남도 남해군 서면 연죽리 1155번지  ,경상남도 남해군 서면 연죽로 146,40 ,284 ,2022-11-07
산양,경상남도 남해군 창선면 동대리 533번지 2호  ,,2 ,12 ,2022-11-07
한우,경상남도 남해군 창선면 동대리 709번지 4호  ,경상남도 남해군 창선면 한재로 38-40,1 ,40 ,2022-11-07
한우,경상남도 남해군 창선면 당항리 477번지  ,경상남도 남해군 창선면 동부대로2696번길 53-1,9 ,80 ,2022-11-07
한우,경상남도 남해군 창선면 상신리 383번지 1호  ,경상남도 남해군 창선면 창선로 176,3 ,23 ,2022-11-07
한우,경상남도 남해군 창선면 오용리 1262번지  ,경상남도 남해군 창선면 흥선로199번길 21,5 ,65 ,2022-11-07
한우,경상남도 남해군 창선면 상신리 187번지  ,경상남도 남해군 창선면 창선로153번길 13-12,8 ,98 ,2022-11-07
한우,경상남도 남해군 창선면 가인리 94번지 3호  ,경상남도 남해군 창선면 흥선로790번길 90,13 ,170 ,2022-11-07
한우,경상남도 남해군 창선면 오용리 488번지 1호  ,경상남도 남해군 창선면 연곡로11번길 12-3,1 ,20 ,2022-11-07
한우,경상남도 남해군 창선면 진동리 635번지  ,경상남도 남해군 창선면 흥선로 1435,8 ,186 ,2022-11-07
한우,경상남도 남해군 서면 남상리 1010번지  ,경상남도 남해군 서면 남서대로2197번길 20-6,20 ,256 ,2022-11-07
한우,경상남도 남해군 설천면 진목리 956번지 3호  ,경상남도 남해군 설천면 설천로269번길 3,8 ,80 ,2022-11-07
,경상남도 남해군 설천면 금음리 1077번지  ,경상남도 남해군 설천면 설천로617번길 59,0 ,18 ,2022-11-07
한우,경상남도 남해군 설천면 금음리 773번지  ,경상남도 남해군 설천면 설천로696번길 24-56,2 ,10 ,2022-11-07
한우,경상남도 남해군 설천면 금음리 839번지 4호  ,경상남도 남해군 설천면 설천로646번길 29-20,1 ,18 ,2022-11-07
한우,경상남도 남해군 설천면 금음리 614번지 1호  ,경상남도 남해군 설천면 강진로 426-30,3 ,12 ,2022-11-07
산양,경상남도 남해군 설천면 남양리 104번지 2호  ,경상남도 남해군 설천면 설천로 737-25,10 ,10 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 1107번지 3호  ,경상남도 남해군 설천면 창남로72번길 9-4,1 ,10 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 1001번지  ,경상남도 남해군 설천면 창남로72번길 10,1 ,18 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 1572번지  ,경상남도 남해군 설천면 남해대로4033번길 52-65,2 ,10 ,2022-11-07
한우,경상남도 남해군 설천면 덕신리 1668번지  ,경상남도 남해군 설천면 남해대로4033번길 36,4 ,18 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 183번지 2호  ,경상남도 남해군 설천면 강진로488번길 18-1,1 ,20 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 185번지 1호  ,경상남도 남해군 설천면 강진로476번길 14-1,5 ,72 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 186번지 4호  ,경상남도 남해군 설천면 강진로476번길 1-4,15 ,98 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 542번지 8호  ,경상남도 남해군 설천면 설천로738번길 7-2,4 ,26 ,2022-11-07
산양,경상남도 남해군 설천면 문의리 687번지  ,경상남도 남해군 설천면 설천로 737-47,11 ,199 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 241번지 2호  ,경상남도 남해군 설천면 강진로 497,10 ,92 ,2022-11-07
한우,경상남도 남해군 설천면 문의리 221번지 1호  ,경상남도 남해군 설천면 강진로 489-8,2 ,45 ,2022-11-07
산양,경상남도 남해군 설천면 문항리 1199번지 1호  ,경상남도 남해군 설천면 강진로189번길 30,50 ,81 ,2022-11-07
한우,경상남도 남해군 설천면 문항리 925번지  ,경상남도 남해군 설천면 강진로 57,3 ,26 ,2022-11-07
"한우, 산양",경상남도 남해군 설천면 비란리 310번지  ,경상남도 남해군 설천면 고설로 293-25,10 ,50 ,2022-11-07
한우,경상남도 남해군 설천면 비란리 76번지 1호  ,경상남도 남해군 설천면 설천로148번길 7-64,10 ,95 ,2022-11-07
산양,경상남도 남해군 설천면 비란리 산 139번지 1호  ,경상남도 남해군 설천면 고설로229번길 5,40 ,100 ,2022-11-07
면양,경상남도 남해군 설천면 문의리 산 181번지 2호  ,경상남도 남해군 설천면 설천로775번길 256-17,58 ,120 ,2022-11-07
한우,경상남도 남해군 설천면 진목리 1040번지 1호  ,경상남도 남해군 설천면 설천로270번길 4,1 ,12 ,2022-11-07
한우,경상남도 남해군 설천면 진목리 347번지  ,경상남도 남해군 설천면 설천로364번길 40-25,2 ,16 ,2022-11-07
산양,경상남도 남해군 설천면 진목리 688번지 1호  ,경상남도 남해군 설천면 설천로332번길 8-5,5 ,13 ,2022-11-07
한우,경상남도 남해군 설천면 진목리 604번지 4호  ,경상남도 남해군 설천면 설천로 327-38,6 ,187 ,2022-11-07
한우,경상남도 남해군 삼동면 금송리 1176번지  ,경상남도 남해군 삼동면 금송로285번길 15,1 ,10 ,2022-11-07
한우,경상남도 남해군 삼동면 금송리 768번지  ,경상남도 남해군 삼동면 동부대로 1699-20,4 ,34 ,2022-11-07
한우,경상남도 남해군 삼동면 금송리 1358번지  ,경상남도 남해군 삼동면 동부대로1757번길 12,2 ,34 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 1061번지  ,경상남도 남해군 삼동면 봉화로118번길 16-13,6 ,58 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 748번지 2호  ,경상남도 남해군 삼동면 봉화로 201-32,3 ,50 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 480번지 3호  ,경상남도 남해군 삼동면 봉화로202번길 12,2 ,15 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 545번지  ,경상남도 남해군 삼동면 봉화로202번길 48-6,6 ,26 ,2022-11-07
"한우, 육계",경상남도 남해군 삼동면 봉화리 615번지 3호  ,경상남도 남해군 삼동면 봉화로202번길 92-2,10 ,75 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 556번지  ,경상남도 남해군 삼동면 봉화로202번길 48-15,4 ,20 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 543번지 3호  ,경상남도 남해군 삼동면 봉화로202번길 44,2 ,15 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 602번지 2호  ,경상남도 남해군 삼동면 봉화로202번길 83-18,3 ,17 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 467번지 2호  ,경상남도 남해군 삼동면 봉화로202번길 9-3,1 ,25 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 223번지 17호  ,경상남도 남해군 삼동면 봉화로 387-7,8 ,68 ,2022-11-07
한우,경상남도 남해군 삼동면 봉화리 950번지  ,경상남도 남해군 삼동면 봉화로139번길 21-15,2 ,19 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 759번지 3호  ,경상남도 남해군 삼동면 삼이로 281,4 ,24 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 2565번지  ,경상남도 남해군 삼동면 삼이로442번길 56-7,2 ,11 ,2022-11-07
한우,경상남도 남해군 삼동면 영지리 3003번지 2호  ,경상남도 남해군 삼동면 삼이로442번길 59-3,2 ,20 ,2022-11-07
산양,경상남도 남해군 삼동면 동천리 87번지  ,경상남도 남해군 삼동면 양화금로 355-34,35 ,52 ,2022-11-07
한우,"경상남도 남해군 남면 상가리 293번지 292-1, 292-3 ",경상남도 남해군 남면 고실로2번길 13-2,20 ,178 ,2022-11-07
한우,경상남도 남해군 남면 상가리 100번지  ,경상남도 남해군 남면 고실로42번길 52-1,7 ,35 ,2022-11-07
한우,경상남도 남해군 남면 상가리 338번지  ,경상남도 남해군 남면 고실로2번길 5,5 ,10 ,2022-11-07
한우,경상남도 남해군 남면 상가리 288번지 3호  ,경상남도 남해군 남면 고실로2번길 23,5 ,14 ,2022-11-07
한우,경상남도 남해군 남면 상가리 365번지  ,경상남도 남해군 남면 고실로2번길 10-10,5 ,29 ,2022-11-07
한우,경상남도 남해군 남면 상가리 362번지  ,경상남도 남해군 남면 고실로2번길 6-1,2 ,11 ,2022-11-07
한우,경상남도 남해군 남면 상가리 223번지  ,경상남도 남해군 남면 고실로42번길 13,2 ,24 ,2022-11-07
한우,경상남도 남해군 남면 상가리 169번지 4호  ,경상남도 남해군 남면 고실로42번길 25-8,8 ,34 ,2022-11-07
한우,경상남도 남해군 남면 상가리 198번지  ,경상남도 남해군 남면 고실로42번길 32-4,2 ,21 ,2022-11-07
한우,경상남도 남해군 남면 평산리 1620번지  ,경상남도 남해군 남면 남면로1673번길 40-15,1 ,10 ,2022-11-07
한우,경상남도 남해군 남면 석교리 473번지 2호  ,경상남도 남해군 남면 남면로202번길 16-12,7 ,98 ,2022-11-07
한우,경상남도 남해군 남면 홍현리 930번지  ,경상남도 남해군 남면 남면로679번길 15-16,7 ,64 ,2022-11-07
산양,경상남도 남해군 남면 선구리 511번지 9호  ,경상남도 남해군 남면 남면로1017번길 19-4,10 ,13 ,2022-11-07
한우,경상남도 남해군 남면 석교리 478번지  ,경상남도 남해군 남면 남면로 188,4 ,25 ,2022-11-07
한우,경상남도 남해군 남면 선구리 346번지  ,경상남도 남해군 남면 남면로1061번길 21-14,2 ,10 ,2022-11-07
한우,경상남도 남해군 남면 임포리 802번지  ,경상남도 남해군 남면 남면로1362번길 36,6 ,64 ,2022-11-07
한우,경상남도 남해군 남면 평산리 1349번지 1호  ,경상남도 남해군 남면 남면로1593번길 22,4 ,50 ,2022-11-07
한우,경상남도 남해군 남면 평산리 2054번지  ,경상남도 남해군 남면 남면로1593번길 24-44,4 ,28 ,2022-11-07
한우,경상남도 남해군 남면 평산리 1677번지  ,경상남도 남해군 남면 남면로1739번길 29-3,3 ,16 ,2022-11-07
한우,경상남도 남해군 남면 평산리 32번지 3호  ,경상남도 남해군 남면 남면로 1925,1 ,17 ,2022-11-07
한우,경상남도 남해군 남면 석교리 718번지 10호  ,경상남도 남해군 남면 남면로 63-3,5 ,77 ,2022-11-07
한우,경상남도 남해군 남면 석교리 944번지 3호  ,경상남도 남해군 남면 남면로 70,2 ,14 ,2022-11-07
한우,경상남도 남해군 남면 상가리 648번지  ,경상남도 남해군 남면 남서대로 1041-1,5 ,148 ,2022-11-07
한우,경상남도 남해군 남면 상가리 665번지 1호  ,경상남도 남해군 남면 남서대로 1054-1,1 ,12 ,2022-11-07
