시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
포천시,인호목장,한우,20,경기도 포천시 영북면 호국로3497번길 96,경기도 포천시 영북면 야미리 730번지  ,,,2025-01-13
포천시,-,육우,26,,경기도 포천시 군내면 직두리 409번지 3호  ,,,2025-01-13
포천시,포일축산,한우,42,"경기도 포천시 관인면 창동로 1455-43 (, 112번지)","경기도 포천시 관인면 삼율리 111번지 , 112번지 ",,,2025-01-13
포천시,현승농장,젖소,3,경기도 포천시 이동면 화동로 1770-38,경기도 포천시 이동면 연곡리 743번지 1호  ,,,2025-01-13
포천시,완동목장,한우,55,,경기도 포천시 관인면 초과리 710번지  ,,,2025-01-13
포천시,-,한우,31,경기도 포천시 이동면 제비울1길 44-80,경기도 포천시 이동면 연곡리 599번지 1호  ,,,2025-01-13
포천시,정물목장,젖소,50,경기도 포천시 관인면 윗찬물길 221-29,경기도 포천시 관인면 냉정리 804번지  ,,,2025-01-13
포천시,하은목장,젖소,100,경기도 포천시 관인면 창동로1894번길 109,경기도 포천시 관인면 탄동리 421번지 2호  ,,,2025-01-13
포천시,-,한우,14,경기도 포천시 화현면 봉화로925번길 14-10,경기도 포천시 화현면 지현리 295번지 2호  ,,,2025-01-13
포천시,-,한우,9,경기도 포천시 일동면 사기막1길 56,경기도 포천시 일동면 화대리 345번지  ,,,2025-01-13
포천시,경회농장,한우,40,경기도 포천시 일동면 사기막1길 50-1,경기도 포천시 일동면 화대리 315번지  ,,,2025-01-13
포천시,우애목장,한우,12,경기도 포천시 일동면 화동로 1615-30,경기도 포천시 일동면 사직리 146번지 3호  ,,,2025-01-13
포천시,-,한우,23,,경기도 포천시 일동면 사직리 240번지  ,,,2025-01-13
포천시,-,한우,2,,경기도 포천시 일동면 사직리 497번지 3호  ,,,2025-01-13
포천시,창의축산,한우,18,경기도 포천시 일동면 수입로 146,경기도 포천시 일동면 수입리 29번지  ,,,2025-01-13
포천시,소야목장,한우,40,"경기도 포천시 일동면 소야길 122-16, 등 2필지(기산리 217)",경기도 포천시 일동면 기산리 218번지 2호 등 2필지(217) ,,,2025-01-13
포천시,근하목장,젖소,36,경기도 포천시 일동면 화동로 1113-22,경기도 포천시 일동면 수입리 160번지 2호  ,,,2025-01-13
포천시,장원농장,한우,50,경기도 포천시 내촌면 음고개길 87,경기도 포천시 내촌면 음현리 128번지 1호  ,,,2025-01-13
포천시,선주동한우농장,한우,50,경기도 포천시 영북면 호국로3539번길 23-36,경기도 포천시 영북면 야미리 595번지 1호  ,,,2025-01-13
포천시,진양목장,한우,2,경기도 포천시 일동면 사당말6길 97,경기도 포천시 일동면 사직리 164번지 3호  ,,,2025-01-13
포천시,우창목장,한우,120,경기도 포천시 관인면 창동로1071번길 77 (외1필지(197)),경기도 포천시 관인면 중리 175번지 2호 외1필지(197) ,,,2025-01-13
포천시,길상목장,한우,70,경기도 포천시 일동면 화동로653번길 28,경기도 포천시 일동면 유동리 405번지 1호  ,,,2025-01-13
포천시,-,한우,60,경기도 포천시 창수면 창동로 87-43,경기도 포천시 창수면 오가리 473번지  ,,,2025-01-13
포천시,인성목장,한우,13,경기도 포천시 영중면 은잿말길 230,경기도 포천시 영중면 영송리 197번지  ,,,2025-01-13
포천시,-,한우,20,경기도 포천시 이동면 제비울1길 44-124,경기도 포천시 이동면 연곡리 599번지 17호  ,,,2025-01-13
포천시,-,한우,23,,경기도 포천시 신북면 계류리 46번지 2호  ,,,2025-01-13
포천시,두아름목장,젖소,200,경기도 포천시 창수면 포천로 2634 (외1필지(212-4)),경기도 포천시 창수면 추동리 212번지 외1필지(212-4) ,,,2025-01-13
포천시,-,한우,8,경기도 포천시 신북면 왕방로279번길 43-98,경기도 포천시 신북면 가채리 864번지 1호  ,,,2025-01-13
포천시,구레골목장,육우,6,경기도 포천시 신북면 청신로1660번길 10-1,경기도 포천시 신북면 계류리 265번지 1호  ,,,2025-01-13
포천시,광직농장,한우,30,경기도 포천시 창수면 포천로 3126 (외1필지(791-2)),경기도 포천시 창수면 주원리 791번지 외1필지(791-2) ,,,2025-01-13
포천시,현무목장,한우,10,경기도 포천시 창수면 청창로 862,경기도 포천시 창수면 고소성리 64번지 3호  ,,,2025-01-13
포천시,봉인축산,한우,30,,경기도 포천시 관인면 초과리 513번지 1호  ,,,2025-01-13
포천시,-,육우,9,,경기도 포천시 신북면 가채리 17번지 5호  ,,,2025-01-13
포천시,대흥,한우,19,경기도 포천시 영북면 운천로 75-125,경기도 포천시 영북면 문암리 273번지 3호  ,,,2025-01-13
포천시,-,한우,20,,경기도 포천시 일동면 유동리 549번지  ,,,2025-01-13
포천시,성원목장,한우,34,경기도 포천시 일동면 화동로653번길 101,"경기도 포천시 일동면 유동리 373번지 1호 ,-2 ",,,2025-01-13
포천시,-,한우,7,,경기도 포천시 일동면 유동리 134번지 3호  ,,,2025-01-13
포천시,LA,한우,3,경기도 포천시 내촌면 소리개길 97,경기도 포천시 내촌면 내리 산 6번지  ,,,2025-01-13
포천시,-,한우,16,경기도 포천시 군내면 좌의길 141,"경기도 포천시 군내면 좌의리 305번지 3호 ,-18 ",,,2025-01-13
포천시,미래축산,한우,10,경기도 포천시 군내면 용두로117번길 14,경기도 포천시 군내면 직두리 753번지 4호  ,,,2025-01-13
포천시,양지농장,한우,46,경기도 포천시 군내면 청군로3054번길 63,"경기도 포천시 군내면 직두리 300번지 2호 (299-2, 299-4) ",,,2025-01-13
포천시,-,한우,30,,경기도 포천시 군내면 하성북리 596번지  ,,,2025-01-13
포천시,-,한우,0,,경기도 포천시 군내면 상성북리 510번지 1호  ,,,2025-01-13
포천시,승리목장,한우,75,경기도 포천시 창수면 창동로 87-38,경기도 포천시 창수면 오가리 470번지  ,,,2025-01-13
포천시,-,한우,5,,경기도 포천시 일동면 유동리 125번지 1호  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 영북면 산정호수로 65,경기도 포천시 영북면 운천리 227번지 1호  ,,,2025-01-13
포천시,가람농장,한우,65,경기도 포천시 관인면 창동로 1307-170,경기도 포천시 관인면 삼율리 227번지 5호  ,,,2025-01-13
포천시,-,육우,120,,경기도 포천시 이동면 연곡리 1092번지 1호  ,,,2025-01-13
포천시,-,한우,10,경기도 포천시 화현면 봉화로 696-69,경기도 포천시 화현면 지현리 515번지 1호  ,,,2025-01-13
포천시,보성농장,한우,18,경기도 포천시 영북면 호국로4091번길 129-39,경기도 포천시 영북면 운천리 665번지 1호  ,,,2025-01-13
포천시,-,한우,3,경기도 포천시 창수면 금화봉길 49,경기도 포천시 창수면 가양리 392번지 1호  ,,,2025-01-13
포천시,-,한우,5,,경기도 포천시 영중면 금주리 356번지  ,,,2025-01-13
포천시,-,한우,7,경기도 포천시 관인면 창동로 872-9,경기도 포천시 관인면 중리 513번지 4호  ,,,2025-01-13
포천시,삼형농장,한우,90,경기도 포천시 가산면 궁말길 47-4,경기도 포천시 가산면 금현리 576번지 3호  ,,,2025-01-13
포천시,길복목장,한우,30,경기도 포천시 관인면 창동로2048번길 55,"경기도 포천시 관인면 탄동리 164번지 ,166, 산18 ",,,2025-01-13
포천시,신촌농장,한우,70,경기도 포천시 영북면 북원로166번길 116,"경기도 포천시 영북면 자일리 1005번지 7호 ,-8 ",,,2025-01-13
포천시,정선목장,한우,48,경기도 포천시 관인면 창동로 835,"경기도 포천시 관인면 중리 527번지 3호 527-14, 527-23, 679 ",,,2025-01-13
포천시,한아름농장,한우,4,경기도 포천시 화현면 봉화로 775,경기도 포천시 화현면 지현리 569번지 1호  ,,,2025-01-13
포천시,진호목장,한우,10,,경기도 포천시 창수면 운산리 491번지  ,,,2025-01-13
포천시,-,한우,8,경기도 포천시 관인면 느릅실길 84-42,경기도 포천시 관인면 탄동리 84번지  ,,,2025-01-13
포천시,-,한우,40,경기도 포천시 신북면 청신로1196번길 48,경기도 포천시 신북면 갈월리 233번지 3호  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 영북면 영북로46번길 48,경기도 포천시 영북면 운천리 262번지 1호  ,,,2025-01-13
포천시,현율,젖소,25,경기도 포천시 원동교길 138-46 (동교동),경기도 포천시 동교동 329번지 4호  ,,,2025-01-13
포천시,상석농장,한우,150,경기도 포천시 영중면 호국로2709번길 16,경기도 포천시 영중면 금주리 713번지 8호  ,,,2025-01-13
포천시,축 사,한우,20,경기도 포천시 관인면 창동로1894번길 145,경기도 포천시 관인면 탄동리 461번지  ,,,2025-01-13
포천시,대원농장,한우,41,경기도 포천시 신북면 청신로1615번길 16,경기도 포천시 신북면 계류리 87번지 5호  ,,,2025-01-13
포천시,동순목장,한우,33,,경기도 포천시 신북면 삼성당리 292번지  ,,,2025-01-13
포천시,다산농장,한우,100,경기도 포천시 화현면 봉화로 696-53,경기도 포천시 화현면 지현리 186번지 1호  ,,,2025-01-13
포천시,청와목장,한우,7,경기도 포천시 영북면 호국로4350번길 115,경기도 포천시 영북면 자일리 183번지  ,,,2025-01-13
포천시,-,한우,12,경기도 포천시 관인면 창동로1894번길 129-1,경기도 포천시 관인면 탄동리 424번지 1호  ,,,2025-01-13
포천시,신기목장,한우,13,경기도 포천시 화현면 화동로477번길 30,경기도 포천시 화현면 화현리 348번지 1호  ,,,2025-01-13
포천시,다모아 목장,육우,30,경기도 포천시 자작로2길 49-1 (자작동),경기도 포천시 자작동 427번지  ,,,2025-01-13
포천시,-,육우,40,경기도 포천시 관인면 창동로1894번길 129,경기도 포천시 관인면 탄동리 421번지 4호  ,,,2025-01-13
포천시,한우단지농장,한우,31,경기도 포천시 이동면 제비울1길 44-103,경기도 포천시 이동면 연곡리 599번지 4호  ,,,2025-01-13
포천시,-,한우,32,경기도 포천시 이동면 화동로2076번길 89,경기도 포천시 이동면 장암리 196번지  ,,,2025-01-13
포천시,신상지목장,젖소,0,,경기도 포천시 동교동 329번지 1호  ,,,2025-01-13
포천시,수환목장,한우,3,,경기도 포천시 영북면 야미리 748번지  ,,,2025-01-13
포천시,새벽빛목장,한우,6,경기도 포천시 영중면 나삼2길 2,경기도 포천시 영중면 양문리 403번지 2호  ,,,2025-01-13
포천시,-,한우,19,경기도 포천시 영중면 호국로3143번길 14,경기도 포천시 영중면 성동리 665번지  ,,,2025-01-13
포천시,-,한우,6,,경기도 포천시 일동면 유동리 457번지  ,,,2025-01-13
포천시,한우축사,한우,21,경기도 포천시 화현면 봉화로 696-53,경기도 포천시 화현면 지현리 186번지 1호  ,,,2025-01-13
포천시,정옥목장,젖소,10,경기도 포천시 창수면 옥수로214번길 90,경기도 포천시 창수면 주원리 21번지 4호  ,,,2025-01-13
포천시,-,한우,6,,경기도 포천시 관인면 냉정리 326번지  ,,,2025-01-13
포천시,보름달,젖소,27,경기도 포천시 이동면 성장로 1220-64,"경기도 포천시 이동면 장암리 360번지 , 359-1, 361-1 ",,,2025-01-13
포천시,순풍,한우,25,,경기도 포천시 내촌면 내리 636번지 2호  ,,,2025-01-13
포천시,무목장,한우,10,경기도 포천시 영북면 호국로4350번길 154-34,경기도 포천시 영북면 자일리 58번지  ,,,2025-01-13
포천시,-,한우,39,경기도 포천시 이동면 제비울1길 44-109,경기도 포천시 이동면 연곡리 599번지 5호  ,,,2025-01-13
포천시,서울농장,한우,20,경기도 포천시 이동면 제비울1길 44-103,경기도 포천시 이동면 연곡리 599번지 4호  ,,,2025-01-13
포천시,태희농장,한우,10,경기도 포천시 신북면 청신로1615번길 12,경기도 포천시 신북면 계류리 253번지 11호  ,,,2025-01-13
포천시,덕재목장,한우,18,,경기도 포천시 이동면 장암리 285번지 5호  ,,,2025-01-13
포천시,금녕농장,한우,10,경기도 포천시 이동면 성장로 932-10,경기도 포천시 이동면 노곡리 1530번지 1호  ,,,2025-01-13
포천시,희망한우농장,한우,38,경기도 포천시 이동면 성장로 982-96,경기도 포천시 이동면 노곡리 1432번지 1호  ,,,2025-01-13
포천시,늘봄목장,한우,19,,경기도 포천시 영중면 성동리 326번지  ,,,2025-01-13
포천시,-,한우,8,경기도 포천시 일동면 소야길 102-59,경기도 포천시 일동면 기산리 139번지  ,,,2025-01-13
포천시,-,한우,8,경기도 포천시 영북면 호국로4350번길 21-28,경기도 포천시 영북면 자일리 337번지 2호  ,,,2025-01-13
포천시,김대영목장,한우,7,경기도 포천시 일동면 새낭로 77-14,경기도 포천시 일동면 화대리 482번지 5호  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 신북면 깊이울로 17-30,경기도 포천시 신북면 심곡리 412번지 3호  ,,,2025-01-13
포천시,고양축산업협동조합,한우,600,"경기도 포천시 이동면 성장로 950-57, (등 11번지)","경기도 포천시 이동면 노곡리 537번지 (-1,-2,-3,-4,538-3,-4,-5,-6,-8,161-3) ",,,2025-01-13
포천시,-,한우,7,경기도 포천시 자작로3길 3 (자작동),경기도 포천시 자작동 212번지 2호  ,,,2025-01-13
포천시,-,한우,13,경기도 포천시 일동면 영일로764번길 79,경기도 포천시 일동면 길명리 470번지 1호  ,,,2025-01-13
포천시,연암축산,한우,30,경기도 포천시 화현면 봉화로 315-48 (외1필지(213-5)),경기도 포천시 화현면 명덕리 213번지 2호 외1필지(213-5) ,,,2025-01-13
포천시,락원농장,한우,147,경기도 포천시 일동면 화동로 1644-23,경기도 포천시 일동면 사직리 2번지 12호  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 이동면 화동로 1770-21,경기도 포천시 이동면 연곡리 776번지 2호  ,,,2025-01-13
포천시,한우리목장,한우,90,,경기도 포천시 관인면 탄동리 752번지  ,,,2025-01-13
포천시,윤희축산,한우,6,경기도 포천시 창수면 창동로161번길 105,경기도 포천시 창수면 오가리 327번지  ,,,2025-01-13
포천시,해룡목장,한우,34,,경기도 포천시 설운동 446번지 4호  ,,,2025-01-13
포천시,-,한우,2,경기도 포천시 자작로3길 20 (자작동),경기도 포천시 자작동 200번지 2호  ,,,2025-01-13
포천시,리텍환경,한우,15,경기도 포천시 창수면 창동로161번길 62,경기도 포천시 창수면 오가리 342번지 1호  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 영북면 호국로 3574-16,경기도 포천시 영북면 야미리 270번지 11호  ,,,2025-01-13
포천시,서원목장,한우,57,경기도 포천시 신북면 지동길 28-42,경기도 포천시 신북면 금동리 412번지  ,,,2025-01-13
포천시,제일농장,한우,50,경기도 포천시 영북면 호국로3497번길 49,경기도 포천시 영북면 야미리 514번지  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 군내면 청군로 3115,경기도 포천시 군내면 직두리 571번지  ,,,2025-01-13
포천시,-,한우,4,경기도 포천시 해룡로 35-24(설운동),경기도 포천시 설운동 446번지 4호  ,,,2025-01-13
포천시,-,한우,7,경기도 포천시 영중면 나삼길 102-8,경기도 포천시 영중면 양문리 1045번지  ,,,2025-01-13
포천시,-,한우,4,,경기도 포천시 일동면 화대리 244번지 42호  ,,,2025-01-13
포천시,화대리농장,한우,7,,경기도 포천시 일동면 화대리 242번지 4호  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 관인면 창동로 921,경기도 포천시 관인면 중리 468번지 5호  ,,,2025-01-13
포천시,영일농장,한우,43,"경기도 포천시 일동면 화동로648번길 11-6, 등 2필지(59-3,-5)",경기도 포천시 일동면 유동리 59번지 3호 등 2필지(-5) ,,,2025-01-13
포천시,이정농장,한우,24,경기도 포천시 일동면 화동로656번길 16,경기도 포천시 일동면 유동리 116번지 1호  ,,,2025-01-13
포천시,-,한우,31,,경기도 포천시 가산면 금현리 671번지 2호 외1필지(671-3) ,,,2025-01-13
포천시,-,한우,19,경기도 포천시 영중면 백로주길 98,경기도 포천시 영중면 거사리 774번지  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 신북면 중앙로383번길 34,경기도 포천시 신북면 가채리 265번지  ,,,2025-01-13
포천시,둥지농장,한우,80,"경기도 포천시 창수면 옥수로327번길 120, 등2필지(653-1,655-1)",경기도 포천시 창수면 주원리 653번지 1호 등2필지(655-1) ,,,2025-01-13
포천시,대성농장,한우,6,경기도 포천시 영중면 전영로 1556,경기도 포천시 영중면 영송리 153번지 3호  ,,,2025-01-13
포천시,-,한우,14,,경기도 포천시 영중면 성동리 782번지 15호  ,,,2025-01-13
포천시,현아목장,젖소,61,경기도 포천시 창수면 창동로161번길 37-1,"경기도 포천시 창수면 오가리 385번지 , 386, 387 ",,,2025-01-13
포천시,-,한우,11,경기도 포천시 영중면 백로주길 52,경기도 포천시 영중면 거사리 137번지  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 이동면 화동로 1796,경기도 포천시 이동면 연곡리 772번지  ,,,2025-01-13
포천시,정훈목장,육우,80,,"경기도 포천시 관인면 탄동리 195번지 4호 ,-3,197,699-38 ",,,2025-01-13
포천시,송진농장,한우,39,경기도 포천시 관인면 창동로 1386,경기도 포천시 관인면 삼율리 145번지 4호  ,,,2025-01-13
포천시,길명농장,한우,90,경기도 포천시 일동면 정자골1길 124,경기도 포천시 일동면 길명리 188번지  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 일동면 윗갈기1길 9-5,경기도 포천시 일동면 수입리 108번지 4호  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 영중면 나삼길 183,경기도 포천시 영중면 성동리 254번지 8호  ,,,2025-01-13
포천시,하늘한우목장,한우,3,경기도 포천시 관인면 윗찬물길 379,경기도 포천시 관인면 냉정리 928번지 5호  ,,,2025-01-13
포천시,-,한우,16,경기도 포천시 일동면 새낭로 66-1,"경기도 포천시 일동면 사직리 815번지 7호 ,-1 ",,,2025-01-13
포천시,영원농장,한우,47,경기도 포천시 내촌면 금강로2536번길 22-34,경기도 포천시 내촌면 소학리 332번지 15호  ,,,2025-01-13
포천시,창윤농장,한우,100,,경기도 포천시 일동면 사직리 588번지 2호  ,,,2025-01-13
포천시,조성목장,한우,160,경기도 포천시 이동면 화동로1908번길 74,"경기도 포천시 이동면 연곡리 253번지 2호 ,-2,258 ",,,2025-01-13
포천시,동원농장,한우,14,,경기도 포천시 관인면 초과리 138번지 3호  ,,,2025-01-13
포천시,늘푸른농장,한우,33,경기도 포천시 영중면 먼재길 87-2,경기도 포천시 영중면 양문리 304번지  ,,,2025-01-13
포천시,-,한우,17,경기도 포천시 영중면 호국로3296번길 19-13,경기도 포천시 영중면 성동리 387번지  ,,,2025-01-13
포천시,-,한우,4,경기도 포천시 관인면 북원로 667-13,경기도 포천시 관인면 초과리 264번지 3호  ,,,2025-01-13
포천시,은초롱목장,한우,65,경기도 포천시 영중면 금화봉길 646,경기도 포천시 영중면 거사리 352번지 2호  ,,,2025-01-13
포천시,-,한우,7,,경기도 포천시 영북면 소회산리 70번지 4호  ,,,2025-01-13
포천시,-,한우,3,경기도 포천시 관인면 창동로927번길 20,경기도 포천시 관인면 중리  ,,,2025-01-13
포천시,백승목장,한우,80,"경기도 포천시 이동면 화동로1908번길 80-9, 등 2필지(265,-1)",경기도 포천시 이동면 연곡리 265번지 1호 등 2필지(265) ,,,2025-01-13
포천시,다시원목장,젖소,50,경기도 포천시 일동면 앵바위길 312,경기도 포천시 일동면 사직리 1446번지  ,,,2025-01-13
포천시,피스팜농장,한우,20,경기도 포천시 관인면 창동로1071번길 57,경기도 포천시 관인면 중리 201번지 3호  ,,,2025-01-13
포천시,동교한우농장,한우,76,경기도 포천시 동교로 46-7 (동교동),"경기도 포천시 동교동 407번지 1호 ,404-8,-9,411-11 ",,,2025-01-13
포천시,-,한우,6,,경기도 포천시 일동면 수입리 849번지  ,,,2025-01-13
포천시,-,한우,22,경기도 포천시 일동면 수입로 321-22 (외1필지(675-3)),경기도 포천시 일동면 수입리 674번지 1호 외1필지(675-3) ,,,2025-01-13
포천시,-,한우,24,경기도 포천시 내촌면 금강로2247번길 7-49,경기도 포천시 내촌면 음현리 668번지 2호  ,,,2025-01-13
포천시,승민농장,한우,78,경기도 포천시 관인면 창동로2048번길 20,경기도 포천시 관인면 탄동리 1026번지  ,,,2025-01-13
포천시,일오삼목장,한우,13,경기도 포천시 영중면 가영로 447-5,경기도 포천시 영중면 영송리 663번지  ,,,2025-01-13
포천시,정원농장,한우,7,,경기도 포천시 신북면 만세교리 428번지  ,,,2025-01-13
포천시,-,한우,2,경기도 포천시 일동면 화동로1005번길 35-16,경기도 포천시 일동면 기산리 254번지  ,,,2025-01-13
포천시,-,한우,0,,경기도 포천시 창수면 주원리 98번지  ,,,2025-01-13
포천시,이동농장,한우,14,경기도 포천시 이동면 화동로 1702,경기도 포천시 이동면 연곡리 1106번지 4호  ,,,2025-01-13
포천시,하나농장,한우,2,,경기도 포천시 관인면 초과리 64번지  ,,,2025-01-13
포천시,-,한우,2,경기도 포천시 일동면 영일로534번길 41,경기도 포천시 일동면 길명리 672번지 1호  ,,,2025-01-13
포천시,사직농장,한우,90,,"경기도 포천시 화현면 화현리 279번지 1호 외2필지(279-2,280) ",,,2025-01-13
포천시,-,한우,16,경기도 포천시 영중면 호국로3296번길 46,경기도 포천시 영중면 성동리 318번지 17호  ,,,2025-01-13
포천시,동훈농장,한우,29,,경기도 포천시 창수면 가양리 573번지 9호 외 1필지(-12) ,,,2025-01-13
포천시,새마을,한우,25,경기도 포천시 영중면 먼재2길 44,경기도 포천시 영중면 양문리 204번지 1호  ,,,2025-01-13
포천시,현대농장,한우,60,"경기도 포천시 창수면 옥수로214번길 96 (외2필지(23-1,-3))","경기도 포천시 창수면 주원리 23번지 외2필지(23-1,-3) ",,,2025-01-13
포천시,OK목장,한우,19,경기도 포천시 일동면 화동로599번길 41-48,경기도 포천시 일동면 유동리 484번지  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 관인면 창동로 895,경기도 포천시 관인면 중리 487번지 2호  ,,,2025-01-13
포천시,경기축산,한우,6,경기도 포천시 창수면 포천로 3121,경기도 포천시 창수면 주원리 854번지  ,,,2025-01-13
포천시,-,육우,20,,경기도 포천시 자작동 145번지 7호  ,,,2025-01-13
포천시,원농장,한우,17,경기도 포천시 신북면 간자동길 80,경기도 포천시 신북면 삼정리 46번지 외1필지(46-1) ,,,2025-01-13
포천시,병근농장,한우,39,경기도 포천시 신북면 삼성당길 280,경기도 포천시 신북면 삼성당리 158번지 2호  ,,,2025-01-13
포천시,안정농장,한우,32,경기도 포천시 자작로 43 (자작동),경기도 포천시 자작동 211번지 1호  ,,,2025-01-13
포천시,쌍둥이네,육우,77,경기도 포천시 가산면 정금로201번길 26,경기도 포천시 가산면 정교리 68번지 1호  ,,,2025-01-13
포천시,-,한우,12,,경기도 포천시 관인면 초과리 669번지  ,,,2025-01-13
포천시,-,한우,16,경기도 포천시 가산면 정금로201번길 26,경기도 포천시 가산면 정교리 68번지 1호  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 가산면 시우동길 52,경기도 포천시 가산면 가산리 460번지 4호  ,,,2025-01-13
포천시,-,한우,32,경기도 포천시 화현면 봉화로709번길 3,경기도 포천시 화현면 지현리 165번지 6호  ,,,2025-01-13
포천시,방카우농장,한우,31,경기도 포천시 영북면 호국로4091번길 152-4,경기도 포천시 영북면 운천리 682번지 6호  ,,,2025-01-13
포천시,-,한우,14,,경기도 포천시 신북면 삼정리 403번지  ,,,2025-01-13
포천시,-,한우,10,,경기도 포천시 일동면 화대리 744번지 6호  ,,,2025-01-13
포천시,서자농장,한우,35,경기도 포천시 이동면 성장로 767-23,경기도 포천시 이동면 노곡리 1211번지 2호  ,,,2025-01-13
포천시,아영이목장,젖소,40,경기도 포천시 관인면 숯골길 163,"경기도 포천시 관인면 탄동리 431번지 7호 ,-8,-6 ",,,2025-01-13
포천시,-,한우,2,경기도 포천시 영중면 금화봉2길 117,경기도 포천시 영중면 거사리 180번지 1호  ,,,2025-01-13
포천시,-,한우,12,경기도 포천시 신북면 포천로2034번길 86,경기도 포천시 신북면 심곡리 205번지  ,,,2025-01-13
포천시,백금목장,젖소,40,경기도 포천시 영북면 호국로3497번길 52,경기도 포천시 영북면 야미리 522번지 4호  ,,,2025-01-13
포천시,원만농장,한우,52,,경기도 포천시 신북면 만세교리 206번지  ,,,2025-01-13
포천시,화현농장,한우,400,경기도 포천시 화현면 금강로 4035-83,경기도 포천시 화현면 화현리 282번지  ,,,2025-01-13
포천시,노곡목장-2,육우,30,,경기도 포천시 이동면 노곡리 1532번지 4호  ,,,2025-01-13
포천시,한강농장,한우,70,경기도 포천시 이동면 성장로 950-41,경기도 포천시 이동면 노곡리 539번지  ,,,2025-01-13
포천시,지상농장,한우,20,,"경기도 포천시 신북면 심곡리 357번지 1호 , 402-1 ",,,2025-01-13
포천시,우청목장,한우,50,경기도 포천시 관인면 창동로1071번길 75,경기도 포천시 관인면 중리 197번지  ,,,2025-01-13
포천시,학현농장,한우,33,경기도 포천시 창수면 포천로 3126,경기도 포천시 창수면 주원리 791번지  ,,,2025-01-13
포천시,솟대목장,한우,90,"경기도 포천시 이동면 화동로 1798-1, 등 4필지(787-4,-14,-32,-33)","경기도 포천시 이동면 연곡리 787번지 4호 등 4필지(-14,-32,-33) ",,,2025-01-13
포천시,은별농장,한우,15,경기도 포천시 관인면 교동1길 37,경기도 포천시 관인면 중리 135번지  ,,,2025-01-13
포천시,은금목장,젖소,80,경기도 포천시 일동면 새낭로215번길 68-36,경기도 포천시 일동면 사직리 1591번지 외 1필지(1593) ,,,2025-01-13
포천시,없음,한우,7,경기도 포천시 군내면 반월산성로153번길 56,경기도 포천시 군내면 하성북리 107번지 3호  ,,,2025-01-13
포천시,한중목장,한우,60,경기도 포천시 관인면 느릅실길 84-97,경기도 포천시 관인면 탄동리 48번지 1호  ,,,2025-01-13
포천시,-,한우,0,,경기도 포천시 영북면 자일리 685번지 2호  ,,,2025-01-13
포천시,김민목장,한우,70,경기도 포천시 창수면 포천로2721번길 11,경기도 포천시 창수면 추동리 407번지 2호  ,,,2025-01-13
포천시,한얼농장,한우,50,경기도 포천시 영중면 먼재1길 82,경기도 포천시 영중면 양문리 332번지 5호 (483-1) ,,,2025-01-13
포천시,정성수목장,젖소,19,경기도 포천시 가산면 마전길 183,경기도 포천시 가산면 마전리 139번지 2호  ,,,2025-01-13
포천시,평화농장,한우,0,경기도 포천시 어룡3길 29-51(어룡동),경기도 포천시 어룡동 231번지 1호  ,,,2025-01-13
포천시,수빈농장,한우,4,경기도 포천시 영북면 북원로166번길 92,경기도 포천시 영북면 자일리 1005번지 4호  ,,,2025-01-13
포천시,왕호농장,한우,30,경기도 포천시 왕방로 93-23 (신읍동),경기도 포천시 신읍동 366번지  ,,,2025-01-13
포천시,우심농장(동암영농조합법인),한우,120,경기도 포천시 영중면 나삼길 102-25,경기도 포천시 영중면 양문리 1101번지  ,,,2025-01-13
포천시,윤우목장,젖소,9,,경기도 포천시 일동면 길명리 730번지 7호  ,,,2025-01-13
포천시,한창목장,한우,150,경기도 포천시 영북면 호국로3497번길 49,경기도 포천시 영북면 야미리 509번지  ,,,2025-01-13
포천시,성수농장,한우,36,경기도 포천시 일동면 무리울길 146,경기도 포천시 일동면 화대리 60번지  ,,,2025-01-13
포천시,광천목장,젖소,70,경기도 포천시 자작로5길 42-3 (자작동),경기도 포천시 자작동 559번지  ,,,2025-01-13
포천시,왕벌목장,젖소,55,경기도 포천시 관인면 창동로1894번길 76,경기도 포천시 관인면 탄동리 409번지 2호  ,,,2025-01-13
포천시,도평농장,한우,30,경기도 포천시 이동면 도리돌길 29-36,경기도 포천시 이동면 도평리 402번지  ,,,2025-01-13
포천시,운천5리농장,한우,0,경기도 포천시 영북면 산정호수로 55,경기도 포천시 영북면 운천리 226번지 1호  ,,,2025-01-13
포천시,우림동물농장,한우,55,경기도 포천시 영중면 호국로2616번길 69-86,경기도 포천시 영중면 금주리 651번지  ,,,2025-01-13
포천시,대운농장,한우,136,,경기도 포천시 일동면 길명리 550번지 3호  ,,,2025-01-13
