시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,데이터기준일자
여주시,신근한우목장,한우,28,경기도 여주시 흥천면 오근동길 13,경기도 여주시 흥천면 신근리 197번지 4호  ,2026-06-18
여주시,한결목장,한우,136,경기도 여주시 강천면 적금리길 83-73,경기도 여주시 강천면 적금리 67번지 외 1필지(66) ,2026-06-18
여주시,유연농장,한우,3,경기도 여주시 북내면 외룡길 72-41,경기도 여주시 북내면 외룡리 53번지 1호  ,2026-06-18
여주시,재상농장,한우,19,경기도 여주시 가남읍 양화로 94-13,경기도 여주시 가남읍 삼군리 65번지  ,2026-06-18
여주시,영진목장,한우,13,경기도 여주시 소지개길 101 (천송동),경기도 여주시 천송동 99번지 2호  ,2026-06-18
여주시,태석농장,한우,40,경기도 여주시 세종대왕면 부능로 247-27,경기도 여주시 세종대왕면 매류리 586번지 7호  ,2026-06-18
여주시,옥녀봉농장,한우,2,경기도 여주시 북내면 여양2로 1251-1,경기도 여주시 북내면 주암리 51번지 3호  ,2026-06-18
여주시,목골농장,한우,38,경기도 여주시 세종대왕면 마래1길 44-69,경기도 여주시 세종대왕면 마래리 385번지  ,2026-06-18
여주시,건우농장,한우,6,경기도 여주시 북내면 도예로 385-18,경기도 여주시 북내면 신남리 131번지 2호  ,2026-06-18
여주시,용산농장,한우,18,,경기도 여주시 북내면 내룡리 136번지  ,2026-06-18
여주시,가남농장,한우,7,,경기도 여주시 가남읍 연대리 755번지 8호  ,2026-06-18
여주시,현풍농장,한우,5,경기도 여주시 대신면 현풍길 56-11,경기도 여주시 대신면 무촌리 170번지 1호  ,2026-06-18
여주시,강천농장,한우,27,경기도 여주시 강천면 강천로 277-31,"경기도 여주시 강천면 강천리 245번지 외 2필지(246, 248) ",2026-06-18
여주시,나량목장,한우,5,,경기도 여주시 흥천면 하다리 296번지 외2필지 ,2026-06-18
여주시,천지한우농장,한우,16,경기도 여주시 흥천면 늪말길 58 (외4필지),경기도 여주시 흥천면 복대리 396번지 외4필지 ,2026-06-18
여주시,승정농장,한우,17,경기도 여주시 세종대왕면 새미실2길 40-21,경기도 여주시 세종대왕면 신지리 107번지  ,2026-06-18
여주시,민희농장,한우,41,경기도 여주시 북내면 지내길 20-4,경기도 여주시 북내면 지내리 360번지 3호  ,2026-06-18
여주시,석우농장,한우,5,경기도 여주시 북내면 선돌로 376 (외1필지),경기도 여주시 북내면 석우리 329번지 1호 외1필지 ,2026-06-18
여주시,샘골한우농장,한우,10,경기도 여주시 북내면 신남1길 137,경기도 여주시 북내면 신남리 24번지  ,2026-06-18
여주시,동천목장,한우,35,경기도 여주시 대신면 옥촌3길 24-34,경기도 여주시 대신면 옥촌리 967번지 20호  ,2026-06-18
여주시,삼교리농장,한우,100,"경기도 여주시 장여로 1560-82 (삼교동,외1필지)",경기도 여주시 삼교동 36번지 1호 외1필지 ,2026-06-18
여주시,그린축산농원,한우,41,,경기도 여주시 금사면 상호리 51번지  ,2026-06-18
여주시,태승농장,한우,12,,경기도 여주시 북내면 가정리 144번지 2호  ,2026-06-18
여주시,명성농장,한우,11,경기도 여주시 명성로 190 (능현동),경기도 여주시 능현동 114번지 5호  ,2026-06-18
여주시,마그니농장,한우,22,경기도 여주시 흥천면 금대울로 204-113,경기도 여주시 흥천면 복대리 141번지 외 1필지(141-1) ,2026-06-18
여주시,백두농장,한우,48,"경기도 여주시 금사면 소유실길 227, 외 1(220)","경기도 여주시 금사면 소유리 240번지 1호 외 2필지(240-3, 272) ",2026-06-18
여주시,우영농장,한우,10,경기도 여주시 흥천면 방죽안길 28-6,경기도 여주시 흥천면 신근리 254번지 1호  ,2026-06-18
여주시,조령농장,한우,60,경기도 여주시 점동면 장여로 1407-30,경기도 여주시 점동면 처리 689번지  ,2026-06-18
여주시,등지농장,한우,15,경기도 여주시 북내면 여양2로 735,경기도 여주시 북내면 외룡리 201번지 4호  ,2026-06-18
여주시,두리농원,한우,19,경기도 여주시 대신면 상구1길 129-12,경기도 여주시 대신면 상구리 397번지 1호  ,2026-06-18
여주시,창호농장,한우,7,경기도 여주시 흥천면 종다람길 59,경기도 여주시 흥천면 신근리 250번지 46호  ,2026-06-18
여주시,늘찬목장,한우,58,경기도 여주시 세종대왕면 구양1길 107,경기도 여주시 세종대왕면 구양리 111번지  ,2026-06-18
여주시,종인목장,한우,52,,경기도 여주시 가남읍 금당리 75번지 2호  ,2026-06-18
여주시,르호봇농장,한우,23,,경기도 여주시 단현동 294번지 1호  ,2026-06-18
여주시,혜정목장,한우,35,경기도 여주시 북내면 여양2로 727-2,"경기도 여주시 북내면 외룡리 200번지 외 2필지(202-2, 203-7) ",2026-06-18
여주시,삼형제농장,한우,9,경기도 여주시 금사면 건넛말길 22-1,"경기도 여주시 금사면 하호리 236번지 외2필지(236-1,236-2) ",2026-06-18
여주시,채골농장,한우,47,경기도 여주시 점동면 선사길 144-42,경기도 여주시 점동면 처리 136번지 1호  ,2026-06-18
여주시,벧엘농장,한우,25,경기도 여주시 대신면 대신로 300,경기도 여주시 대신면 하림리 289번지 1호  ,2026-06-18
여주시,성원농장,한우,73,경기도 여주시 세종대왕면 중부대로2234번길 62,경기도 여주시 세종대왕면 용은리 394번지 1호  ,2026-06-18
여주시,정담,한우,26,경기도 여주시 흥천면 부흥로 546,"경기도 여주시 흥천면 효지리 3번지 외 3필지(4-4, 4-7, 7-1) ",2026-06-18
여주시,순교농장,한우,53,,경기도 여주시 세종대왕면 오계리 561번지 1호  ,2026-06-18
여주시,일품농장,한우,52,경기도 여주시 대신면 대신2로 419-51,경기도 여주시 대신면 계림리 582번지 6호  ,2026-06-18
여주시,세희목장,한우,10,경기도 여주시 북내면 덕산길 75-55,경기도 여주시 북내면 덕산리 423번지  ,2026-06-18
여주시,우만농장,한우,45,,경기도 여주시 우만동 65번지 2호 외1필지(64-1) ,2026-06-18
여주시,청아농장,한우,7,경기도 여주시 점동면 처리2길 193,경기도 여주시 점동면 처리 65번지  ,2026-06-18
여주시,거성목장,한우,4,,경기도 여주시 흥천면 신근리 248번지 37호  ,2026-06-18
여주시,백두농원,한우,27,경기도 여주시 세종대왕면 중부대로2629번길 54-22,경기도 여주시 세종대왕면 번도리 894번지 7호  ,2026-06-18
여주시,종현농장,한우,40,경기도 여주시 신단2길 151-39 (우만동),경기도 여주시 우만동 19번지 4호  ,2026-06-18
여주시,명인축산,한우,5,경기도 여주시 점동면 점동로 148,경기도 여주시 점동면 사곡리 317번지 4호  ,2026-06-18
여주시,창순농장,한우,14,경기도 여주시 세종대왕면 능여로 291-10,경기도 여주시 세종대왕면 오계리 378번지 4호  ,2026-06-18
여주시,진호농장,한우,10,경기도 여주시 세종대왕면 중부대로 2510-48,경기도 여주시 세종대왕면 신지리 7번지  ,2026-06-18
여주시,세명농장,한우,16,,경기도 여주시 하거동 217번지  ,2026-06-18
여주시,복길농장,한우,14,,경기도 여주시 능현동 51번지 1호  ,2026-06-18
여주시,푸른들농장,한우,64,경기도 여주시 강천면 적금리길 72-41,경기도 여주시 강천면 적금리 228번지 1호  ,2026-06-18
여주시,반야월축산,한우,11,경기도 여주시 북내면 여강로 55-6,경기도 여주시 북내면 가정리 344번지 2호  ,2026-06-18
여주시,홍인목장,한우,45,경기도 여주시 흥천면 방죽안길 28-14,경기도 여주시 흥천면 신근리 251번지 7호 외 1필지(251-8) ,2026-06-18
여주시,가래뜰농장,한우,26,경기도 여주시 여양로 571-53 (오금동),경기도 여주시 오금동 334번지 2호  ,2026-06-18
여주시,용두농장,한우,160,경기도 여주시 가남읍 건은로 82-36,경기도 여주시 가남읍 건장리 167번지 1호  ,2026-06-18
여주시,지은농장,한우,10,경기도 여주시 신단2길 151-54 (단현동),경기도 여주시 단현동 334번지 1호  ,2026-06-18
여주시,원심농장,한우,8,경기도 여주시 강천면 원심동1길 15,경기도 여주시 강천면 도전리 641번지 15호  ,2026-06-18
여주시,도장골농장,한우,31,경기도 여주시 금사면 도장길 3-2,경기도 여주시 금사면 도곡리 492번지 1호 외1필지(493-3) ,2026-06-18
여주시,이씨네농장,한우,9,,경기도 여주시 산북면 용담리 95번지 3호  ,2026-06-18
여주시,가은농장,한우,4,경기도 여주시 북내면 덕산길 100-15,경기도 여주시 북내면 덕산리 197번지  ,2026-06-18
여주시,진아농장,한우,7,경기도 여주시 가남읍 신해3길 142,경기도 여주시 가남읍 신해리 68번지  ,2026-06-18
여주시,가정농장,한우,15,경기도 여주시 북내면 여강로 3,경기도 여주시 북내면 가정리 367번지 5호 외 1필지(462) ,2026-06-18
여주시,뱅이골농장,한우,41,경기도 여주시 강천면 강천로 232-23,경기도 여주시 강천면 강천리 373번지 1호  ,2026-06-18
여주시,여흥농장,한우,80,경기도 여주시 가남읍 신해1길 15-25,경기도 여주시 가남읍 신해리 344번지 6호  ,2026-06-18
여주시,구터목장,한우,23,경기도 여주시 흥천면 시광길 37-27 (외1필지(858-14)),경기도 여주시 흥천면 신근리 858번지 1호 외1필지(858-14) ,2026-06-18
여주시,원비목장,한우,9,경기도 여주시 세종대왕면 능서로 246-13,경기도 여주시 세종대왕면 구양리 261번지  ,2026-06-18
여주시,매화농원,한우,121,경기도 여주시 세종대왕면 매양로 129-66,경기도 여주시 세종대왕면 매화리 226번지 2호  ,2026-06-18
여주시,샘뜰농장,한우,64,경기도 여주시 흥천면 남산로 152-57,경기도 여주시 흥천면 상대리 427번지 4호  ,2026-06-18
여주시,고성농장,한우,22,경기도 여주시 가남읍 건은로 86,경기도 여주시 가남읍 대신리 109번지  ,2026-06-18
여주시,정성농장,한우,9,"경기도 여주시 삼교3길 64 (삼교동,외1필지(109-3))",경기도 여주시 삼교동 109번지 1호 외1필지(109-3) ,2026-06-18
여주시,성환농장,한우,25,,경기도 여주시 대신면 송촌리 423번지 1호  ,2026-06-18
여주시,샘실농원,한우,15,경기도 여주시 흥천면 남산로 428-42,경기도 여주시 흥천면 하다리 324번지  ,2026-06-18
여주시,백바우농장,한우,12,,경기도 여주시 흥천면 신근리 472번지  ,2026-06-18
여주시,스마트농장,한우,38,,경기도 여주시 흥천면 신근리 236번지  ,2026-06-18
여주시,플러스농장,한우,2,경기도 여주시 점동면 선사길 314-81,경기도 여주시 점동면 흔암리 237번지  ,2026-06-18
여주시,수정목장,한우,75,경기도 여주시 세종대왕면 매양로 129-111,경기도 여주시 세종대왕면 양거리 104번지 3호 외 1필지(103) ,2026-06-18
여주시,재우스팜농장,한우,7,경기도 여주시 강천면 곱새기로 22-1,"경기도 여주시 강천면 간매리 115번지 1호 외2필지(112-1,115-2) ",2026-06-18
여주시,북성농장,한우,21,경기도 여주시 세종대왕면 북성산로 118-34,경기도 여주시 세종대왕면 신지리 35번지  ,2026-06-18
여주시,동일농장,한우,28,,경기도 여주시 강천면 걸은리 739번지  ,2026-06-18
여주시,서현농장,한우,26,경기도 여주시 가남읍 대신리길 263,경기도 여주시 가남읍 대신리 228번지 1호 외2필지 ,2026-06-18
여주시,JK농장,한우,130,경기도 여주시 가남읍 신해1길 127,경기도 여주시 가남읍 신해리 275번지 2호 외2필지 ,2026-06-18
여주시,순암농장,한우,6,경기도 여주시 북내면 여강로 507,경기도 여주시 북내면 장암리 305번지 2호  ,2026-06-18
여주시,신율농장,한우,3,경기도 여주시 흥천면 신율로 281,경기도 여주시 흥천면 율극리 156번지 17호 외2필지 ,2026-06-18
여주시,대성목장,한우,186,경기도 여주시 가남읍 금당2길 89-17,경기도 여주시 가남읍 금당리 514번지 3호  ,2026-06-18
여주시,대복농장,한우,9,경기도 여주시 대신면 후포1길 114-12,경기도 여주시 대신면 후포리 352번지 1호  ,2026-06-18
여주시,새중앙목장,한우,50,경기도 여주시 가남읍 대신리길 249,경기도 여주시 가남읍 대신리 234번지  ,2026-06-18
여주시,장수복부발농장,한우,44,경기도 여주시 흥천면 흥천로 250-13,경기도 여주시 흥천면 신근리 3번지 2호 외1필지(3-3) ,2026-06-18
여주시,부발농장,한우,78,경기도 여주시 흥천면 흥천로 250-13,경기도 여주시 흥천면 신근리 3번지 4호  ,2026-06-18
여주시,요한농장,한우,15,,경기도 여주시 가남읍 오산리 280번지 1호  ,2026-06-18
여주시,덕규농장,한우,0,경기도 여주시 강천면 웃설만이길 127,경기도 여주시 강천면 강천리 16번지 7호  ,2026-06-18
여주시,신해농장,한우,8,경기도 여주시 가남읍 신해1길 127-1,경기도 여주시 가남읍 신해리 235번지  ,2026-06-18
여주시,신근목장,한우,38,경기도 여주시 흥천면 신근안터길 84,경기도 여주시 흥천면 신근리 680번지 19호 외1필지 ,2026-06-18
여주시,양산목장,한우,8,경기도 여주시 대신면 대신2로 374-47,경기도 여주시 대신면 계림리 252번지  ,2026-06-18
여주시,경미농장,한우,87,,경기도 여주시 가남읍 신해리 15번지 1호 외1필지(15-2) ,2026-06-18
여주시,광현농장,한우,70,경기도 여주시 점동면 성주로 990-9,경기도 여주시 점동면 당진리 296번지 1호  ,2026-06-18
여주시,손**농장,한우,60,,경기도 여주시 세종대왕면 양거리 509번지 외 1필지(541-3) ,2026-06-18
여주시,안산목장,한우,15,경기도 여주시 점동면 처리2길 24,경기도 여주시 점동면 처리 160번지  ,2026-06-18
여주시,송산목장,한우,137,경기도 여주시 주내로 699-136 (삼교동),경기도 여주시 삼교동 14번지  ,2026-06-18
여주시,농업회사법인 유한회사 삼호한우농장,한우,300,"경기도 여주시 가남읍 대신리길 202-14 (가남읍 대신리 318, 318-1, 318-2)","경기도 여주시 가남읍 대신리 318번지 외2필지(318-1, 318-2) ",2026-06-18
여주시,규원농장,한우,128,경기도 여주시 세종대왕면 부능로 81-46,경기도 여주시 세종대왕면 용은리 509번지  ,2026-06-18
여주시,장휘농장,한우,5,경기도 여주시 대신면 송촌2길 116-20,경기도 여주시 대신면 송촌리 261번지 2호  ,2026-06-18
여주시,오금농장,한우,33,경기도 여주시 오금2길 109-47 (오금동),경기도 여주시 오금동 7번지 2호  ,2026-06-18
여주시,정원한우목장,한우,40,경기도 여주시 명성로 164-42 (능현동),경기도 여주시 능현동 85번지 1호 외1필지(85-2) ,2026-06-18
여주시,가정농장,한우,6,경기도 여주시 북내면 가정2길 10-10,경기도 여주시 북내면 가정리 220번지 9호  ,2026-06-18
여주시,천우목장,한우,150,경기도 여주시 가남읍 가남로 772,경기도 여주시 가남읍 금곡리 326번지 1호  ,2026-06-18
여주시,한우리 농장,한우,97,경기도 여주시 세종대왕면 여주남로 390-73,경기도 여주시 세종대왕면 오계리 252번지 1호  ,2026-06-18
여주시,둥지농장,한우,27,"경기도 여주시 북내면 여양2로 796-3, 외 1필지(35번지)",경기도 여주시 북내면 외룡리 34번지 1호 외 1필지(35번지) ,2026-06-18
여주시,광명목장,한우,278,경기도 여주시 점동면 성주로 509-65,경기도 여주시 점동면 관한리 724번지 외1필지 ,2026-06-18
여주시,광현목장,한우,4,경기도 여주시 대신면 상구2길 25,경기도 여주시 대신면 상구리 354번지 1호  ,2026-06-18
여주시,서진목장,한우,7,경기도 여주시 가남읍 금당4길 54-5,경기도 여주시 가남읍 금당리 57번지 4호  ,2026-06-18
여주시,오양골파나타,한우,57,경기도 여주시 금사면 금품2로 871-8,경기도 여주시 금사면 도곡리 193번지  ,2026-06-18
여주시,규성농장,한우,24,경기도 여주시 흥천면 청당길 93-75,경기도 여주시 흥천면 대당리 43번지 9호  ,2026-06-18
여주시,재석농장,한우,38,경기도 여주시 흥천면 방죽안길 83,경기도 여주시 흥천면 신근리 677번지 12호  ,2026-06-18
여주시,상구농장,한우,14,경기도 여주시 대신면 상구3길 44-34,경기도 여주시 대신면 상구리 179번지 2호 외 1필지 ,2026-06-18
여주시,시연축산,한우,100,,경기도 여주시 가남읍 대신리 232번지 1호  ,2026-06-18
여주시,승우목장,한우,7,경기도 여주시 대신면 상구2길 34-18,경기도 여주시 대신면 상구리 11번지  ,2026-06-18
여주시,선진농장,한우,108,경기도 여주시 가남읍 일신로 156-49,"경기도 여주시 가남읍 신해리 17번지 외2필지(17-1,19-1) ",2026-06-18
여주시,능서농장,한우,8,경기도 여주시 세종대왕면 안양동1길 154,경기도 여주시 세종대왕면 구양리 419번지 4호  ,2026-06-18
여주시,유빈농장,한우,6,경기도 여주시 가남읍 연삼로 158-57,경기도 여주시 가남읍 연대리 139번지 1호  ,2026-06-18
여주시,대성농장,한우,10,경기도 여주시 강천면 말개미길 22-1,경기도 여주시 강천면 걸은리 697번지 3호  ,2026-06-18
여주시,천우목장,한우,60,경기도 여주시 강천면 가정긴골길 36-1,경기도 여주시 강천면 이호리 338번지 9호  ,2026-06-18
여주시,오대양목장,한우,40,경기도 여주시 대신면 대신로 321,경기도 여주시 대신면 하림리 300번지 2호  ,2026-06-18
여주시,성원농장,한우,128,경기도 여주시 세종대왕면 중부대로 2259-49,경기도 여주시 세종대왕면 용은리 37번지 8호 외 1필지(-9) ,2026-06-18
여주시,주희농장,한우,17,경기도 여주시 대신면 대신1로 135-9,경기도 여주시 대신면 초현리 43번지  ,2026-06-18
여주시,큰시원목장,한우,2,경기도 여주시 대신면 후포1길 260,경기도 여주시 대신면 후포리 69번지  ,2026-06-18
여주시,한일농장2,한우,70,경기도 여주시 가남읍 신해1길 119,경기도 여주시 가남읍 신해리 218번지 5호  ,2026-06-18
여주시,선재목장,한우,90,경기도 여주시 점동면 장여로 679,경기도 여주시 점동면 덕평리 570번지  ,2026-06-18
여주시,금**농장,한우,16,경기도 여주시 세종대왕면 안양동1길 142,경기도 여주시 세종대왕면 구양리 459번지 19호  ,2026-06-18
여주시,우리목장,한우,52,경기도 여주시 산북면 금품2로 101-24,경기도 여주시 산북면 송현리 350번지  ,2026-06-18
여주시,삼주농장,한우,27,경기도 여주시 신단2길 151-43 (우만동),경기도 여주시 우만동 24번지 4호  ,2026-06-18
여주시,채은농장,한우,16,경기도 여주시 흥천면 능북로 168,경기도 여주시 흥천면 율극리 245번지 1호  ,2026-06-18
여주시,제일농장,한우,44,경기도 여주시 가남읍 금당3길 58,경기도 여주시 가남읍 금당리 234번지  ,2026-06-18
여주시,태양목장,한우,135,경기도 여주시 세종대왕면 중부대로2234번길 53-65,경기도 여주시 세종대왕면 용은리 721번지 3호  ,2026-06-18
여주시,강골목장,한우,71,경기도 여주시 장여로 1451-42 (삼교동),경기도 여주시 삼교동 382번지  ,2026-06-18
여주시,은정농장,한우,60,경기도 여주시 흥천면 부흥로 371-49,경기도 여주시 흥천면 대당리 245번지 외 1필지(246번지) ,2026-06-18
여주시,대승농장,한우,2,경기도 여주시 가남읍 매양로 353-6,경기도 여주시 가남읍 상활리 533번지  ,2026-06-18
여주시,두진농장,한우,15,경기도 여주시 흥천면 부흥로 514-22,경기도 여주시 흥천면 효지리 246번지 외 1필지 ,2026-06-18
여주시,금강목장,한우,4,경기도 여주시 세종대왕면 안양동1길 112,경기도 여주시 세종대왕면 구양리 478번지 1호  ,2026-06-18
여주시,승리목장,한우,22,경기도 여주시 강천면 원심동2길 13,경기도 여주시 강천면 도전리 587번지 1호  ,2026-06-18
여주시,부흥농장,한우,35,,경기도 여주시 흥천면 효지리 281번지 2호  ,2026-06-18
여주시,부흥농장2,한우,15,경기도 여주시 흥천면 부흥로 553,경기도 여주시 흥천면 효지리 281번지 5호  ,2026-06-18
여주시,창혁목장,한우,23,경기도 여주시 가남읍 헌바디길 23-88,경기도 여주시 가남읍 상활리 469번지 5호  ,2026-06-18
여주시,삼형제농원,한우,89,경기도 여주시 세종대왕면 양거1길 136,경기도 여주시 세종대왕면 양거리 513번지 2호  ,2026-06-18
여주시,다산목장,한우,37,경기도 여주시 대신면 여양1로 166-20,경기도 여주시 대신면 천서리 36번지  ,2026-06-18
여주시,홍**농장,한우,5,경기도 여주시 대신면 대신2로 419-27,경기도 여주시 대신면 계림리 360번지 4호  ,2026-06-18
여주시,수희농장,한우,22,,경기도 여주시 대신면 천서리 104번지  ,2026-06-18
여주시,초현목장,한우,5,,경기도 여주시 대신면 무촌리 192번지 1호 외 1필지 ,2026-06-18
여주시,선규농장,한우,4,경기도 여주시 연라4길 11 (연라동),경기도 여주시 연라동 495번지 4호  ,2026-06-18
여주시,광구농장,한우,2,경기도 여주시 금사면 소유실길 194-22,경기도 여주시 금사면 소유리 176번지 외 1필지(174) ,2026-06-18
여주시,대** 목장,한우,193,경기도 여주시 흥천면 신근안터길 102,경기도 여주시 흥천면 신근리 680번지 12호 외 1필지(680-33) ,2026-06-18
여주시,중암농장,한우,8,,경기도 여주시 북내면 중암리 549번지 6호  ,2026-06-18
여주시,이**농장,한우,7,경기도 여주시 대신면 천서2길 49-69,경기도 여주시 대신면 천서리 109번지 2호  ,2026-06-18
여주시,평촌농장,한우,25,경기도 여주시 북내면 여양2로 932-15,경기도 여주시 북내면 내룡리 69번지 2호 외 1필지(69-5) ,2026-06-18
여주시,주암농장,한우,30,경기도 여주시 북내면 여양2로 1089,경기도 여주시 북내면 주암리 360번지  ,2026-06-18
여주시,영원목장,젖소,79,경기도 여주시 북벌로 75 (상거동),경기도 여주시 상거동 284번지 외1필지(41-3) ,2026-06-18
여주시,모리아목장,젖소,157,경기도 여주시 흥천면 이여로 934-20,경기도 여주시 흥천면 문장리 287번지 6호  ,2026-06-18
여주시,대성목장,젖소,78,경기도 여주시 대신면 풍양1길 171,경기도 여주시 대신면 초현리 471번지 2호 외 1필지(471-3) ,2026-06-18
여주시,금곡목장,젖소,103,경기도 여주시 점동면 장여로 643-22,"경기도 여주시 점동면 덕평리 572번지 9호 외 4필지(-15, -16, -22, -24) ",2026-06-18
여주시,수목농장,젖소,50,경기도 여주시 금사면 점뜰길 27-26,경기도 여주시 금사면 금사리 450번지  ,2026-06-18
여주시,신초원목장,젖소,84,경기도 여주시 대신면 현풍길 51,경기도 여주시 대신면 무촌리 152번지 1호 외2필지 ,2026-06-18
여주시,광진축산,젖소,133,경기도 여주시 북내면 여양2로 769,경기도 여주시 북내면 외룡리 20번지 5호  ,2026-06-18
여주시,장희목장,젖소,123,경기도 여주시 점동면 장여로 680-7,경기도 여주시 점동면 덕평리 543번지 44호  ,2026-06-18
여주시,주선목장,젖소,115,경기도 여주시 세종대왕면 구양1길 38,"경기도 여주시 세종대왕면 구양리 203번지 1호 외 2필지(-2, -5) ",2026-06-18
여주시,은회목장,젖소,70,경기도 여주시 가남읍 금곡길 17,경기도 여주시 가남읍 금곡리 111번지  ,2026-06-18
여주시,효정목장,젖소,100,경기도 여주시 점동면 가남로 988-26,경기도 여주시 점동면 청안리 582번지 1호 외2필지 ,2026-06-18
여주시,대건목장,젖소,170,경기도 여주시 가남읍 가남로 866-63,"경기도 여주시 가남읍 금곡리 260번지 1호 외 4필지(-3, -7, -9) ",2026-06-18
여주시,광정목장,젖소,36,경기도 여주시 대신면 천서2길 37 (외3필지),경기도 여주시 대신면 천서리 180번지 외3필지 ,2026-06-18
여주시,김**목장,젖소,32,경기도 여주시 대신면 여양1로 510-42 (외1필지),경기도 여주시 대신면 계림리 180번지 6호 외1필지 ,2026-06-18
여주시,노다지목장,젖소,130,경기도 여주시 점동면 한밭들길 45,경기도 여주시 점동면 관한리 355번지  ,2026-06-18
여주시,김포목장,젖소,60,경기도 여주시 가남읍 금당5길 70-36 (외1필지),경기도 여주시 가남읍 금당리 42번지 외1필지 ,2026-06-18
여주시,대륙목장,젖소,418,경기도 여주시 점동면 가남로 950-11,"경기도 여주시 점동면 청안리 555번지 외7필지(522-6, -7, -8, -11, -12, -13, 556) ",2026-06-18
여주시,항아골목장,젖소,55,경기도 여주시 가남읍 삼정길 27-61,경기도 여주시 가남읍 송림리 101번지 11호  ,2026-06-18
여주시,진희목장,젖소,100,경기도 여주시 가남읍 송삼로 365 (외2필지),경기도 여주시 가남읍 송림리 392번지 외2필지 ,2026-06-18
여주시,거창목장,젖소,270,경기도 여주시 가남읍 삼정길 170,"경기도 여주시 가남읍 송림리 64번지 외 3필지(64-1, 65, 72-2) ",2026-06-18
여주시,그랑프리목장,젖소,37,경기도 여주시 대신면 여양1로 111,경기도 여주시 대신면 천서리 26번지  ,2026-06-18
여주시,소리목장,젖소,55,경기도 여주시 세종대왕면 양거1길 52,경기도 여주시 세종대왕면 양거리 579번지 1호  ,2026-06-18
여주시,임마누엘목장,젖소,129,경기도 여주시 가남읍 가남로 700-36,"경기도 여주시 가남읍 연대리 445번지 2호 외2필지(442-1,446) ",2026-06-18
여주시,왕일목장,젖소,457,경기도 여주시 가남읍 가남로 237-29,"경기도 여주시 가남읍 양귀리 43번지 1호 외 6필지(44, 45, 45-3, 45-4, 46, 722) ",2026-06-18
여주시,흥천목장,젖소,64,경기도 여주시 흥천면 시랏길 109 (외2필지),경기도 여주시 흥천면 내사리 60번지 4호 외2필지 ,2026-06-18
여주시,가람목장,젖소,74,경기도 여주시 흥천면 안시랏길 94-26,"경기도 여주시 흥천면 내사리 60번지 3호 외 3필지(60-5, 61-2, 62) ",2026-06-18
여주시,기동목장,젖소,69,경기도 여주시 흥천면 안시랏길 67,"경기도 여주시 흥천면 내사리 214번지 6호 외4필지(214-2,214-5,240-2,214-5) ",2026-06-18
여주시,여주목장,젖소,70,"경기도 여주시 흥천면 안시랏길 34, 38","경기도 여주시 흥천면 내사리 56번지 1호 외 6필지(57, 63, -1, 64-1, 246-1, -2) ",2026-06-18
여주시,예안목장,젖소,101,경기도 여주시 흥천면 흥천로 423-9,"경기도 여주시 흥천면 효지리 179번지 3호 외 11필지(-6, -7, -8, -9, -10, -35, 181, -14, -29, 182-11, -12) ",2026-06-18
여주시,양화목장,젖소,25,경기도 여주시 흥천면 내양1길 11-64,경기도 여주시 흥천면 귀백리 2번지 4호  ,2026-06-18
여주시,한성목장,젖소,70,경기도 여주시 흥천면 금대울로 119-6,경기도 여주시 흥천면 복대리 497번지 1호 외 1필지(498) ,2026-06-18
여주시,종현목장,젖소,40,경기도 여주시 오금2길 178 (오금동),경기도 여주시 오금동 64번지  ,2026-06-18
여주시,영덕목장,젖소,60,경기도 여주시 오금2길 184 (오금동),경기도 여주시 오금동 65번지  ,2026-06-18
여주시,석두목장,젖소,82,경기도 여주시 북내면 중암2길 121,"경기도 여주시 북내면 중암리 268번지 외 7필지(-6, 269, 270, 271, 274-5, -6, -7) ",2026-06-18
여주시,일산목장,젖소,54,경기도 여주시 북내면 선돌로 164 (외1필지),경기도 여주시 북내면 덕산리 63번지 4호 외1필지 ,2026-06-18
여주시,안양목장,젖소,145,경기도 여주시 북내면 여양2로 727-46 (외4필지),경기도 여주시 북내면 외룡리 139번지 1호 외4필지 ,2026-06-18
여주시,증골목장,젖소,50,경기도 여주시 북내면 상교2길 90,경기도 여주시 북내면 상교리 296번지  ,2026-06-18
여주시,희정목장,젖소,70,경기도 여주시 북내면 상교2길 22 (외1필지),경기도 여주시 북내면 상교리 213번지 외1필지 ,2026-06-18
여주시,우두산목장,젖소,62,경기도 여주시 북내면 상교3길 108,경기도 여주시 북내면 상교리 386번지 2호  ,2026-06-18
여주시,가나안목장,젖소,100,경기도 여주시 세종대왕면 여술길 170,경기도 여주시 세종대왕면 매류리 320번지 2호 외 1필지(320-1) ,2026-06-18
여주시,태영목장,젖소,211,경기도 여주시 세종대왕면 월평로 471,경기도 여주시 세종대왕면 광대리 267번지 1호 외 6필지 ,2026-06-18
여주시,가원목장,젖소,70,경기도 여주시 세종대왕면 광대2길 89,경기도 여주시 세종대왕면 광대리 185번지 6호  ,2026-06-18
여주시,봉규목장,젖소,37,경기도 여주시 세종대왕면 오리울길 27-39,경기도 여주시 세종대왕면 오계리 530번지  ,2026-06-18
여주시,음촌목장,젖소,70,경기도 여주시 흥천면 금대울로 61,경기도 여주시 흥천면 복대리 612번지 1호  ,2026-06-18
