사업장명칭,주사육업종,사업장소재지(지번),사육두수
시온농장,한우,전남광주통합특별시 해남군 화산면 석호리 618번지 외 1필지 ,25
재성축산,한우,전남광주통합특별시 해남군 황산면 한자리 81번지 2호 외 2필지 ,15
미소농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1600번지  ,23
거목축산,육우,전남광주통합특별시 해남군 마산면 학의리 1221번지  ,16
채열농장,한우,전남광주통합특별시 해남군 현산면 조산리 9번지  ,20
삼정축산,한우,전남광주통합특별시 해남군 문내면 학동리 1635번지 1호 및 1635-2 ,47
산수골농장2,한우,전남광주통합특별시 해남군 현산면 만안리 67번지 1호  ,10
문내흑염소농장,염소,전남광주통합특별시 해남군 문내면 동외리 7번지 4호  ,150
농업회사법인 유한회사 한우야,한우,전남광주통합특별시 해남군 화원면 산호리 607번지 3호 외 6필지 ,120
신안1호농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1450번지  ,5
민연축사,한우,전남광주통합특별시 해남군 북평면 와룡리 222번지 1호 외 1필지 ,9
재호농장,한우,전남광주통합특별시 해남군 옥천면 신죽리 226번지 외 1필지 ,40
유명농장,한우,전남광주통합특별시 해남군 문내면 석교리 225번지  ,50
박영애농장,한우,전남광주통합특별시 해남군 계곡면 잠두리 385번지 11호  ,29
통일농장,한우,전남광주통합특별시 해남군 해남읍 복평리 261번지 17호 외 1필지 ,45
명우축산,한우,전남광주통합특별시 해남군 해남읍 내사리 413번지 1호 외 2필지 ,40
정현축산,한우,전남광주통합특별시 해남군 삼산면 원진리 555번지 외 1필지 ,30
시온농장,한우,전남광주통합특별시 해남군 마산면 학의리 343번지 3호 외 1필지 ,30
요한이네농장,한우,"전남광주통합특별시 해남군 해남읍 내사리 569번지 , 566-4 ",27
큰뿌리농장,한우,전남광주통합특별시 해남군 계곡면 가학리 228번지 32호  ,9
응접골,한우,전남광주통합특별시 해남군 화산면 금풍리 501번지 3호  ,6
두성1,한우,전남광주통합특별시 해남군 마산면 노하리 618번지 4호 (1동) ,2
두성2,한우,전남광주통합특별시 해남군 마산면 노하리 618번지 4호 (2동) ,1
일성한우농장,한우,전남광주통합특별시 해남군 화원면 장춘리 190번지  ,52
나온농장,한우,전남광주통합특별시 해남군 북일면 금당리 686번지 1호  ,90
거성농장,한우,전남광주통합특별시 해남군 황산면 일신리 14번지 6호 외 1필지 ,18
그린농장,한우,전남광주통합특별시 해남군 해남읍 용정리 520번지 1호 및 520 ,10
대원농장,한우,전남광주통합특별시 해남군 계곡면 사정리 456번지  ,5
한아름축산,한우,전남광주통합특별시 해남군 황산면 일신리 155번지 5호  ,47
우리농장,한우,전남광주통합특별시 해남군 현산면 월송리 1350번지 외 1필지 ,23
강민재농장,한우,전남광주통합특별시 해남군 황산면 일신리 640번지 2호  ,54
나래농장,한우,전남광주통합특별시 해남군 해남읍 용정리 70번지 2호 외 2필지 ,80
신용축산,한우,전남광주통합특별시 해남군 북평면 와룡리 652번지 6호  ,4
화성농장,한우,전남광주통합특별시 해남군 황산면 관춘리 25번지 1호  ,9
부동축산,한우,전남광주통합특별시 해남군 황산면 한자리 171번지 1호  ,8
태호축사,한우,전남광주통합특별시 해남군 현산면 읍호리 1018번지  ,3
서민홍축사,한우,전남광주통합특별시 해남군 옥천면 용동리 1121번지  ,7
우수영흑염소농장,염소,전남광주통합특별시 해남군 문내면 선두리 175번지  ,250
가나목장,한우,전남광주통합특별시 해남군 해남읍 용정리 77번지 19호  ,30
금쇄동농장,한우,전남광주통합특별시 해남군 현산면 구시리 189번지 3호 외 1필지 ,6
양지농장,한우,전남광주통합특별시 해남군 북평면 이진리 512번지  ,8
난축산,한우,전남광주통합특별시 해남군 현산면 덕흥리 581번지 제1동 ,60
지안농장,한우,전남광주통합특별시 해남군 삼산면 원진리 1200번지  ,17
한양축산 2농장,한우,전남광주통합특별시 해남군 현산면 황산리 788번지 2호  ,32
김송란축사,한우,전남광주통합특별시 해남군 해남읍 용정리 683번지  ,1
대진축산 2농산,한우,전남광주통합특별시 해남군 산이면 초송리 158번지 1호  ,28
양회출축사,한우,전남광주통합특별시 해남군 화산면 석호리 260번지 1호  ,4
한양축산 3농장,한우,전남광주통합특별시 해남군 현산면 조산리 1023번지 1호  ,50
난축산 2농장,한우,전남광주통합특별시 해남군 현산면 덕흥리 581번지 제2동 ,15
선호농장,한우,전남광주통합특별시 해남군 화산면 가좌리 72번지  ,18
오량축산,한우,전남광주통합특별시 해남군 산이면 노송리 632번지 (마산면 학의리 1322 외 1필지) ,7
지인농장,한우,전남광주통합특별시 해남군 화산면 안호리 660번지 4호  ,7
하얀농장,한우,전남광주통합특별시 해남군 산이면 대진리 342번지 3호  ,5
용샘축산,한우,전남광주통합특별시 해남군 황산면 일신리 1번지 10호  ,6
영웅축산,한우,전남광주통합특별시 해남군 북일면 운전리 1462번지 5호  ,15
만대산자연농원,한우,전남광주통합특별시 해남군 마산면 외호리 63번지 3호  ,8
안양축산,한우,"전남광주통합특별시 해남군 현산면 조산리 85번지 2호 외 4필지( 85-3, -6, -8, -11) ",97
땅끝우림농장,한우,전남광주통합특별시 해남군 삼산면 상가리 841번지 10호  ,6
장영분축사,한우,전남광주통합특별시 해남군 해남읍 신안리 229번지  ,5
거북축산,한우,전남광주통합특별시 해남군 송지면 소죽리 993번지 2호  ,0
지민축산,한우,전남광주통합특별시 해남군 해남읍 내사리 992번지 18호 (제2동) ,10
월금농장,한우,전남광주통합특별시 해남군 송지면 금강리 821번지  ,12
신인축산,한우,전남광주통합특별시 해남군 북평면 이진리 975번지 4호  ,20
한성농장,한우,"전남광주통합특별시 해남군 화산면 월호리 864-1, 864-6, 873, 873-1, 가좌리 516, 517 ",60
실로암5농장,한우,전남광주통합특별시 해남군 북일면 운전리 1462번지 18호  ,44
고천암축사,한우,전남광주통합특별시 해남군 화산면 연곡리 808번지 3호  ,16
상가농장,한우,전남광주통합특별시 해남군 삼산면 상가리 807번지 4호  ,80
바우축산,한우,전남광주통합특별시 해남군 산이면 부동리 747번지 14호  ,85
대흥축산,한우,전남광주통합특별시 해남군 해남읍 남천리 684번지 외 1필지 ,4
저상목장,한우,전남광주통합특별시 해남군 화원면 영호리 722번지 1호  ,8
부길축산,한우,전남광주통합특별시 해남군 화산면 부길리 771번지 3호 외 1필지(771-4) ,23
윤식축사,한우,전남광주통합특별시 해남군 화원면 후산리 164번지  ,9
수민농장,한우,전남광주통합특별시 해남군 화원면 후산리 119번지  ,72
창암농장 2농장,한우,전남광주통합특별시 해남군 마산면 연구리 1116번지 16호  ,55
송천축산 2농장,한우,전남광주통합특별시 해남군 산이면 송천리 293번지 외 1필지(산8-3) ,30
누리축산,한우,전남광주통합특별시 해남군 현산면 월송리 966번지  ,4
사교농장,한우,전남광주통합특별시 해남군 문내면 용암리 479번지 1호 외 1필지(546-5) ,4
지푸라기농장,한우,전남광주통합특별시 해남군 북일면 금당리 687번지 14호  ,9
은혜농장,한우,전남광주통합특별시 해남군 계곡면 가학리 227번지 6호  ,7
종안농장,한우,전남광주통합특별시 해남군 화원면 성산리 460번지 2호 외 1필지(449-5) ,5
에코팜,한우,전남광주통합특별시 해남군 마산면 학의리 370번지  ,2
선명농장,한우,전남광주통합특별시 해남군 송지면 산정리 1171번지 4호  ,17
하늘농장,한우,전남광주통합특별시 해남군 옥천면 송산리 77번지 외 1필지((78) ,13
은찬농장,한우,전남광주통합특별시 해남군 황산면 일신리 47번지 4호  ,18
야망농장,한우,전남광주통합특별시 해남군 산이면 부동리 35번지 외 1필지 ,2
부성축산,한우,전남광주통합특별시 해남군 북평면 이진리 821번지 외 1필지(823-1) ,70
대풍목장,한우,"전남광주통합특별시 해남군 옥천면 청신리 535번지 3호 외 2필지(535-2, 535-4) ",15
blessed farm,한우,전남광주통합특별시 해남군 옥천면 흑천리 529번지 1호 외 1필지(527) ,18
성만축산 2농장,한우,전남광주통합특별시 해남군 황산면 관춘리 1259번지 42호  ,60
용우농장,한우,전남광주통합특별시 해남군 황산면 관춘리 686번지 11호  ,20
훈축사,한우,전남광주통합특별시 해남군 현산면 조산리 42번지 외 3필지 ,1
대동축산,한우,"전남광주통합특별시 해남군 북일면 내동리 524번지 3호 외 2필지(523-1, 922-24) ",10
만년축산,한우,전남광주통합특별시 해남군 계곡면 잠두리 414번지 8호 외 1필지(414-9) ,62
해광축산,한우,전남광주통합특별시 해남군 황산면 한자리 9번지 외 4필지 ,4
종민농장,한우,전남광주통합특별시 해남군 북일면 운전리 1190번지  ,80
진설미농장,한우,전남광주통합특별시 해남군 북일면 흥촌리 1409번지  ,60
진두축산,한우,전남광주통합특별시 해남군 화산면 송산리 693번지 외 2필지 ,11
승리농장2호,한우,전남광주통합특별시 해남군 삼산면 상가리 807번지 8호  ,23
해일축산,한우,전남광주통합특별시 해남군 삼산면 원진리 1146번지 3호  ,30
만수농장,한우,전남광주통합특별시 해남군 북일면 만수리 644번지 4호 외 1필지(644-23) ,15
황금축사,한우,전남광주통합특별시 해남군 삼산면 신흥리 925번지 3호  ,30
승은축산,한우,전남광주통합특별시 해남군 현산면 구산리 295-2번지  ,24
덕진농장 2농장,한우,전남광주통합특별시 해남군 화산면 금풍리 508번지 3호 외1필지(508-6번지) ,80
도솔축산,한우,전남광주통합특별시 해남군 송지면 마봉리 188번지  ,2
한준덕농장,한우,전남광주통합특별시 해남군 삼산면 구림리 840번지 6호  ,3
상가목장,육우,"전남광주통합특별시 해남군 삼산면 상가리 422번지 4호 외 3필지(422-7,-8,-13) ",160
까마또농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1602번지  ,7
광준농장,한우,전남광주통합특별시 해남군 북평면 동해리 896번지  ,3
개미농장 2농장,한우,전남광주통합특별시 해남군 화산면 부길리 842번지 2호  ,32
승환축사,한우,전남광주통합특별시 해남군 문내면 무고리 897번지  ,7
채원농장,한우,전남광주통합특별시 해남군 황산면 한자리 244번지 2호 외 1필지(246-42) ,10
나라축사,한우,전남광주통합특별시 해남군 황산면 외입리 286번지  ,3
최춘식 농장,한우,"전남광주통합특별시 해남군 북일면 신월리 152번지 27호 외 2필지(152-6, 152-28) ",9
김준배농장,한우,전남광주통합특별시 해남군 계곡면 성진리 1015번지 4호  ,12
대광농장 2농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 35번지 외 1필지(35-29) ,3
민성축사,한우,전남광주통합특별시 해남군 현산면 백포리 346번지 1호  ,21
신흥축산,한우,전남광주통합특별시 해남군 삼산면 신흥리 190번지 4호  ,25
김도현목장,한우,전남광주통합특별시 해남군 현산면 덕흥리 580번지 외 1필지(593) ,22
청춘목장,한우,전남광주통합특별시 해남군 옥천면 성산리 128번지 1호  ,20
호남축산,한우,전남광주통합특별시 해남군 마산면 산막리 171번지 5호 외 1필지(172-1) ,20
KS미래목장,한우,전남광주통합특별시 해남군 옥천면 청신리 858번지 9호  ,11
상원농장 투,한우,전남광주통합특별시 해남군 화산면 석호리 1248번지 9호  ,110
다우농장,한우,전남광주통합특별시 해남군 삼산면 원진리 1221번지  ,17
우보축산,한우,전남광주통합특별시 해남군 화산면 방축리 912번지 2호 외 1필지 ,14
소모아농장,한우,전남광주통합특별시 해남군 황산면 호동리 605번지 3호  ,8
이기영농장,한우,전남광주통합특별시 해남군 화산면 안호리 279번지  ,25
탑골농장 2농장,한우,전남광주통합특별시 해남군 현산면 일평리 1005번지 6호  ,47
구성축산2,한우,전남광주통합특별시 해남군 산이면 대진리 677번지 8호  ,20
국대농장,한우,전남광주통합특별시 해남군 문내면 동외리 515번지 6호  ,16
홍이농장,한우,전남광주통합특별시 해남군 마산면 용전리 387번지 8호  ,56
땅끝마을농장,한우,전남광주통합특별시 해남군 현산면 월송리 874번지 5호  ,9
행복나루터2,한우,전남광주통합특별시 해남군 해남읍 신안리 302번지 및 301 ,54
천하농장,돼지,전남광주통합특별시 해남군 삼산면 평활리 1104번지 4호 외1필지(충리 1110-15번지) ,50
희창이네 농장,한우,전남광주통합특별시 해남군 삼산면 구림리 843번지 1호  ,36
주원축산,한우,전남광주통합특별시 해남군 삼산면 신흥리 35번지 30호  ,45
산골농장,한우,전남광주통합특별시 해남군 북일면 금당리 520번지 1호 외 1필지(521) ,19
진양한우,한우,전남광주통합특별시 해남군 화산면 안호리 532번지 외 1필지(533) ,20
남형축산,한우,전남광주통합특별시 해남군 현산면 월송리 955번지  ,2
성진축산,한우,전남광주통합특별시 해남군 황산면 일신리 651번지 1호 (2동) ,4
한울목장 2농장,한우,전남광주통합특별시 해남군 북일면 운전리 58번지 (2동) ,63
성일목장,한우,전남광주통합특별시 해남군 황산면 연당리 121번지  ,33
하은농장,한우,전남광주통합특별시 해남군 삼산면 평활리 337번지 7호  ,19
도담축산,한우,전남광주통합특별시 해남군 황산면 일신리 258번지 15호  ,110
광명농장,한우,전남광주통합특별시 해남군 황산면 송호리 729번지 3호  ,9
율동축사,한우,전남광주통합특별시 해남군 화산면 율동리 825번지 2호  ,50
안빈축사,한우,전남광주통합특별시 해남군 해남읍 내사리 1348번지 외 1필지(1350) ,44
대산농장,한우,전남광주통합특별시 해남군 옥천면 대산리 754번지 7호 외 1필지 ,5
퍼시픽 농장,한우,전남광주통합특별시 해남군 문내면 석교리 1959번지 1호  ,8
해남하나농장 2농장,한우,전남광주통합특별시 해남군 옥천면 성산리 398번지 1호  ,11
하준하린 축사,한우,"전남광주통합특별시 해남군 마산면 학의리 784번지 외 2필지(787,787-1번지) ",15
김창선농장,한우,전남광주통합특별시 해남군 황산면 원호리 1126번지 1호  ,2
민지네 농장,한우,전남광주통합특별시 해남군 북일면 운전리 1462번지 15호  ,37
승유진농장,한우,전남광주통합특별시 해남군 산이면 초송리 243번지 2호 외 1필지 ,12
실로암 3농장,한우,전남광주통합특별시 해남군 북일면 운전리 65번지  ,42
황산목장,한우,"전남광주통합특별시 해남군 황산면 관춘리 198번지 4호 외 3필지(198, 198-1, 202-2) ",125
규태농장,한우,전남광주통합특별시 해남군 황산면 외입리 334번지 1호 외 1필지(357) ,4
금성당축사,한우,전남광주통합특별시 해남군 현산면 일평리 1번지  ,12
호남축사,한우,전남광주통합특별시 해남군 황산면 남리리 431번지 외 3필지 ,70
준 농장,한우,전남광주통합특별시 해남군 문내면 동외리 739번지  ,33
육일농장,한우,전남광주통합특별시 해남군 북평면 이진리 820번지 외 4필지 ,140
애솔팜,한우,전남광주통합특별시 해남군 옥천면 월평리 511번지 2호  ,2
이현 2농장,한우,전남광주통합특별시 해남군 삼산면 충리 1039번지  ,70
나주농장,한우,"전남광주통합특별시 해남군 해남읍 복평리 560번지 2호 (나동, 바동) ",28
유진축산,한우,전남광주통합특별시 해남군 북평면 이진리 854번지 2호  ,60
강남진농장,한우,전남광주통합특별시 해남군 북평면 남창리 1313번지 1호  ,15
김정수농장,한우,전남광주통합특별시 해남군 북평면 동해리 101번지 3호  ,12
태성축산,한우,전남광주통합특별시 해남군 북평면 오산리 1019번지 외 1필지 ,43
이여사축사,한우,전남광주통합특별시 해남군 계곡면 법곡리 1211번지  ,13
연축산,한우,전남광주통합특별시 해남군 북일면 용일리 869번지 외 1필지(868-3) ,86
와등2농장,한우,전남광주통합특별시 해남군 황산면 원호리 919번지 16호 외1필지(919-5번지) ,50
호산축사,한우,전남광주통합특별시 해남군 옥천면 영춘리 966번지 5호  ,2
고보용 축산,한우,전남광주통합특별시 해남군 화원면 신덕리 368번지 외 1필지 ,24
조홍득농장,한우,전남광주통합특별시 해남군 마산면 학의리 135번지 1호 외1필지(135번지) ,1
금오농장,한우,전남광주통합특별시 해남군 북평면 오산리 402번지  ,5
일신목장,한우,전남광주통합특별시 해남군 황산면 일신리 589번지 1호 외 1필지 ,12
꿈동산축산,한우,"전남광주통합특별시 해남군 현산면 황산리 103번지 외 2필지(103-15, 103-21) ",4
충평축산,한우,전남광주통합특별시 해남군 문내면 충평리 142번지 1호  ,60
부성축산,한우,전남광주통합특별시 해남군 현산면 백포리 341번지 1호  ,40
보담농장,한우,전남광주통합특별시 해남군 현산면 월송리 935번지  ,28
다은축사,한우,전남광주통합특별시 해남군 현산면 월송리 1502번지 2호  ,20
대박농장,한우,전남광주통합특별시 해남군 화산면 관동리 137번지  ,30
김말례 농장,한우,전남광주통합특별시 해남군 삼산면 원진리 349번지 5호 외 1필지(1105-7) ,14
영원축산,한우,전남광주통합특별시 해남군 현산면 구산리 343번지 1호 (나동) ,76
임대희농장,한우,전남광주통합특별시 해남군 문내면 석교리 457번지  ,9
오명선농장,한우,전남광주통합특별시 해남군 황산면 관춘리 841번지 외 1필지 ,15
다온농장,한우,전남광주통합특별시 해남군 북일면 금당리 602번지  ,42
실로암 5농장,한우,전남광주통합특별시 해남군 북평면 남창리 1060번지 4호  ,3
추관하농장,한우,전남광주통합특별시 해남군 산이면 예정리 383번지 외 2필지 ,106
민호축사,한우,전남광주통합특별시 해남군 계곡면 여수리 1189번지 1호  ,7
하늘목장,한우,전남광주통합특별시 해남군 삼산면 충리 1027번지 4호 외 5필지 ,60
태복수2농장,한우,전남광주통합특별시 해남군 삼산면 봉학리 38번지 7호 외 4필지 ,5
재영농장,한우,전남광주통합특별시 해남군 북일면 금당리 518번지  ,42
우리농장,한우,전남광주통합특별시 해남군 해남읍 백야리 146번지 1호  ,3
정후농장,한우,전남광주통합특별시 해남군 황산면 부곡리 55번지  ,26
예린농장,한우,전남광주통합특별시 해남군 황산면 원호리 3번지  ,100
대박농산,한우,전남광주통합특별시 해남군 산이면 대진리 208번지 6호  ,18
지민축산,한우,전남광주통합특별시 해남군 북일면 흥촌리 541번지  ,4
민영목장,한우,전남광주통합특별시 해남군 옥천면 흑천리 221번지 6호 외 1필지 ,29
고을제일농장,한우,전남광주통합특별시 해남군 북평면 평암리 21번지 2호  ,13
우금리농장,한우,전남광주통합특별시 해남군 산이면 대진리 192번지  ,5
농업회사법인 유한회사 더셀,육계,전남광주통합특별시 해남군 계곡면 반계리 140번지 1호 외 1필지(140-2) ,140000
태지팜,한우,전남광주통합특별시 해남군 문내면 예락리 5번지 1호  ,30
우수흑염소농장,염소,전남광주통합특별시 해남군 문내면 동외리 62번지 3호  ,280
내동농장,한우,전남광주통합특별시 해남군 북일면 내동리 187번지  ,5
형제농장,한우,전남광주통합특별시 해남군 북일면 운전리 1464번지 8호  ,1
록헌농장C,한우,전남광주통합특별시 해남군 해남읍 용정리 59번지 17호  ,30
가재골 2농장,한우,"전남광주통합특별시 해남군 삼산면 상가리 426번지 27호 외 5필지(426-16, -22, -26, -28, -31) ",10
성은축산,한우,"전남광주통합특별시 해남군 삼산면 상가리 422번지 14호 , 422-15 ",3
가학산 흑염소 농장,염소,전남광주통합특별시 해남군 계곡면 가학리 184번지 외 2필지 ,1000
성일목장,한우,"전남광주통합특별시 해남군 송지면 서정리 1402번지 3호 외 2필지(1402-4, 1402-5) ",7
학동목장,한우,전남광주통합특별시 해남군 옥천면 흑천리 46번지  ,2
동구목장,한우,전남광주통합특별시 해남군 옥천면 청신리 228번지 6호  ,4
다은농장,한우,전남광주통합특별시 해남군 마산면 연구리 446번지 2호  ,39
도현축산,한우,전남광주통합특별시 해남군 마산면 노하리 242번지 3호  ,64
수민 일농장,한우,"전남광주통합특별시 해남군 문내면 충평리 147번지 외 1필지, 154 ",60
은호축산,한우,전남광주통합특별시 해남군 해남읍 내사리 449번지 외 2필지 ,10
홍광열농장,한우,전남광주통합특별시 해남군 삼산면 평활리 384번지 3호  ,13
율민축산,한우,"전남광주통합특별시 해남군 송지면 금강리 83번지 외 2필지(84, 1054) ",2
텃골농장2,한우,전남광주통합특별시 해남군 문내면 동외리 1214번지 6호 외 1필지 ,98
농업회사법인(주)워낭 유토피아,한우,"전남광주통합특별시 해남군 마산면 연구리 1017번지 , 1018, 1019, 1020, 1021 ",30
보화목장,한우,전남광주통합특별시 해남군 마산면 연구리 1120번지 17호  ,3
상호농장,한우,전남광주통합특별시 해남군 화원면 장춘리 612번지 6호 외 1필지(612-10) ,20
덕양목장2,젖소,전남광주통합특별시 해남군 옥천면 월평리 763번지 8호 외 3필지(제2동) ,70
영기축사,한우,전남광주통합특별시 해남군 북평면 서홍리 1274번지 2호 외 1필지(291-1) ,11
이비농장,한우,전남광주통합특별시 해남군 화원면 후산리 222번지 외 1필지(221) ,6
형제농장-2,한우,전남광주통합특별시 해남군 북일면 신월리 225번지  ,3
외호축산,한우,"전남광주통합특별시 해남군 마산면 외호리 610번지 ,606 ",35
장광식농장,한우,전남광주통합특별시 해남군 황산면 원호리 443번지  ,60
월송축산,한우,"전남광주통합특별시 해남군 현산면 월송리 165번지 ,675-13 ",10
수아농장,한우,"전남광주통합특별시 해남군 황산면 일신리 313번지 ,313-2 ",15
해우농장,한우,"전남광주통합특별시 해남군 문내면 동외리 63번지 외 2필지(64, 65) ",30
김창진농장,한우,"전남광주통합특별시 해남군 삼산면 봉학리 580번지 ,580-6 ",14
동촌농장,한우,전남광주통합특별시 해남군 북평면 동해리 150번지 4호  ,16
원진축산,한우,전남광주통합특별시 해남군 삼산면 원진리 183번지 6호  ,8
천우2농장,한우,전남광주통합특별시 해남군 계곡면 가학리 227번지 2호  ,40
상아농장2,한우,"전남광주통합특별시 해남군 황산면 한자리 55번지 24호 외 2필지(55-25, 55-28) ",40
솔개재우,한우,전남광주통합특별시 해남군 문내면 석교리 1411번지 2호  ,5
가재골2농장,한우,전남광주통합특별시 해남군 삼산면 상가리 844번지 5호 외 1필지(844-6) ,9
용길축산,한우,"전남광주통합특별시 해남군 현산면 구산리 315번지 1호 ,313-2 ",20
선훈농장,한우,"전남광주통합특별시 해남군 북평면 이진리 808번지 3호 ,808-4,813-4 ",20
늘채움한우 2농장,한우,전남광주통합특별시 해남군 삼산면 원진리 1199번지  ,27
조명수축사,한우,전남광주통합특별시 해남군 현산면 월송리 167번지  ,24
은혜농장2,한우,"전남광주통합특별시 해남군 계곡면 가학리 227번지 13호 ,227-32 ",20
송평농장,한우,"전남광주통합특별시 해남군 화산면 평호리 358번지 ,359-2 ",10
황우축산 2농장,한우,"전남광주통합특별시 해남군 황산면 원호리 950번지 1호 ,132-3, 133-1, 133-2 ",20
서정농장,한우,전남광주통합특별시 해남군 마산면 노하리 977번지 12호  ,50
조홍득농장,한우,전남광주통합특별시 해남군 삼산면 충리 1567번지  ,90
준앤준농장,한우,전남광주통합특별시 해남군 해남읍 백야리 287번지 1호  ,6
하람농장,한우,"전남광주통합특별시 해남군 현산면 조산리 50번지 외 4필지(75, 74-1, 49-1, 44-4) ",0
이용준농장,한우,전남광주통합특별시 해남군 북평면 서홍리 15번지 2호  ,27
창주농장,한우,전남광주통합특별시 해남군 산이면 덕호리 466번지  ,6
사남매농장,한우,전남광주통합특별시 해남군 산이면 부동리 747번지 2호  ,30
민경태농장,한우,전남광주통합특별시 해남군 해남읍 남천리 177번지 외 1필지(306-1) ,11
민정욱농장,한우,전남광주통합특별시 해남군 마산면 노하리 562번지 4호  ,6
미남목장,한우,"전남광주통합특별시 해남군 송지면 서정리 1400번지 6호 외 3필지(1400-7, 1400-8, 1400-9) ",30
무학농원2,염소,전남광주통합특별시 해남군 화산면 가좌리 1102번지 1호  ,150
천우농장,한우,전남광주통합특별시 해남군 산이면 금호리 233번지  ,50
고순애농장,한우,전남광주통합특별시 해남군 현산면 고현리 1094번지  ,4
박원호농장,염소,전남광주통합특별시 해남군 송지면 산정리 37번지  ,15
진흥2농장,한우,전남광주통합특별시 해남군 문내면 학동리 1635번지 3호  ,70
성지축산,염소,전남광주통합특별시 해남군 문내면 용암리 461번지 14호 외1필지(461-15번지) ,50
한성축산,한우,"전남광주통합특별시 해남군 화산면 월호리 864, 864-2, 864-3 ",30
박춘기농장,염소,전남광주통합특별시 해남군 문내면 용암리 266번지 34호  ,50
이지준농장,염소,전남광주통합특별시 해남군 해남읍 내사리 1780번지 11호 외 1필지(1453) ,0
오준묵농장,한우,전남광주통합특별시 해남군 계곡면 사정리 198번지 20호  ,35
일품한우농장,한우,전남광주통합특별시 해남군 송지면 해원리 1267번지  ,30
대림축산,한우,전남광주통합특별시 해남군 황산면 원호리 439번지 1호 외 6필지 ,30
한울목장3,한우,전남광주통합특별시 해남군 북일면 운전리 56번지  ,30
공주농장2,한우,전남광주통합특별시 해남군 계곡면 반계리 181번지 외 1필지(181-1) ,10
우리흑염소농장,염소,전남광주통합특별시 해남군 문내면 석교리 68번지  ,100
이성기농장,한우,전남광주통합특별시 해남군 옥천면 신계리 499번지  ,25
사랑농장,한우,전남광주통합특별시 해남군 북일면 운전리 726번지 외 1필지(725-1) ,56
명문염소농장,염소,전남광주통합특별시 해남군 화원면 후산리 751번지 외2필지 ,100
박찬웅농장,염소,전남광주통합특별시 해남군 문내면 용암리 450번지  ,30
임준재농장,염소,전남광주통합특별시 해남군 계곡면 강절리 575번지 5호  ,30
믿음농장,한우,전남광주통합특별시 해남군 마산면 용전리 211번지 1호  ,35
산이농장,한우,"전남광주통합특별시 해남군 산이면 초송리 166번지 1호 외6필지(166-7,166-8,166-9,167-6,166-18,166-19) ",50
에코팜 흑염소 해남,염소,"전남광주통합특별시 해남군 해남읍 복평리 251번지 3호 (251-4, 251-5, 251-6, 251-7, 251-1, 250-11, 250-12, 251-8) ",0
정성모농장,한우,전남광주통합특별시 해남군 문내면 석교리 262번지  ,20
하준농장,한우,전남광주통합특별시 해남군 현산면 월송리 1384번지 외 1필지(1385) ,50
김형진농장,한우,전남광주통합특별시 해남군 북일면 운전리 1464번지 3호  ,0
수남농장,한우,전남광주통합특별시 해남군 옥천면 흑천리 762번지 20호  ,0
구일흑염소농장,염소,전남광주통합특별시 해남군 계곡면 성진리 1015번지 5호  ,50
장식농장,한우,전남광주통합특별시 해남군 송지면 송호리 601번지 외 1필지(603) ,0
e농장,염소,전남광주통합특별시 해남군 화산면 방축리 809번지 2호 외 1필지(809-3) ,80
강태성농장,한우,전남광주통합특별시 해남군 마산면 상등리 427번지 5호 외 1필지(427-6) ,30
시온축산,한우,전남광주통합특별시 해남군 화산면 연곡리 230번지  ,8
장가축산,한우,전남광주통합특별시 해남군 현산면 월송리 1648번지 5호  ,11
박준휘농장,염소,전남광주통합특별시 해남군 북일면 만수리 626번지 1호  ,0
이레농장,한우,전남광주통합특별시 해남군 삼산면 평활리 365번지 10호  ,0
윤성농장,한우,전남광주통합특별시 해남군 송지면 금강리 818번지 3호  ,5
한우축산,한우,전남광주통합특별시 해남군 문내면 서상리 690번지 2호  ,30
이가농장,한우,전남광주통합특별시 해남군 마산면 송석리 7번지 6호  ,0
이영선농장,한우,전남광주통합특별시 해남군 마산면 노하리 710번지 외 1필지(711-1) ,150
인하농장,한우,"전남광주통합특별시 해남군 계곡면 잠두리 142번지 11호 외 3필지(176-22, 142-19, 176-20) ",0
정우한우농장,한우,전남광주통합특별시 해남군 문내면 무고리 672번지 1호 외 1필지(672-2) ,0
오닮축산,한우,전남광주통합특별시 해남군 황산면 원호리 919-18 외 1필지(919-49) ,0
민호축산,한우,전남광주통합특별시 해남군 해남읍 내사리 468번지 1호 외 2필지 ,0
율동축산,한우,전남광주통합특별시 해남군 화산면 율동리 206번지 외 2필지 ,0
야물농장,한우,전남광주통합특별시 해남군 황산면 원호리 1100번지 2호  ,0
해진축산,한우,전남광주통합특별시 해남군 황산면 원호리 1100번지 13호  ,0
라온농장,한우,전남광주통합특별시 해남군 북일면 만수리 770번지 2호  ,0
재은농장,염소,전남광주통합특별시 해남군 해남읍 신안리 247번지 1호 외 1필지(247-2) ,10
행복흑염소농장,염소,전남광주통합특별시 해남군 현산면 조산리 783번지 1호  ,0
다솔 동해농장,오리,"전남광주통합특별시 해남군 북평면 동해리 974번지 8호 외 3필지(974-9, 974-10, 974-14) ",20000
대웅농장,한우,전남광주통합특별시 해남군 옥천면 팔산리 211번지  ,0
