사업장명,축종,주소,사육두수,오폐수처리방법,데이터기준일자
이영분,돈사,울산광역시 북구 무룡동 810-1번지 ,970,퇴비화시설 퇴비저장시설 위탁처리(온산수질개선사업소),2025-11-10
