시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
구리시,관순농장,소(한우),145,경기도 구리시 왕숙천로 671,경기도 구리시 사노동 117-9,37.633438,127.146358,2026-03-20
구리시,기윤목장,소(젖소),62,경기도 구리시 코스모스길213번길 109,경기도 구리시 토평동 48-120,37.582016,127.153738,2026-03-20
구리시,영천농장,소(한우),2,경기도 구리시 코스모스길213번길 166-11,경기도 구리시 토평동 51-4,37.585127,127.1547,2026-03-20
