순번,품종,시도,시군,년도,전체호수,전체두수,2000두 이상(호수),2000두 이상(두수),2000두-1000두 이상(호수),2000두-1000두 이상(두수),1000두-500두 이상(호수),1000두-500두 이상(두수),500두-60두 이상(호수),500두-60두 이상(두수),60두-0두 이상(호수),60두-0두 이상(두수)
722,종돈,경남,사천시,2022,1,6030,1,6030,0,0,0,0,0,0,0,0
723,종돈,경남,사천시,2021,1,4600,1,4600,0,0,0,0,0,0,0,0
724,종돈,경남,산청군,2026,3,20048,2,19600,0,0,0,0,1,448,0,0
725,종돈,경남,산청군,2025,3,18896,2,18400,0,0,0,0,1,496,0,0
726,종돈,경남,산청군,2024,3,17886,2,17400,0,0,0,0,1,486,0,0
727,종돈,경남,산청군,2023,3,21689,2,21200,0,0,0,0,1,489,0,0
728,종돈,경남,산청군,2022,3,21867,2,21200,0,0,1,667,0,0,0,0
729,종돈,경남,산청군,2021,3,21800,2,21200,0,0,1,600,0,0,0,0
730,종돈,경남,산청군,2020,3,22406,2,21800,0,0,1,606,0,0,0,0
731,종돈,경남,산청군,2019,3,21824,2,21200,0,0,1,624,0,0,0,0
732,종돈,경남,산청군,2018,3,17990,2,17300,0,0,1,690,0,0,0,0
733,종돈,경남,양산시,2026,3,27288,2,27200,0,0,0,0,1,88,0,0
734,종돈,경남,양산시,2025,3,26588,2,26500,0,0,0,0,1,88,0,0
735,종돈,경남,양산시,2024,3,28586,2,28500,0,0,0,0,1,86,0,0
736,종돈,경남,양산시,2023,3,27286,2,27200,0,0,0,0,1,86,0,0
737,종돈,경남,양산시,2022,3,26085,2,26000,0,0,0,0,1,85,0,0
738,종돈,경남,양산시,2021,3,24390,2,24300,0,0,0,0,1,90,0,0
739,종돈,경남,양산시,2020,3,25040,2,24960,0,0,0,0,1,80,0,0
740,종돈,경남,양산시,2019,3,22930,1,22000,0,0,1,850,1,80,0,0
741,종돈,경남,양산시,2018,3,24672,2,24600,0,0,0,0,1,72,0,0
742,종돈,경남,진주시,2020,2,3000,0,0,2,3000,0,0,0,0,0,0
743,종돈,경남,진주시,2019,2,4000,2,4000,0,0,0,0,0,0,0,0
744,종돈,경남,진주시,2018,1,2850,1,2850,0,0,0,0,0,0,0,0
745,종돈,경남,창녕군,2026,1,2000,1,2000,0,0,0,0,0,0,0,0
746,종돈,경남,창녕군,2023,1,0,0,0,0,0,0,0,0,0,1,0
747,종돈,경남,창녕군,2022,1,2000,1,2000,0,0,0,0,0,0,0,0
748,종돈,경남,하동군,2026,2,20101,1,20000,0,0,0,0,1,101,0,0
749,종돈,경남,하동군,2025,2,20102,1,20000,0,0,0,0,1,102,0,0
750,종돈,경남,하동군,2024,2,20104,1,20000,0,0,0,0,1,104,0,0
751,종돈,경남,하동군,2023,2,20102,1,20000,0,0,0,0,1,102,0,0
752,종돈,경남,하동군,2022,2,20103,1,20000,0,0,0,0,1,103,0,0
753,종돈,경남,하동군,2021,3,20364,1,20000,0,0,0,0,2,364,0,0
754,종돈,경남,하동군,2020,2,20079,1,20000,0,0,0,0,1,79,0,0
755,종돈,경남,하동군,2019,1,20000,1,20000,0,0,0,0,0,0,0,0
756,종돈,경남,하동군,2018,1,19200,1,19200,0,0,0,0,0,0,0,0
757,종돈,경남,함안군,2026,2,1930,0,0,1,1800,0,0,1,130,0,0
758,종돈,경남,함안군,2025,2,2130,1,2000,0,0,0,0,1,130,0,0
759,종돈,경남,함안군,2024,2,2127,1,2000,0,0,0,0,1,127,0,0
760,종돈,경남,함안군,2023,2,2115,1,2000,0,0,0,0,1,115,0,0
761,종돈,경남,함안군,2022,2,1802,0,0,1,1671,0,0,1,131,0,0
762,종돈,경남,함안군,2021,1,138,0,0,0,0,0,0,1,138,0,0
763,종돈,경남,함안군,2020,1,119,0,0,0,0,0,0,1,119,0,0
764,종돈,경남,함안군,2019,1,123,0,0,0,0,0,0,1,123,0,0
765,종돈,경남,함안군,2018,1,128,0,0,0,0,0,0,1,128,0,0
766,종돈,경남,함양군,2026,1,6800,1,6800,0,0,0,0,0,0,0,0
767,종돈,경남,함양군,2025,1,5700,1,5700,0,0,0,0,0,0,0,0
768,종돈,경남,함양군,2024,1,5700,1,5700,0,0,0,0,0,0,0,0
769,종돈,경남,함양군,2023,1,5700,1,5700,0,0,0,0,0,0,0,0
770,종돈,경남,함양군,2022,1,5900,1,5900,0,0,0,0,0,0,0,0
771,종돈,경남,함양군,2021,1,6200,1,6200,0,0,0,0,0,0,0,0
772,종돈,경남,함양군,2020,1,6500,1,6500,0,0,0,0,0,0,0,0
773,종돈,경남,함양군,2019,1,5500,1,5500,0,0,0,0,0,0,0,0
774,종돈,경남,함양군,2018,1,5500,1,5500,0,0,0,0,0,0,0,0
775,종돈,경남,합천군,2026,9,29821,8,29788,0,0,0,0,0,0,1,33
776,종돈,경남,합천군,2025,9,29083,8,29050,0,0,0,0,0,0,1,33
777,종돈,경남,합천군,2024,8,24402,6,24000,0,0,0,0,1,370,1,32
778,종돈,경남,합천군,2023,7,23339,6,23300,0,0,0,0,0,0,1,39
779,종돈,경남,합천군,2022,6,21532,5,21500,0,0,0,0,0,0,1,32
780,종돈,경남,합천군,2021,7,21881,5,21400,0,0,0,0,1,450,1,31
781,종돈,경남,합천군,2020,7,27336,6,27300,0,0,0,0,0,0,1,36
782,종돈,경남,합천군,2019,7,26736,6,26700,0,0,0,0,0,0,1,36
783,종돈,경남,합천군,2018,7,15873,3,12700,1,1983,1,800,1,360,1,30
784,종돈,제주,서귀포시,2026,2,5595,1,5500,0,0,0,0,1,95,0,0
785,종돈,제주,서귀포시,2025,2,5595,1,5500,0,0,0,0,1,95,0,0
786,종돈,제주,서귀포시,2024,2,5598,1,5500,0,0,0,0,1,98,0,0
787,종돈,제주,서귀포시,2023,2,5543,1,5443,0,0,0,0,1,100,0,0
788,종돈,제주,서귀포시,2022,2,6162,1,6053,0,0,0,0,1,109,0,0
789,종돈,제주,서귀포시,2021,2,5896,1,5800,0,0,0,0,1,96,0,0
790,종돈,제주,서귀포시,2020,1,6000,1,6000,0,0,0,0,0,0,0,0
791,종돈,제주,서귀포시,2019,3,12600,2,11800,0,0,1,800,0,0,0,0
792,종돈,제주,서귀포시,2018,3,14200,2,13000,1,1200,0,0,0,0,0,0
793,종돈,제주,제주시,2026,3,31785,3,31785,0,0,0,0,0,0,0,0
794,종돈,제주,제주시,2025,3,32045,3,32045,0,0,0,0,0,0,0,0
795,종돈,제주,제주시,2024,3,31340,3,31340,0,0,0,0,0,0,0,0
796,종돈,제주,제주시,2023,3,31023,3,31023,0,0,0,0,0,0,0,0
797,종돈,제주,제주시,2022,3,30951,3,30951,0,0,0,0,0,0,0,0
798,종돈,제주,제주시,2021,3,31468,3,31468,0,0,0,0,0,0,0,0
799,종돈,제주,제주시,2020,3,31050,3,31050,0,0,0,0,0,0,0,0
800,종돈,제주,제주시,2019,4,31103,3,31100,0,0,0,0,0,0,1,3
801,종돈,제주,제주시,2018,3,25800,3,25800,0,0,0,0,0,0,0,0
