시도,시군구,농장명,축종,지번주소,도로명주소,읍면,사육두수,동수,면적,위도,경도,기준일자,원본파일
경기도,용인시,대덕농장,,경기도 용인시 처인구 백암면 고안리 559번지,,,600,2,1116.32,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,조암농장,,"경기도 용인시 처인구 백암면 용천리 368번지 2호 외 2필지(368-3, 368-7)",,,1071,3,1502.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,은진농장,,경기도 용인시 처인구 원삼면 문촌리 273번지,,,900,6,1100.02,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,용비농장,,경기도 용인시 처인구 백암면 석천리 178번지 3호,,,709,4,1346.20,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,한별농장,,경기도 용인시 처인구 이동면 묵리 766번지 1호,,,1500,7,1752.72,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,마리아농장,,경기도 용인시 처인구 백암면 백봉리 1391번지,,,1200,2,1794.80,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,백근농장,,경기도 용인시 처인구 백암면 근삼리 1018번지 11호,,,500,3,358.90,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,우진농장,,경기도 용인시 처인구 포곡읍 신원리 581번지,,,300,3,591.75,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,피그랜드,,경기도 용인시 처인구 포곡읍 신원리 69번지,,,700,4,749.56,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,준농장,,경기도 용인시 처인구 포곡읍 신원리 477번지 1호,,,380,5,927.24,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,구암농장,,경기도 용인시 처인구 백암면 석천리 362번지,,,1200,5,918.55,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,용원농장,,경기도 용인시 처인구 백암면 옥산리 693번지,,,950,5,1289.70,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,유암농장,,"경기도 용인시 처인구 백암면 옥산리 546번지 5호 2필지(1763,1764)",,,1950,8,2038.60,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,이수농장,,경기도 용인시 처인구 백암면 고안리 57번지 6호,,,750,1,768.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,수정농장,,경기도 용인시 처인구 원삼면 맹리 657번지 2호,,,700,3,775.20,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,성재농장,,경기도 용인시 처인구 백암면 고안리 29번지 1호,,,700,4,1236.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,경식농장,,경기도 용인시 처인구 백암면 근곡리 512번지,,,80,5,1303.25,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,소라농장,,경기도 용인시 처인구 백암면 고안리 126번지,,,700,4,990.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,유일농장2,,경기도 용인시 처인구 백암면 근삼리 410번지 5호,,,600,2,732.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,효성농장,,경기도 용인시 처인구 백암면 용천리 419번지,,,900,6,1014.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,삼육영농조합법인 2농장,,경기도 용인시 처인구 백암면 가창리 38번지,,,1700,4,2423.53,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,장수농장,,경기도 용인시 처인구 백암면 고안리 57번지 1호,,,1000,2,1214.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,태양2농장,,경기도 용인시 처인구 백암면 고안리 609번지,,,2000,7,1941.36,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,유일농장,,경기도 용인시 처인구 백암면 근삼리 410번지 1호,,,600,4,804.60,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,성웅농장,,경기도 용인시 처인구 백암면 고안리 898번지 7호,,,2400,4,2199.60,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,상원농장,,"경기도 용인시 처인구 백암면 용천리 539번지 2호 외 6필지(539,487-3,539-3,607-1,864,864-5)",,,2000,1,1986.53,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,송현농장,,경기도 용인시 처인구 백암면 옥산리 1543번지,,,943,1,930.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,선미1농장,,경기도 용인시 처인구 백암면 고안리 352번지,,,950,4,1087.09,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,선덕농장,,경기도 용인시 처인구 백암면 박곡리 176번지 1호,,,9800,32,15237.87,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,에이스팜,,경기도 용인시 처인구 백암면 옥산리 292번지 외4필지,,,2500,13,3307.10,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,서정농장,,경기도 용인시 처인구 백암면 고안리 181번지,,,1900,2,1439.38,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,신옥산농장,,"경기도 용인시 처인구 백암면 옥산리 510-1, 산55-4번지",,,733,5,1028.80,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,영곡농장,,"경기도 용인시 처인구 백암면 근삼리 448번지 ,449-2, 450, 451",,,650,3,993.50,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,박석1농장,,경기도 용인시 처인구 백암면 박곡리 213번지,,,3409,16,4090.97,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,둥지(주)농업회사법인,,경기도 용인시 처인구 백암면 석천리 396번지 4호 외 6필지,,,10000,13,4501.30,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,대림농장,,경기도 용인시 처인구 포곡읍 신원리 441번지 2호,,,800,5,673.24,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,근삼농장,,경기도 용인시 처인구 백암면 근삼리 513번지 1호 외 1필지(근삼리 513-2),,,900,3,980.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,호준농장,,경기도 용인시 처인구 백암면 옥산리 122번지,,,750,2,1084.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,백암농장,,경기도 용인시 처인구 백암면 근삼리 709번지,,,850,6,1120.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,대산2농장,,경기도 용인시 처인구 백암면 근곡리 187번지,,,900,4,798.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,고안농장,,"경기도 용인시 처인구 백암면 고안리 188번지 , 187",,,964,7,1350.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,혜인2농장,,경기도 용인시 처인구 백암면 백봉리 1702번지,,,1200,3,1052.50,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,오복농장,,"경기도 용인시 처인구 백암면 용천리 469번지 외 5필지(469-1, 620-1, 620-2, 620-4, 793)",,,2300,14,3012.90,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,김해농장,,경기도 용인시 처인구 백암면 가창리 616번지 1호,,,1566,6,2192.44,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,신신농장,,경기도 용인시 처인구 백암면 근삼리 900번지,,,670,5,1074.21,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,대왕농장,,경기도 용인시 처인구 백암면 옥산리 245번지 1호,,,300,3,598.89,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,가애농장,,경기도 용인시 처인구 백암면 백봉리 443번지,,,7000,12,7743.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,사은농장,,경기도 용인시 처인구 백암면 백봉리 276번지,,,820,4,775.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,덕인농장,,경기도 용인시 처인구 원삼면 죽능리 915번지,,,663,3,928.90,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,용원피그,,"경기도 용인시 처인구 이동읍 묘봉리 321번지 외 8필지(322-1,322-2,331,332,344-3,326,327,324-3)",,,4000,5,4629.12,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,새용인양돈영농조합법인,,경기도 용인시 처인구 백암면 근삼리 198번지 16호,,,3000,13,5025.75,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,준원농장,,경기도 용인시 처인구 백암면 용천리 348번지 1호,,,1500,2,1607.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,행운농장,,경기도 용인시 처인구 백암면 근삼리 732번지,,,800,3,971.07,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,곡율농장,,경기도 용인시 처인구 백암면 용천리 378번지 4호,,,2000,9,2042.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,석천농장,,경기도 용인시 처인구 백암면 석천리 192번지 1호,,,1500,4,1575.10,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,형제축산,,"경기도 용인시 처인구 포곡읍 신원리 465번지 2호 (464-1, 464-2)",,,1030,6,943.34,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,대풍농장,,"경기도 용인시 처인구 백암면 근삼리 493번지 1호 외 7필지(493-2, 494, 632-1, 632-2, 634-1, 476-1, 477-1)",,,2500,12,4916.44,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,백암무지개농장,,경기도 용인시 처인구 백암면 백봉리 1713번지,,,1400,2,1166.10,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,구봉농장,,경기도 용인시 처인구 백암면 장평리 812번지,,,1000,1,1101.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,진정2농장,,경기도 용인시 처인구 백암면 백봉리 1373번지 2호  3호,,,500,1,395.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,현대농장,,경기도 용인시 처인구 포곡읍 신원리 703번지 9통,,,800,3,837.99,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,성홍축산,,경기도 용인시 처인구 포곡읍 신원리 459번지 6호 외 1필지(459-5),,,800,5,724.63,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,뉴그린농장,,경기도 용인시 처인구 백암면 근삼리 447번지 1호,,,650,2,828.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,진선농장,,경기도 용인시 처인구 백암면 근창리 593번지 1호,,,600,4,1018.90,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,용천농장,,경기도 용인시 처인구 백암면 용천리 251번지 2호 외 4필지,,,1000,3,1188.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,선용농장,,경기도 용인시 처인구 백암면 박곡리 214번지 1호,,,2500,13,3732.01,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,시후농장,,경기도 용인시 처인구 백암면 용천리 409번지 2호,,,757,4,1063.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,삼육영농조합법인,,경기도 용인시 처인구 백암면 박곡리 179번지 3호,,,7000,10,4864.64,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,강호농장,,경기도 용인시 처인구 백암면 장평리 1113번지,,,600,3,938.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,세곡농장,,경기도 용인시 처인구 백암면 근삼리 388번지,,,15,4,670.20,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,준석농장,,경기도 용인시 처인구 백암면 가좌리 79번지 2호,,,900,1,972.90,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,진선농장2,,경기도 용인시 처인구 백암면 옥산리 955번지 2호 7통 1반,,,350,2,526.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,호정농장,,경기도 용인시 처인구 백암면 옥산리 694번지,,,500,3,1116.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,농업회사법인 성지팜(주),,경기도 용인시 처인구 백암면 석천리 192번지 1호,,,1100,6,1686.57,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,진정1농장,,경기도 용인시 처인구 백암면 백봉리 1373번지 4호,,,950,1,765.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,로이농장,,경기도 용인시 처인구 백암면 옥산리 1594번지,,,2550,2,564.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,정한농장,,경기도 용인시 처인구 백암면 백봉리 1027번지 외1필지,,,1500,2,1260.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,인곡농장,,"경기도 용인시 처인구 백암면 근곡리 527번지 1호 외 2필지(527, 528)",,,1800,6,1673.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,성홍축산,,경기도 용인시 처인구 포곡읍 신원리 303번지 1호 외 2필지,,,1300,5,987.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,대한농장,,경기도 용인시 처인구 포곡읍 유운리 164번지 3호 외 1필지(168-3),,,1400,7,1310.20,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,신옥산영농조합법인,,경기도 용인시 처인구 백암면 옥산리 271번지,,,2500,10,3448.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,마루농장,,경기도 용인시 처인구 백암면 옥산리 1799번지,,,1500,1,1377.50,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,청미농장,,경기도 용인시 처인구 백암면 옥산리 1382번지,,,1200,5,1522.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,옥산영농조합법인2,,경기도 용인시 처인구 백암면 옥산리 1532번지,,,2500,9,3040.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,돈이농장,,경기도 용인시 처인구 백암면 옥산리 1531번지,,,1100,4,1409.80,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,진농장,,경기도 용인시 처인구 백암면 옥산로 103-51,,,600,2,700.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,선미2농장,,경기도 용인시 처인구 백암면 장평리 952번지 외 1필지(952-1),,,1863,7,2580.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,태경농장,,경기도 용인시 처인구 백암면 근삼리 1466번지,,,1800,3,2160.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,신옥산영농조합법인,,경기도 용인시 처인구 백암면 옥산리 1925번지,,,1200,3,1188.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,삼부축산,,경기도 용인시 처인구 포곡읍 신원리 148번지,,,850,2,642.29,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,예성농장,,경기도 용인시 처인구 백암면 근삼리 1307번지,,,2673,10,2554.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,토옥농장,,경기도 용인시 처인구 백암면 옥산리 1549번지,,,1420,5,1423.62,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,마리아농장2,,"경기도 용인시 처인구 백암면 옥산리 680번지 2호 외 2필지(680-3,680-4)",,,1968,4,1574.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,마리아농장,,경기도 용인시 처인구 백암면 백봉로 495,,,750,3,844.90,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,태형농장,,"경기도 용인시 처인구 백암면 고안리 802번지 2호 외 필지(802, 1194, 1195)",,,3090,15,4327.25,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,명농장2,,경기도 용인시 처인구 백암면 용천리 250번지 1호 외 6필지,,,1271,5,1737.45,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,예준팜,,경기도 용인시 처인구 백암면 근삼리 1503번지 외 1502번지,,,21000,2,2800.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,혜인1농장,,경기도 용인시 처인구 백암면 백봉리 438번지 2호 혜인1농장,,,1000,3,1065.90,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,태성농장,,"경기도 용인시 처인구 백암면 석천리 185번지 ,(185-2, 186, 786-1)",,,686,3,959.96,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,용천축산,,경기도 용인시 처인구 백암면 용천리 523번지외 6필지,,,3505,2,4906.20,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,돈돈농장,,경기도 용인시 처인구 백암면 백봉리 452번지,,,950,1,990.00,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,YHC농장,,"경기도 용인시 처인구 백암면 옥산리 1536번지 ,1536-1 ,1539 ,1540",,,,16,7370.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,로이농장2,,경기도 용인시 처인구 백암면 옥산리 1594번지 (1595),,,,5,1002.40,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,용인시,용인유전자영농조합법인,,경기도 용인시 처인구 백암면 옥산리 168번지 1호 용인A.I.센터,,,929,3,1301.12,,,2026-03-13,경기도 용인시_양돈농가 현황_20260313.csv
경기도,이천시,문○○,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 석동로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,원재농장,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 이여로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,그린농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 진상미로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,모전영농조합법인,돼지,경기도 이천시 백사면,경기도 이천시 백사면 이여로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,농업회사법인(주)선진한마을 오름설성농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 설성로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,설성농장,돼지,경기도 이천시 설성면,,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,선희농장,돼지,경기도 이천시 모가면,경기도 이천시 모가면 공원로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,개척농업회사법인 주식회사,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 석동로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,정훈농장,돼지,경기도 이천시 대월면,경기도 이천시 대월면 대평로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,태진농장,돼지,경기도 이천시 모가면,경기도 이천시 모가면 사실로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,가나안농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 자석로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,농업회사법인(주)선진한마을 제일종축(1),돼지,경기도 이천시 부발읍,경기도 이천시 부발읍 중부대로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,태송농장,돼지,경기도 이천시 백사면,경기도 이천시 백사면 원적로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,명진농장,돼지,경기도 이천시 백사면,경기도 이천시 백사면 원적로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,수산농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 진상미로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,농업회사법인(주)두미,돼지,경기도 이천시 모가면,경기도 이천시 모가면 사실로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,지구농장,돼지,경기도 이천시 모가면,,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,일화농장,돼지,경기도 이천시 부발읍,경기도 이천시 부발읍 중부대로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,송암농장(1),돼지,경기도 이천시 호법면,,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,우리농장,돼지,경기도 이천시 모가면,경기도 이천시 모가면 공원로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,두레영농조합법인,돼지,경기도 이천시 대월면,경기도 이천시 대월면 대월로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,개척농장,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 석동로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,동연농장,돼지,경기도 이천시 신둔면,,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,대경농장,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 원적로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,농업회사법인(주) 선진한마을오름율면농장,돼지,경기도 이천시 율면,경기도 이천시 율면 일생로4,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,옥야농장,돼지,경기도 이천시 율면,경기도 이천시 율면 고월로1,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,방아골농장,돼지,경기도 이천시 대월면,경기도 이천시 대월면 대월로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,태현농장,돼지,경기도 이천시 호법면,경기도 이천시 호법면 대덕산로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,농업회사법인 주식회사 월포,돼지,경기도 이천시 율면,경기도 이천시 율면 고월로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,형제농장,돼지,경기도 이천시 율면,경기도 이천시 율면 주래본죽로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,기대축산,돼지,경기도 이천시 율면,경기도 이천시 율면 일생로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,한울농장,돼지,경기도 이천시 율면,경기도 이천시 율면 일생로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,송말농장,돼지,경기도 이천시 백사면,경기도 이천시 백사면 원적로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,자유농장,돼지,경기도 이천시 마장면,경기도 이천시 마장면 마도로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,신갈농장,돼지,경기도 이천시 모가면,경기도 이천시 모가면 사실로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,동원농장,돼지,경기도 이천시 모가면,경기도 이천시 모가면 공원로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,선민농장,돼지,경기도 이천시 대월면,경기도 이천시 대월면 다솔로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,이천축산,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 증신로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,장산농장,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 원적로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,대원농장,돼지,경기도 이천시 신둔면,경기도 이천시 신둔면 석동로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,청명농장,돼지,경기도 이천시 부발읍,경기도 이천시 부발읍 중부대로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,일심농장,돼지,경기도 이천시 호법면,경기도 이천시 호법면 이섭대천,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,한얼농장,돼지,경기도 이천시 율면,,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,하람농장,돼지,경기도 이천시 율면,경기도 이천시 율면 고당로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,율면농장,돼지,경기도 이천시 율면,경기도 이천시 율면 고당로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,엄일농장,돼지,경기도 이천시 대월면,경기도 이천시 대월면 대월로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,수형농장,돼지,경기도 이천시 마장면,경기도 이천시 마장면 덕이로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,은경농장,돼지,경기도 이천시 호법면,경기도 이천시 호법면 송갈로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,용수농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 대죽로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,하나농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 진상미로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,번성농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 대죽로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,송계농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 설가로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,대지영농 암산농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 설성로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,반석농장,돼지,경기도 이천시 설성면,경기도 이천시 설성면 설가로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,와현농장,돼지,경기도 이천시 장호원읍,경기도 이천시 장호원읍 나래천,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
경기도,이천시,동원농장,돼지,경기도 이천시 장호원읍,경기도 이천시 장호원읍 설장로,,,,,,,2026-02-25,경기도 이천시_양돈농가현황_20260225.csv
