시도,시군구,농장명,축종,지번주소,도로명주소,읍면,사육두수,동수,면적,위도,경도,기준일자,원본파일
경기도,포천시,주원농장2,돼지,경기도 포천시 창수면 옥수로298번길 51,경기도 포천시 창수면 주원리 75번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,민지농장,돼지,경기도 포천시 이동면 화동로1823번길 78,경기도 포천시 이동면 연곡리 1005번지 2호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,대성농장,돼지,경기도 포천시 영중면 궁들길 253-52,경기도 포천시 영중면 금주리 318번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,고은농장,돼지,경기도 포천시 이동면 제비울1길 44-87,경기도 포천시 이동면 연곡리 599번지 13호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,우리농산,돼지,경기도 포천시 이동면 화동로2290번길 81,경기도 포천시 이동면 도평리 299번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,지앤알팜3,돼지,경기도 포천시 일동면 사당말6길 78,경기도 포천시 일동면 사직리 산 3번지 4호 외1필지(산3-5),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,정원농장,돼지,,경기도 포천시 일동면 사직리 699번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,에코농장,돼지,경기도 포천시 창수면 가영로535번길 225,경기도 포천시 창수면 주원리 65번지 5호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,사계영농조합법인,돼지,경기도 포천시 일동면 새낭로215번길 68-213,경기도 포천시 일동면 사직리 1421번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,연곡농장,돼지,"경기도 포천시 이동면 화동로1908번길 44-151 (외2필지(235-3, -6))","경기도 포천시 이동면 연곡리 234번지 4호 외2필지(235-3, -6)",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,부광농장,돼지,경기도 포천시 영중면 은잿말길 21 (외1필지(413-1)),경기도 포천시 영중면 거사리 413번지 외1필지(413-1),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,미성농장,돼지,경기도 포천시 영북면 방골길 954-29,경기도 포천시 영북면 문암리 341번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,대흥농장,돼지,경기도 포천시 창수면 방골길 283-19,경기도 포천시 창수면 운산리 50번지 1호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,농업회사법인 에이비씨축산(주),돼지,경기도 포천시 관인면 창동로 1339-57,"경기도 포천시 관인면 삼율리 157번지 4호 -3,-5,-6,-7,-9,-10",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,영송농장2,돼지,경기도 포천시 영중면 은잿말길 257-17 (외1필지(-3)),경기도 포천시 영중면 영송리 565번지 2호 외1필지(-3),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,지앤알팜2,돼지,,"경기도 포천시 화현면 화현리 277번지 외2필지(279-1,280)",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,푸른농장,돼지,경기도 포천시 이동면 화동로1908번길 83,경기도 포천시 이동면 연곡리 263번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,신기농장-1,돼지,경기도 포천시 일동면 수입로 181 (외1필지),경기도 포천시 일동면 수입리 400번지 7호 외1필지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,하나더농장,돼지,"경기도 포천시 신북면 신평로72번길 38 (외4필지(-3,-5,-7,-10))","경기도 포천시 신북면 신평리 193번지 1호 외4필지(-3,-5,-7,-10)",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,포천농장,돼지,경기도 포천시 영북면 호국로3539번길 46-22,경기도 포천시 영북면 야미리 574번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,진주농장,돼지,"경기도 포천시 이동면 새낭로420번길 14, (노곡리 747, 746-7)",경기도 포천시 이동면 노곡리 747번지 외 1번지(746-7),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,-,돼지,경기도 포천시 일동면 무리울길 267-1,경기도 포천시 일동면 화대리 11번지 5호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,세한농장,돼지,경기도 포천시 이동면 화동로1908번길 147,경기도 포천시 이동면 연곡리 73번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,산마루농장,돼지,경기도 포천시 일동면 무리울길 213-37,경기도 포천시 일동면 화대리 37번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,에스투제이팜,돼지,경기도 포천시 창수면 옥수로298번길 8,경기도 포천시 창수면 주원리 418번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,동암영농조합법인 산중마을,돼지,경기도 포천시 영중면 가영로 436-31,경기도 포천시 영중면 영송리 642번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,협동농장,돼지,"경기도 포천시 창수면 금화봉길 222-1, 등5필지(34,35,-1,37-1,90)","경기도 포천시 창수면 가양리 34번지 등5필지(35,-1,37-1,90)",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,산들농장,돼지,경기도 포천시 일동면 윗갈기길 17-55,경기도 포천시 일동면 수입리 150번지 2호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,돈세이프팜,돼지,,경기도 포천시 일동면 사직리 853번지 9호 등 2필지(-12),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,건섭농장2,돼지,경기도 포천시 일동면 정자골1길 93,경기도 포천시 일동면 길명리 180번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,한비축산,돼지,경기도 포천시 관인면 찬우물길 290,경기도 포천시 관인면 냉정리 660번지 2호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,소리농장,돼지,경기도 포천시 일동면 새낭로 263-108,경기도 포천시 일동면 사직리 1578번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,정원축산,돼지,경기도 포천시 관인면 창동로 1516-16,경기도 포천시 관인면 초과리 542번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,이레농장,돼지,경기도 포천시 신북면 신평로16번길 174,경기도 포천시 신북면 만세교리 164번지 1호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,태욱농장,돼지,경기도 포천시 가산면 감암1길 60-75,경기도 포천시 가산면 감암리 416번지 외 3필지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,경목농장,돼지,경기도 포천시 영북면 문암길 32-36,경기도 포천시 영북면 문암리 270번지 2호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,상수농장,돼지,경기도 포천시 영중면 궁들1길 30,"경기도 포천시 영중면 금주리 416번지 ,413-3,-4,416-3,-5",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,농업회사법인 돈호새(주),돼지,경기도 포천시 화현면 문암동길 150,"경기도 포천시 화현면 지현리 335번지 1호 ,-2,-15,-16,-17,-28,-29,-36,-37,-45,-52,-54",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,삼익농장,돼지,경기도 포천시 어룡3길 41 (어룡동),경기도 포천시 어룡동 700번지 1호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,팜스플랜 포천 제1농장,돼지,경기도 포천시 창수면 가영로 436-367,경기도 포천시 창수면 가양리 277번지 1호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,가온농장,돼지,경기도 포천시 영중면 호국로 3341-27,경기도 포천시 영중면 성동리 377번지 4호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,신기농장,돼지,경기도 포천시 일동면 새낭로196번길 55,경기도 포천시 일동면 사직리 853번지 10호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,가림농장,돼지,경기도 포천시 영북면 호국로 3396,경기도 포천시 영북면 야미리 433번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,새여리팜,돼지,경기도 포천시 창수면 포천로 2821,경기도 포천시 창수면 추동리 760번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,다온농장,돼지,경기도 포천시 창수면 포천로2811번길 79,경기도 포천시 창수면 추동리 672번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,농업회사법인 새여리팜 주식회사,돼지,경기도 포천시 창수면 포천로2811번길 15,경기도 포천시 창수면 추동리 755번지 4호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,신흥농장,돼지,경기도 포천시 영중면 호국로2709번길 26-4,경기도 포천시 영중면 금주리 717번지 1호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,농업회사법인(주)창암농원,돼지,경기도 포천시 창수면 옥수로298번길 75,경기도 포천시 창수면 주원리 77번지 6호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,수농장,돼지,"경기도 포천시 일동면 인곡1길 44-40, 등 2필지(351-5,-12)",경기도 포천시 일동면 사직리 351번지 5호 등 2필지(-12),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,이일오농장,돼지,"경기도 포천시 일동면 새낭로215번길 68-58, 등 2필지(1586,1587)",경기도 포천시 일동면 사직리 1586번지 등 2필지(1587),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,돈메이드팜,돼지,"경기도 포천시 일동면 새낭로196번길 51, 등 2필지(853-1,-11)",경기도 포천시 일동면 사직리 853번지 1호 등 2필지(-11),,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,이레농장,돼지,"경기도 포천시 창수면 가영로535번길 181-2, 등 3필지(56-1,-2,58-4)","경기도 포천시 창수면 주원리 56번지 1호 등 3필지(-2,58-4)",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,대덕농장,돼지,경기도 포천시 일동면 인곡1길 44-24,경기도 포천시 일동면 사직리 351번지 4호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,대연농장,돼지,경기도 포천시 창수면 옥수로298번길 68-51,경기도 포천시 창수면 주원리 88번지 1호 90-1,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,삼사농장,돼지,경기도 포천시 군내면 반월산성로317번길 143-1,경기도 포천시 군내면 상성북리 180번지 2호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,화성축산,돼지,경기도 포천시 창수면 옥수로327번길 54,"경기도 포천시 창수면 주원리 495번지 ,496-2, -3, -4, -5, 871-60",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,영규농장,돼지,경기도 포천시 영북면 방골길 960,"경기도 포천시 영북면 문암리 320번지 ,321-2",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,다돈농장,돼지,경기도 포천시 영중면 은잿말길 226,경기도 포천시 영중면 영송리 204번지 24호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,한탄강스마트팜,돼지,경기도 포천시 영북면 호국로4350번길 136-51,경기도 포천시 영북면 자일리 52번지 1호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,호암농장,돼지,경기도 포천시 일동면 앵바위길 222-153,경기도 포천시 일동면 사직리 1626번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,지앤알팜사계,돼지,경기도 포천시 일동면 새낭로215번길 68-213,경기도 포천시 일동면 사직리 1424번지,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,무리울농장,돼지,경기도 포천시 일동면 무리울길 245-14,"경기도 포천시 일동면 화대리 14번지 1호 14-2, 13, 13-2, 15-1",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,진우농장,돼지,경기도 포천시 창수면 옥수로327번길 51-1,"경기도 포천시 창수면 주원리 619번지 ,-1,621,-3,871-56,-58",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,95Farm,돼지,경기도 포천시 창수면 옥수로214번길 112,경기도 포천시 창수면 주원리 29번지 4호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,(주)로고농업회사법인,돼지,,"경기도 포천시 창수면 주원리 465번지 ,-1,467,산186,산187-3",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,동암농장,돼지,"경기도 포천시 영중면 가영로535번길 63, [*미고시]","경기도 포천시 영중면 영송리 685번지 7호 684-9,-13",,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,포천시,삼성농장2,돼지,경기도 포천시 일동면 사당말6길 88,경기도 포천시 일동면 사직리 164번지 5호,,,,,,,20240312,경기도 포천시_양돈농가 현황_20240312.csv
경기도,화성시,대화농장,돼지,경기도 화성시 만세구 마도면 고모리 149-1,,,2000,9,1525.97,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,화성 아린팜스,돼지,경기도 화성시 만세구 마도면 백곡리 740-1,,,,3,886,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,광명농장,돼지,경기도 화성시 만세구 남양읍 무송리 580,,,3000,10,2443,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,개성농장,돼지,경기도 화성시 만세구 팔탄면 고주리 313,,,1700,6,1760.78,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,진양농장,돼지,"경기도 화성시 만세구 장안면 독정리 794 11 ,-12,-1",,,2000,10,4738.2,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,서농농장,돼지,경기도 화성시 효행구 정남면 내리 127-1,,,1000,4,1127.14,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,농업회사법인주식회사향남,돼지,경기도 화성시 만세구 향남읍 상두리 276-1,,,4500,11,5551.8,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,삼보농장,돼지,경기도 화성시 만세구 향남읍 동오리 683,,,1600,6,1344.55,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,입북농장,돼지,경기도 화성시 만세구 양감면 사창리 198-3,,,4100,15,5382,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,고잔축산,돼지,경기도 화성시 만세구 양감면 사창리 777-3,,,1970,8,2412.84,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,농업회사법인 인남축산 유한회사,돼지,경기도 화성시 만세구 양감면 사창리 777 2 사창리 777-5,,,,1,4813.08,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,믿음농장,돼지,경기도 화성시 만세구 향남읍 백토리 111,,,1200,7,1478.4,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,정일농장,돼지,경기도 화성시 만세구 장안면 석포리 86-2,,,3800,9,3799.88,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,동지골,돼지,경기도 화성시 만세구 양감면 사창리 646-4,,,2317,10,3008,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,농업회사법인 우정축산 유한회사,돼지,경기도 화성시 만세구 우정읍 운평리 990-4,,,1870,4,2451.98,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,농업회사법인우정축산유한회사2,돼지,경기도 화성시 만세구 우정읍 운평리 1044-2,,,1000,4,1372,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,청하농장,돼지,경기도 화성시 만세구 마도면 청원리 950,,,1000,5,1582,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,산골농장1,돼지,"경기도 화성시 효행구 비봉면 쌍학리 70 1 , 71",,,710,3,649.8,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,한라농장,돼지,경기도 화성시 만세구 우정읍 멱우리 440-3,,,3000,7,4021.92,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,재성농장,돼지,경기도 화성시 만세구 향남읍 증거리 176,,,2300,5,2279.67,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,매산농장,돼지,경기도 화성시 효행구 매송면 야목리 622-3,,,600,4,1092.5,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,삼진농장,돼지,경기도 화성시 만세구 양감면 대양리 1431,,,2500,6,3056.54,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,화홍농장,돼지,경기도 화성시 만세구 양감면 정문리 645-1,,,1500,4,1007,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,서울농장,돼지,경기도 화성시 만세구 남양읍 온석리 250-1,,,2200,9,3105.5,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,충북목장,돼지,경기도 화성시 효행구 정남면 용수리 29-1,,,500,2,342,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,청송축산,돼지,경기도 화성시 효행구 정남면 수면리 138-1,,,2000,6,2315,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,원농장,돼지,경기도 화성시 만세구 장안면 사랑리 572-1,,,800,3,960,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,운봉농장,돼지,경기도 화성시 만세구 장안면 사랑리 572-1,,,800,3,960,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,동환목장,돼지,경기도 화성시 만세구 송산면 지화리 28-14,,,808,5,1578,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,신양축산,돼지,경기도 화성시 만세구 양감면 사창리 653-1,,,3900,12,7567.6,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,원광농장,돼지,경기도 화성시 효행구 매송면 숙곡리 130,,,1300,2,1131.24,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,성지농장,돼지,경기도 화성시 만세구 마도면 쌍송리 607,,,400,4,539.25,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,성실농장,돼지,경기도 화성시 만세구 남양읍 온석리 250-2,,,1200,6,1771.07,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,정성농장,돼지,"경기도 화성시 만세구 남양읍 신남리 858 1 ,-2,-4,-6,-9",,,2500,8,2686,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,대명농장,돼지,경기도 화성시 만세구 우정읍 주곡리 100-3,,,2000,6,2233.7,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,산돌화성농장,돼지,경기도 화성시 만세구 우정읍 주곡리 829-1,,,6000,12,6103.32,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,신도농장,돼지,경기도 화성시 만세구 향남읍 동오리 330-7,,,1150,3,1220,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,민지농장,돼지,경기도 화성시 효행구 정남면 문학리 700,,,500,5,1053,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,영암농장,돼지,경기도 화성시 효행구 정남면 오일리 57,,,2000,6,1747.25,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,대원농장,돼지,경기도 화성시 만세구 우정읍 화수리 579-8,,,1800,5,2520.5,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,개미농장,돼지,경기도 화성시 만세구 우정읍 주곡리 125-28,,,250,7,2381.32,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,지양농장,돼지,경기도 화성시 만세구 장안면 독정리 763-5,,,5000,12,7740.46,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,청명축산,돼지,"경기도 화성시 만세구 우정읍 운평리 916 ,916-2,917-1,917-3",,,1258,5,1783.24,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,재형농장,돼지,경기도 화성시 만세구 남양읍 온석리 416,,,1800,8,1793.8,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,신양축산제2농장,돼지,경기도 화성시 만세구 양감면 사창리 651,,,50,1,281.4,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,제이비팜,돼지,경기도 화성시 만세구 향남읍 동오리 674-1,,,1000,3,1171,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,동화농장,돼지,경기도 화성시 만세구 향남읍 동오리 677-1,,,1300,3,1174.3,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,덕산농장,돼지,경기도 화성시 만세구 장안면 수촌리 975,,,3187,9,2758.26,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,GGF,돼지,경기도 화성시 만세구 장안면 독정리 782-1,,,900,1,978.88,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,예찬농장,돼지,경기도 화성시 효행구 매송면 야목리 677,,,300,3,658,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,대림농장,돼지,경기도 화성시 만세구 향남읍 백토리 662,,,700,5,872.9,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,송산농장,돼지,경기도 화성시 만세구 송산면 지화리 161-11,,,1800,10,2159.94,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,윈더미어농장,돼지,경기도 화성시 만세구 장안면 독정리 763-3,,,2300,4,1874.64,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,도연농장,돼지,경기도 화성시 만세구 남양읍 무송리 581,,,200,2,353.85,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,산돌농장,돼지,경기도 화성시 만세구 우정읍 주곡리 1010,,,400,1,1050,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,삼원농장,돼지,경기도 화성시 만세구 장안면 장안리 1892,,,2000,6,2217.6,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,예준농장,돼지,"경기도 화성시 만세구 장안면 장안리 1948 1 ,1951",,,4000,9,3364.2,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,지원농장,돼지,경기도 화성시 만세구 장안면 장안리 1937,,,2000,6,2243.4,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,예성1농장,돼지,"경기도 화성시 만세구 장안면 장안리 1940 ,1948",,,4000,9,3364.2,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,서영농장,돼지,"경기도 화성시 만세구 장안면 장안리 2261 ,2261-1",,,2000,8,2772,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,삼경농장,돼지,"경기도 화성시 만세구 장안면 장안리 2262 ,2263",,,2000,8,2772,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,유진농장,돼지,경기도 화성시 만세구 장안면 장안리 2348,,,,6,2217.6,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,희주농장,돼지,경기도 화성시 만세구 장안면 장안리 1955,,,,6,2217.6,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,현지농장,돼지,경기도 화성시 만세구 장안면 장안리 1669,,,,9,3326.4,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,농업회사법인 다리농산(주),돼지,"경기도 화성시 만세구 장안면 장안리 2299 , 2300",,,4000,9,3364.2,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,삼원1농장,돼지,경기도 화성시 만세구 장안면 장안리 1889,,,,6,2217.6,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,만만팜,돼지,경기도 화성시 만세구 장안면 장안리 1626,,,,7,2317.98,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,구구팜,돼지,경기도 화성시 만세구 장안면 장안리 1631,,,,7,2317.98,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,윤우농장,돼지,경기도 화성시 만세구 장안면 장안리 1646,,,,9,3326.4,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,한성농장,돼지,경기도 화성시 만세구 마도면 고모리 171-1,,,,3,1179.5,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,태돈영농조합법인,돼지,경기도 화성시 만세구 장안면 장안리 1963,,,8000,9,9044.95,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,태돈영농조합법인,돼지,경기도 화성시 만세구 장안면 장안리 1733,,,,1,1716.75,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,가나안농장,돼지,"경기도 화성시 효행구 매송면 송라리 754 , 754-1",,,,4,996,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,스타팜,돼지,경기도 화성시 만세구 장안면 장안리 1993,,,,7,2287.84,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,만만2농장,돼지,경기도 화성시 만세구 장안면 장안리 1980,,,,7,2281.19,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,구구2농장,돼지,경기도 화성시 만세구 장안면 장안리 1970,,,,7,2281.19,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,성진축산,돼지,경기도 화성시 만세구 양감면 정문리 535,,,,2,3029,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,금당농원,돼지,경기도 화성시 만세구 마도면 금당리 842,,,223,2,446.8,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,이솔농장,돼지,경기도 화성시 만세구 양감면 용소리 660,,,,2,3634.8,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,씨와이농장,돼지,경기도 화성시 만세구 장안면 장안리 2706,,,,3,5293.44,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,지니팜,돼지,경기도 화성시 만세구 장안면 장안리 1990,,,,7,2287.84,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,초록농장,돼지,경기도 화성시 만세구 양감면 사창리 777-18,,,600,7,2868,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,케이비제네틱스유한회사농업회사법인,돼지,"경기도 화성시 만세구 장안면 장안리 1738 1 ,2064,2065,2066,2067",,,,4,11213.58,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
경기도,화성시,농업회사법인 구성 주식회사,돼지,경기도 화성시 만세구 장안면 장안리 2019,,,,7,12337.5,,,20260720,경기도 화성시_양돈농가 현황_20260720.csv
